,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,212,118,92,95,83,105,122,143,108,102,175,Upgrade
1,Market Cap Growth,24.59%,24.59%,10.77%,-9.76%,-31.58%,-26.79%,13.10%,40.00%,-38.69%,-51.52%,-25.95%,Upgrade
2,Enterprise Value,-52,-82,-128,-99,-42,-30,-39,-55,-144,-142,-119,Upgrade
3,Last Close Price,1.66,0.92,0.66,0.68,0.53,0.67,0.78,0.92,0.65,0.62,1.06,Upgrade
4,PE Ratio,3.73,2.07,2.85,3.30,3.26,15.66,21.03,28.27,37.43,25.35,19.40,Upgrade
5,PS Ratio,0.48,0.27,0.27,0.47,0.35,0.62,0.59,0.66,0.74,0.71,1.16,Upgrade
6,PB Ratio,0.28,0.16,0.12,0.13,0.11,0.14,0.16,0.19,0.14,0.15,0.25,Upgrade
7,P/TBV Ratio,0.16,0.16,0.12,0.13,0.11,0.14,0.16,0.19,0.14,0.15,0.25,Upgrade
8,P/FCF Ratio,4.38,2.43,-,2.80,4.26,-4.47,-,-,-,-2.76,-,Upgrade
9,P/OCF Ratio,2.28,2.28,-,1.85,2.37,-5.29,-,-,-,-3.65,-,Upgrade
10,EV/FCF Ratio,-1.07,-,-,-,-,-,-,-,-,-,-,Upgrade
11,Debt / Equity Ratio,-,-,-,-,0.00,-,-,-,-,-,-,Upgrade
12,Debt / FCF Ratio,-,-,-,-,0.12,-,-,-,-,-,-,Upgrade
13,Return on Capital Employed (ROCE),8.27%,8.23%,2.71%,-,1.89%,-,0.91%,1.62%,0.70%,-,-0.02%,Upgrade
14,Earnings Yield,26.79%,48.23%,35.08%,30.31%,30.71%,6.39%,4.76%,3.54%,2.67%,3.94%,5.15%,Upgrade
15,FCF Yield,22.82%,41.09%,2.58%,35.75%,23.47%,-22.40%,-36.50%,-43.21%,-33.11%,-36.26%,-49.90%,Upgrade
16,Total Shareholder Return,5.28%,-,-,-,-,-,-,-,-,-,-,Upgrade
