,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Cash & Equivalents,236.51,196.03,299.31,292.6,194.09,186.32,245.98,312.5,245.11,239.08,327.26,389.76,285.99,288.78,278.41,352.12,245.16,216.33,241.6,241.77,Upgrade
1,Trading Asset Securities,-,-,1.66,17.87,2.05,1.92,2.1,2.25,2.32,2.82,4.51,4.78,-,-,-,-,-,-,-,-,Upgrade
2,Cash & Short-Term Investments,236.51,196.03,300.97,310.47,196.14,188.24,248.08,314.76,247.42,241.9,331.78,394.54,285.99,288.78,278.41,352.12,245.16,216.33,241.6,241.77,Upgrade
3,Cash Growth,20.58%,4.14%,21.32%,-1.36%,-20.73%,-22.18%,-25.23%,-20.22%,-13.49%,-16.23%,19.17%,12.05%,16.65%,33.49%,15.23%,45.65%,53.64%,26.77%,-10.99%,-26.72%,Upgrade
4,Accounts Receivable,490.21,441.78,357.1,389.19,419.79,367.5,334.38,355.02,449.5,396.59,338.26,345.28,451.96,350.59,401.47,355.08,415.61,363.86,396.5,365.76,Upgrade
5,Other Receivables,14.42,18.14,12.76,11.66,21.48,12.9,14.76,14.08,13.99,15.19,20.7,20.73,9.01,17.32,25.86,24.75,16.26,21.19,24.7,18.13,Upgrade
6,Receivables,504.63,459.92,369.86,400.85,441.27,380.4,349.15,369.1,463.49,411.78,358.96,366.01,460.97,367.91,427.33,379.83,431.87,385.05,421.2,383.9,Upgrade
7,Inventory,765.01,700.06,647.54,598.23,566.84,618.63,595.66,541.31,557.59,566.39,517.91,519.14,578.4,624.1,596.37,593.16,686.13,726.86,698.91,694.13,Upgrade
8,Prepaid Expenses,-,-,-,-,-,-,-,-,-,-,-,0.57,-,-,-,0.36,-,0.49,-,0.37,Upgrade
9,Other Current Assets,58.87,107.09,93.43,35.12,90.36,37.88,32.39,39.7,60.2,65.61,60.99,41.3,76.68,61.5,62.93,55.09,82.44,78.2,54.69,56.63,Upgrade
10,Total Current Assets,1565,1463,1412,1345,1295,1225,1225,1265,1329,1286,1270,1322,1402,1342,1365,1381,1446,1407,1416,1377,Upgrade
11,"Property, Plant & Equipment",285.05,290.46,296.14,303.04,310.63,317.07,322.25,330.16,326.09,332.08,339.17,341.08,345.37,348.08,351.03,359.91,355.75,382.64,391.1,397.56,Upgrade
