,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020"
0,Cash & Equivalents,-,412.49,591.15,707.25,842.79,912.53,938.42,267.27,408.7,401.67,346.69,424.96,34.63,-,53.44,-,72.9,72.9,120.45,120.45
1,Trading Asset Securities,-,68.29,-,-,-,-,-,735.24,608.53,681.3,840.08,884.53,-,-,-,-,-,-,-,-
2,Cash & Short-Term Investments,480.78,480.78,591.15,707.25,842.79,912.53,938.42,1003,1017,1083,1187,1309,34.63,-,53.44,72.9,72.9,72.9,120.45,120.45
3,Cash Growth,-42.95%,-47.31%,-37.01%,-29.45%,-17.15%,-15.74%,-20.93%,-23.44%,2837.66%,-,2120.65%,1696.34%,-52.50%,-,-55.63%,-39.48%,-,-,-,-
4,Accounts Receivable,-,256.14,249.98,222.97,232.51,254.84,258.81,295.21,325.58,330.51,291.98,281.56,227.9,-,168.69,-,163.81,163.81,118.83,118.83
5,Other Receivables,-,0.68,0.92,0.64,0.58,0.53,0.53,0.3,0.67,0.49,0.64,0.32,0,-,0.09,-,0.09,0.09,0.24,0.24
6,Receivables,-,256.82,250.9,223.61,233.09,255.36,259.34,295.51,326.25,331,292.62,281.88,227.9,-,168.78,-,163.9,163.9,119.07,119.07
7,Inventory,-,162.14,138.84,62.19,57.51,47,48.74,47.49,42.21,42.08,65.96,85.85,91.17,-,73.37,-,51.68,51.68,80.36,80.36
8,Other Current Assets,-,11.15,15.42,43.01,7.89,4.6,6.85,4.55,9.73,7.45,1.67,1.09,10.59,-,7.98,-,4.47,4.47,2.25,2.25
