,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+2 Quarters
0,Cash & Equivalents,35.65,57.54,67.66,61.95,62.83,29.38,28.37,48.21,73.23,59.96,Upgrade
1,Short-Term Investments,34.95,21.62,-,1.14,-,1.27,-,19.53,-,2.37,Upgrade
2,Cash & Short-Term Investments,70.6,79.16,67.66,63.09,62.83,30.65,28.37,67.74,73.23,62.33,Upgrade
3,Cash Growth,4.35%,25.46%,7.70%,105.86%,121.45%,-54.76%,-61.26%,8.68%,-21.32%,-56.18%,Upgrade
4,Accounts Receivable,31.31,24.95,57.12,38.35,37.43,88.03,161.51,62.77,182.29,65.33,Upgrade
5,Other Receivables,-,0.07,-,0.04,0.57,4.68,-,0.04,-,0.05,Upgrade
6,Receivables,31.31,25.02,57.12,38.4,37.99,92.71,161.51,62.82,182.29,70.03,Upgrade
7,Inventory,4.52,16.43,19.95,51.73,65.17,82.83,98.11,84.98,76.93,71.04,Upgrade
8,Prepaid Expenses,2.2,1.13,2.37,1.48,4.09,1.57,2.32,1.67,4.75,4.57,Upgrade
9,Other Current Assets,85,49.03,29.59,28.47,47.17,75.71,78.03,73.13,179.86,105.61,Upgrade
10,Total Current Assets,193.62,170.77,176.68,183.16,217.26,283.46,368.34,290.34,517.05,313.58,Upgrade
11,"Property, Plant & Equipment",8.55,5.21,9.86,13.88,17.18,8.03,5.65,9.27,15.25,12.3,Upgrade
12,Goodwill,-,-,45.51,45.51,81.67,81.67,130.18,130.18,140.88,140.88,Upgrade
13,Other Intangible Assets,-,-,0.59,0.57,0.57,0.57,0.57,0.57,0.57,0.55,Upgrade
14,Other Long-Term Assets,0.41,0.57,0.57,0.76,12.75,7.78,8.48,8.48,10.47,10.46,Upgrade
15,Total Assets,202.58,176.55,233.21,243.88,329.43,381.51,513.23,438.84,684.22,477.78,Upgrade
16,Accounts Payable,8.89,14.95,52.21,26.29,73.82,103.26,91.61,81.45,246.49,59.21,Upgrade
17,Accrued Expenses,4.32,2.98,6.92,3.13,5.16,3.2,6.59,2.98,-,3.72,Upgrade
18,Short-Term Debt,-,-,-,-,12,41.01,105.78,25,25,-,Upgrade
19,Current Portion of Long-Term Debt,-,-,-,39.04,35.06,-,-,-,39.94,95.15,Upgrade
20,Current Portion of Leases,1.8,1.72,2.29,4.51,2.3,2.09,4.87,5.4,6.64,5.51,Upgrade
21,Current Income Taxes Payable,-,-,-,-,-,-,0.04,0.37,2.76,0.11,Upgrade
22,Other Current Liabilities,98.04,63.02,-,29.52,-,1.53,-,2.37,9.39,3.06,Upgrade
23,Total Current Liabilities,113.05,82.68,61.41,102.47,128.33,151.08,208.89,117.57,330.22,166.74,Upgrade
24,Long-Term Debt,37.68,37.14,36.66,-,-,31.6,28.61,26,27.5,-,Upgrade
25,Long-Term Leases,5.25,-,1.72,1.72,6.22,-,-,2.08,4.82,0.04,Upgrade
26,Long-Term Deferred Tax Liabilities,0.18,0.18,0.18,0.18,0.11,0.11,0.11,0.11,0.11,0.11,Upgrade
27,Other Long-Term Liabilities,0.39,0.39,13.04,13.04,12.56,-,-,-,-,-,Upgrade
28,Total Liabilities,156.56,120.38,113.01,117.41,147.23,182.8,237.61,145.76,362.66,166.89,Upgrade
29,Common Stock,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,Upgrade
30,Additional Paid-In Capital,418.77,418.77,418.77,418.77,418.77,418.77,418.77,418.77,418.77,418.77,Upgrade
31,Retained Earnings,-404.92,-395.11,3.66,-339.81,-293.84,-296.92,-220.16,-202.84,-170.36,-201.34,Upgrade
32,Comprehensive Income & Other,31.75,32.16,-302.76,47.14,56.91,76.58,76.72,76.86,72.87,93.17,Upgrade
33,Total Common Equity,45.88,56.11,119.96,126.39,182.12,198.71,275.61,293.08,321.56,310.89,Upgrade
34,Minority Interest,0.14,0.06,0.24,0.08,0.08,-,-,-,-,-,Upgrade
35,Shareholders' Equity,46.02,56.17,120.2,126.46,182.2,198.71,275.61,293.08,321.56,310.89,Upgrade
