,Fiscal Quarter,Current,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Mar '25 Mar 12, 2025","Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+2 Quarters
0,Market Capitalization,91,125,90,81,130,361,376,383,413,472,391,Upgrade
1,Market Cap Growth,54.55%,54.55%,-30.68%,-77.55%,-65.49%,-5.77%,-8.93%,-18.75%,5.66%,-20.00%,-57.94%,Upgrade
2,Enterprise Value,66,85,63,63,123,405,487,374,443,510,433,Upgrade
3,Last Close Price,0.06,0.09,0.06,0.06,0.09,0.24,0.26,0.26,0.28,0.32,0.27,Upgrade
4,PS Ratio,0.84,1.16,0.51,0.35,0.38,0.83,0.84,0.90,0.85,1.04,0.95,Upgrade
5,PB Ratio,1.99,2.72,1.60,0.67,1.03,1.98,1.89,1.39,1.41,1.47,1.26,Upgrade
6,P/TBV Ratio,2.73,2.73,1.60,1.10,1.62,3.62,3.23,2.65,2.54,2.62,2.31,Upgrade
7,P/FCF Ratio,9.08,-,3.83,4.52,3.78,3.70,-8.81,-,23.91,-,-12.04,Upgrade
8,P/OCF Ratio,12.77,-,3.80,4.13,3.24,3.34,-10.30,-,22.21,-,-12.31,Upgrade
9,EV/Sales Ratio,0.61,0.78,0.36,0.27,0.36,0.93,1.09,0.88,0.91,1.12,1.05,Upgrade
10,EV/EBITDA Ratio,-,-,-,-,-,-,-,-,-,-55.74,-,Upgrade
11,EV/EBIT Ratio,-,-,-,-,-,-,-,-,-,-28.98,-,Upgrade
12,EV/FCF Ratio,6.52,-,2.69,3.53,3.57,4.16,-11.41,-,25.68,-,-13.34,Upgrade
13,Debt / Equity Ratio,0.97,0.97,0.69,0.34,0.36,0.31,0.38,0.51,0.20,0.32,0.32,Upgrade
14,Debt / FCF Ratio,4.44,-,1.65,2.27,1.32,0.57,-1.75,-,3.39,-,-3.10,Upgrade
15,Return on Capital Employed (ROCE),-,-,-,-,-,-,-,-,-,-4.97%,-,Upgrade
16,Earnings Yield,-81.05%,-59.12%,-82.22%,-81.18%,-55.75%,-25.88%,-25.10%,-13.03%,-8.63%,-16.72%,-22.44%,Upgrade
17,FCF Yield,11.02%,8.04%,26.12%,22.12%,26.44%,27.01%,-11.35%,-20.10%,4.18%,-0.69%,-8.31%,Upgrade
