,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+2 Quarters
0,Revenue,58.31,50.11,127.15,106.1,235.7,198.86,249.8,176.59,309.2,144.85,Upgrade
1,Revenue Growth (YoY),-54.14%,-52.77%,-46.06%,-46.65%,-5.64%,12.61%,-19.21%,21.91%,15.18%,-12.20%,Upgrade
2,Cost of Revenue,42.81,42.45,106.81,88.62,208.25,174.09,220.13,148.39,265.81,121.61,Upgrade
3,Gross Profit,15.5,7.66,20.34,17.48,27.46,24.77,29.67,28.2,43.39,23.24,Upgrade
4,"Selling, General & Admin",27.2,24.1,27.72,30.8,38.37,49.5,41.47,46.24,39.92,44.31,Upgrade
5,Operating Expenses,27.2,24.1,27.72,32.95,38.37,49.5,41.47,46.24,39.92,44.31,Upgrade
6,Operating Income,-11.7,-16.43,-7.38,-15.47,-10.91,-24.74,-11.8,-18.04,3.47,-21.07,Upgrade
7,Interest Expense,-2.48,-2.39,-3.1,-6.11,-6.6,-6.37,-5.4,-5.44,-6.21,-13.51,Upgrade
8,Interest & Investment Income,0.61,0.58,0.25,0.03,0.02,0.06,0.06,0.08,0.15,0.81,Upgrade
9,Currency Exchange Gain (Loss),0.05,0.05,0.05,0.34,0.2,0.44,0.29,0.19,0.19,-0.22,Upgrade
10,Other Non Operating Income (Expenses),3.4,0.26,0.24,-0.26,1.52,1.9,-0.63,-2.38,2.28,1.78,Upgrade
11,EBT Excluding Unusual Items,-10.12,-17.94,-9.94,-21.47,-15.76,-28.71,-17.47,-25.58,-0.11,-32.21,Upgrade
12,Impairment of Goodwill,-,-45.51,-,-36.16,-,-48.51,-,-10.7,-,-43.91,Upgrade
13,Gain (Loss) on Sale of Assets,-,-,-,0.1,-,-,-,-,-,-,Upgrade
14,Asset Writedown,-,-0.59,-,-,-,0.4,-,-0.1,-,-0.3,Upgrade
15,Other Unusual Items,-,-,-,0.96,0.08,-,-,2.3,-,-0.91,Upgrade
16,Pretax Income,-10.12,-64.03,-9.94,-56.57,-15.68,-76.82,-17.47,-34.08,-0.11,-77.33,Upgrade
17,Income Tax Expense,0.03,-,-0.01,-0.84,0.9,0.08,-,-1.6,3.04,-1.58,Upgrade
18,Earnings From Continuing Operations,-10.14,-64.03,-9.93,-55.73,-16.59,-76.9,-17.47,-32.48,-3.15,-75.74,Upgrade
19,Net Income to Company,-10.14,-64.03,-9.93,-55.73,-16.59,-76.9,-17.47,-32.48,-3.15,-75.74,Upgrade
20,Minority Interest in Earnings,-0.09,0.18,-0.16,-,-,-,-,-,-,-,Upgrade
21,Net Income,-10.23,-63.85,-10.09,-55.73,-16.59,-76.9,-17.47,-32.48,-3.15,-75.74,Upgrade
22,Net Income to Common,-10.23,-63.85,-10.09,-55.73,-16.59,-76.9,-17.47,-32.48,-3.15,-75.74,Upgrade
23,Shares Outstanding (Basic),1474,1474,1474,1474,1474,1474,1474,1474,1474,1474,Upgrade
24,Shares Outstanding (Diluted),1474,1474,1474,1474,1474,1474,1474,1474,1474,1474,Upgrade
25,EPS (Basic),-0.01,-0.04,-0.01,-0.04,-0.01,-0.05,-0.01,-0.02,-0.00,-0.05,Upgrade
26,EPS (Diluted),-0.01,-0.04,-0.01,-0.04,-0.01,-0.05,-0.01,-0.02,-0.00,-0.05,Upgrade
27,Free Cash Flow,-3.91,13.98,9.51,8.43,25.88,71.69,-114.35,37.31,-20.04,16.78,Upgrade
28,Free Cash Flow Per Share,-0.00,0.01,0.01,0.01,0.02,0.05,-0.08,0.03,-0.01,0.01,Upgrade
29,Operating Margin,-20.06%,-32.80%,-5.80%,-14.58%,-4.63%,-12.44%,-4.72%,-10.21%,1.12%,-14.55%,Upgrade
30,Profit Margin,-17.54%,-127.42%,-7.94%,-52.53%,-7.04%,-38.67%,-6.99%,-18.39%,-1.02%,-52.29%,Upgrade
31,Free Cash Flow Margin,-6.71%,27.90%,7.48%,7.94%,10.98%,36.05%,-45.78%,21.13%,-6.48%,11.58%,Upgrade
32,EBITDA,-9.65,-14.28,-5.13,-13.3,-9.15,-23.67,-10.74,-15.29,6.98,-16.13,Upgrade
33,D&A For EBITDA,2.05,2.15,2.25,2.18,1.76,1.07,1.06,2.75,3.51,4.94,Upgrade
34,EBIT,-11.7,-16.43,-7.38,-15.47,-10.91,-24.74,-11.8,-18.04,3.47,-21.07,Upgrade
