,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Cash & Equivalents,143.23,71.8,170.05,327.04,219.82,411.08,381.98,681.5,432.09,528.12,480.95,679.99,331.1,329.2,368.62,469.38,745.64,684.47,513.02,612.48,Upgrade
1,Short-Term Investments,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13.3,-,175.7,-,40,Upgrade
2,Trading Asset Securities,9.17,29.17,70.48,7.18,206.73,203.98,204.36,204.36,203,203,203,206.4,222.63,222.94,224.91,226.48,30.4,31.93,29.58,35.48,Upgrade
3,Cash & Short-Term Investments,152.4,100.97,240.53,334.22,426.55,615.06,586.34,885.85,635.09,731.12,683.95,886.38,553.73,552.14,593.53,709.16,776.04,892.1,542.6,687.96,Upgrade
4,Cash Growth,-64.27%,-83.58%,-58.98%,-62.27%,-32.84%,-15.87%,-14.27%,-0.06%,14.69%,32.42%,15.23%,24.99%,-28.65%,-38.11%,9.39%,3.08%,96.67%,24.60%,12.99%,-37.16%,Upgrade
5,Accounts Receivable,1463,1358,1187,1130,1235,1104,1227,1195,1063,982.89,888.26,872.34,1044,1049,970.52,822.61,946.19,855.08,778,753.81,Upgrade
6,Other Receivables,46.39,43.78,57.45,30.37,118.52,66.73,68.01,59.45,71.53,65.97,76.52,64.69,101.35,86.46,115.32,85.11,79.6,74.69,65.45,66.19,Upgrade
7,Receivables,1510,1402,1244,1160,1354,1171,1295,1255,1134,1049,964.78,937.03,1145,1135,1086,907.72,1026,929.77,843.45,820,Upgrade
8,Inventory,67.64,66.4,75.91,117.27,67.98,63.18,73.41,82.25,79.37,88.11,91.83,107.27,68.99,44.71,43.03,44.95,131.27,106.28,136.14,5.76,Upgrade
