,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020","Sep '19 Sep 30, 2019",+2 Quarters
0,Operating Revenue,122.38,172.36,106.85,245.69,444.23,306.68,221.88,127.89,229.81,255.23,Upgrade
1,Other Revenue,3.86,-20.72,20.72,-19.13,19.13,-19.2,19.2,-27.1,27.1,-,Upgrade
2,Revenue,126.24,151.64,127.57,226.57,463.36,287.48,241.08,100.8,256.91,255.23,Upgrade
3,Revenue Growth (YoY),-1.05%,-33.07%,-72.47%,-21.19%,92.20%,185.21%,-6.16%,-60.51%,-8.62%,-31.56%,Upgrade
4,Cost of Revenue,113.93,110.27,105.8,196.82,329.67,217.14,179.91,64.72,167.07,199.62,Upgrade
5,Gross Profit,12.31,41.38,21.77,29.75,133.69,70.34,61.17,36.07,89.84,55.6,Upgrade
6,"Selling, General & Admin",61.66,83.71,88.27,92.93,160.94,100.88,236.82,95.78,117.99,108.89,Upgrade
7,Research & Development,15.59,10.96,13.82,32.18,24.08,46.99,30.82,21.01,7.64,15.84,Upgrade
8,Other Operating Expenses,-,-,-,-,-,1.12,-,-0.34,0.49,-62.79,Upgrade
9,Operating Expenses,77.25,94.66,102.09,125.11,185.02,149,267.63,143.59,126.11,47.59,Upgrade
10,Operating Income,-64.94,-53.29,-80.32,-95.37,-51.33,-78.66,-206.47,-107.51,-36.27,8.02,Upgrade
11,Interest Expense,-2.07,-12.61,-9.58,-9.51,-6.95,-3.15,-3.67,-4.57,-3.69,-2.71,Upgrade
12,Interest & Investment Income,17.74,0.87,0.12,-,0.08,0.27,0.52,0.69,1.55,1.06,Upgrade
13,Earnings From Equity Investments,-14.05,-98.41,-18.54,-63.56,-2.69,-20.03,-22.88,3.37,1.48,-2.21,Upgrade
14,Currency Exchange Gain (Loss),-15.86,2.43,-6.64,9.82,-9.82,-0.71,-1.24,1.98,-1.65,-6.44,Upgrade
15,Other Non Operating Income (Expenses),-77.56,-263.91,-30.27,53.62,-80.25,-0.46,-21.46,-9.61,-3.91,-250.74,Upgrade
16,EBT Excluding Unusual Items,-156.74,-424.93,-145.22,-104.99,-150.97,-102.74,-255.19,-115.64,-42.49,-253.02,Upgrade
17,Merger & Restructuring Charges,-,-,-,-,-,-,-,-13.43,-,-,Upgrade
18,Impairment of Goodwill,-,-410.21,-,-105.4,-,-,-,-,-29.56,-199.26,Upgrade
19,Gain (Loss) on Sale of Investments,-188.04,36.8,52.89,102.43,26.52,-39.42,61.3,-51.34,-81.99,-109.95,Upgrade
20,Gain (Loss) on Sale of Assets,-3.4,19.63,4.5,-3.05,-1.2,35.32,-,305.05,-,-5.56,Upgrade
21,Asset Writedown,-0.43,-1.65,0.29,0.43,0.45,0.55,-0.67,69.72,-97.23,-24.06,Upgrade
22,Other Unusual Items,-,-0.22,0.22,147.94,127.01,-37.94,-17.42,-21.04,-,-,Upgrade
