,Fiscal Quarter,Current,Q2 2025,Q1 2025,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,+6 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+6 Quarters
0,Market Capitalization,389,389,360,374,360,183,240,360,468,450,594,930,564,342,234,149,83,67,55,50,52,Upgrade
1,Market Cap Growth,112.46%,112.46%,50.00%,4.00%,-23.08%,-59.33%,-59.60%,-61.29%,-17.02%,31.58%,153.85%,522.49%,581.16%,413.51%,328.57%,196.43%,58.62%,-43.37%,-,-,-,Upgrade
2,Enterprise Value,364,366,337,375,361,180,237,334,442,420,564,917,551,309,201,118,50,33,22,23,23,Upgrade
3,Last Close Price,0.54,0.54,0.50,0.52,0.60,0.30,0.40,0.60,0.78,0.75,0.99,1.55,0.94,0.57,0.39,0.25,0.14,0.11,0.09,0.08,0.09,Upgrade
4,PE Ratio,-,-,-,-,-,-,-,-,61.95,-23.03,-21.44,-,-,-108.02,-,-,-119.48,-,-,-,259.55,Upgrade
5,PS Ratio,3.07,3.22,3.15,3.49,3.25,1.58,1.95,2.73,3.42,3.53,4.54,8.27,6.61,4.69,5.02,3.76,2.13,1.86,1.52,1.36,1.34,Upgrade
6,PB Ratio,5.98,5.92,5.49,5.32,5.11,2.85,3.23,4.85,-,6.00,10.62,16.63,5.81,3.53,-,2.87,-,1.23,1.00,0.93,-,Upgrade
7,P/TBV Ratio,5.98,5.98,5.53,5.35,5.15,2.86,3.25,4.87,-,6.02,10.67,16.71,5.88,3.57,-,2.88,-,1.23,1.00,0.92,-,Upgrade
8,P/FCF Ratio,54.42,54.42,53.84,60.12,115.61,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
9,P/OCF Ratio,31.90,31.90,36.46,49.51,95.21,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
10,EV/Sales Ratio,3.01,3.03,2.95,3.49,3.25,1.55,1.93,2.54,3.23,3.29,4.31,8.16,6.46,4.24,4.31,2.96,1.30,0.92,0.61,0.62,0.60,Upgrade
11,EV/EBITDA Ratio,-,-,-,-,-,-,9.14,8.65,16.71,-65.35,-47.71,-,-,35.46,44.83,-,8.26,6.46,3.58,2.83,2.49,Upgrade
12,EV/EBIT Ratio,-,-,-,-,-,-,-,-,50.79,-18.21,-20.31,-,-,-340.72,-,-,30.06,-,8.15,-,3.90,Upgrade
13,EV/FCF Ratio,50.89,51.18,50.38,60.25,115.87,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
14,Debt / Equity Ratio,0.08,0.08,0.08,0.11,0.11,0.15,0.25,0.25,-,0.11,0.34,0.34,0.08,0.08,-,0.04,-,0.04,0.04,0.04,-,Upgrade
15,Debt / EBITDA Ratio,-,-,-,-,-,-,3.32,1.49,-,0.18,0.34,-,-,0.32,-,-,-,0.29,0.42,0.94,-,Upgrade
16,Debt / FCF Ratio,0.74,0.74,0.79,1.27,2.55,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
17,Asset Turnover,0.81,0.88,0.85,0.90,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,
18,Inventory Turnover,10.92,12.98,11.26,8.22,8.66,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
19,Quick Ratio,0.80,0.80,0.80,1.11,1.11,1.02,-,1.93,-,1.69,-,1.06,-,2.32,-,2.89,-,3.17,-,2.80,-,Upgrade
20,Current Ratio,1.44,1.44,1.44,1.63,1.63,1.65,-,2.55,-,2.15,-,1.26,-,3.67,-,3.52,-,4.02,-,3.46,-,Upgrade
21,Return on Equity (ROE),-22.31%,-21.53%,-50.47%,-52.77%,-50.05%,-12.67%,-,-,45.23%,71.51%,-67.93%,-101.69%,-,-,-,-,-3.56%,-0.05%,-,-,Upgrade,
22,Return on Assets (ROA),-10.75%,-11.67%,-19.43%,-20.64%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,
23,Return on Capital (ROIC),-24.02%,-22.83%,-33.07%,-34.07%,-22.69%,-6.98%,-,-,21.83%,32.26%,-37.54%,-62.36%,-,-,-,-,-0.03%,2.40%,-,-,Upgrade,
24,Return on Capital Employed (ROCE),-,-,-,-,-,-,-,-,-,-25.20%,-,-,-,-0.83%,-,-,-,-,-,-,-,Upgrade
25,Earnings Yield,-6.50%,-6.50%,-8.40%,-7.71%,-5.82%,-4.64%,3.54%,5.53%,1.61%,-4.34%,-4.66%,-4.09%,-4.97%,-0.93%,-1.63%,-1.74%,-0.84%,-0.26%,-3.27%,-1.03%,0.39%,Upgrade
26,FCF Yield,1.84%,1.84%,1.86%,1.66%,0.86%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
27,Buyback Yield / Dilution,-14.38%,-20.00%,-20.00%,-8.77%,-8.77%,-,-,-,-,-,-,-,-,-,-,-0.08%,-,-23.08%,-33.33%,-33.24%,-36.57%,Upgrade
28,Total Shareholder Return,-14.38%,-20.00%,-20.00%,-8.77%,-8.77%,-,-,-,-,-,-,-,-,-,-,-0.08%,-,-23.08%,-33.33%,-33.24%,-36.57%,Upgrade
