,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Revenue,750.98,1259,805.25,1270,1055,1204,1082,831.63,1021,1028,Upgrade
1,Revenue Growth (YoY),-6.74%,-0.87%,-23.69%,5.42%,-2.46%,44.81%,5.93%,-19.10%,66.50%,71.03%,Upgrade
2,Cost of Revenue,445.34,788.5,477.14,891.1,646.85,741.43,652.34,437.54,641.09,570.64,Upgrade
3,Gross Profit,305.63,470.01,328.11,378.48,408.38,462.85,429.49,394.1,380.22,457.29,Upgrade
4,"Selling, General & Admin",192.12,251.05,200.34,252.69,208.86,290.58,212.65,235.46,208.41,258.67,Upgrade
5,Other Operating Expenses,3.87,-1.81,-5.7,-12.12,-3.78,-26.52,19.72,-12.74,-0.53,-6.09,Upgrade
6,Operating Expenses,195.99,404.67,194.64,254.01,205.07,294.56,232.37,237.19,207.88,273.53,Upgrade
7,Operating Income,109.64,65.33,133.47,124.48,203.31,168.3,197.12,156.9,172.34,183.76,Upgrade
8,Interest Expense,-31.05,-33.47,-41.57,-33.5,-25.28,-27.84,-27.26,-32.09,-55.6,-43.02,Upgrade
9,Interest & Investment Income,2.31,-,8.62,14.26,2.27,0.98,3.02,1.01,2.16,0.69,Upgrade
10,Currency Exchange Gain (Loss),0.74,-3,-1.42,1.41,-5,-5.88,-0.46,5.69,-2.37,4.99,Upgrade
11,Other Non Operating Income (Expenses),-,3.82,-,-,-,-,-,-,-,-,Upgrade
12,EBT Excluding Unusual Items,81.63,32.69,99.1,106.65,175.29,135.56,172.42,131.51,116.53,146.41,Upgrade
13,Gain (Loss) on Sale of Investments,-,-,-,-,-,-,-,-,-,0.74,Upgrade
14,Gain (Loss) on Sale of Assets,-,65.72,-,-5.68,-,0.46,-,-2.34,-,0.12,Upgrade
15,Asset Writedown,-0.4,-11.2,6.2,-8.3,-12.6,-6.5,0.6,-5.8,-4.7,-23.38,Upgrade
16,Legal Settlements,-,-9.04,-,-143.14,-,-,-,-,-,-,Upgrade
17,Pretax Income,81.23,78.17,105.3,-50.47,162.69,129.51,173.02,123.37,111.83,123.89,Upgrade
18,Income Tax Expense,18.55,20.86,21.99,-9.52,37.26,38.56,38.42,31.59,30.41,38.07,Upgrade
19,Earnings From Continuing Operations,62.68,57.32,83.31,-40.95,125.43,90.95,134.6,91.79,81.42,85.81,Upgrade
20,Earnings From Discontinued Operations,-,-2.58,2.58,-10.98,10.98,-,-,-,-,-,Upgrade
21,Net Income to Company,62.68,54.74,85.89,-51.93,136.41,90.95,134.6,91.79,81.42,85.81,Upgrade
22,Minority Interest in Earnings,-18.35,26.27,-20.53,3.94,-40.1,-10.69,-31.36,-39.74,-16.84,-35.73,Upgrade
23,Net Income,44.33,81.02,65.36,-48,96.31,80.27,103.25,52.04,64.58,50.09,Upgrade
24,Net Income to Common,44.33,81.02,65.36,-48,96.31,80.27,103.25,52.04,64.58,50.09,Upgrade
25,Net Income Growth,-32.17%,-,-32.14%,-,-6.72%,54.23%,59.88%,3.91%,-6.88%,2.64%,Upgrade
26,Shares Outstanding (Basic),1080,1081,1081,1081,1081,1081,1081,1082,897,896,Upgrade
27,Shares Outstanding (Diluted),1080,1081,1081,1081,1081,1081,1081,1269,897,1081,Upgrade
28,Shares Change (YoY),-0.00%,-,-,-,-,-14.84%,20.42%,17.41%,-15.86%,17.78%,Upgrade
29,EPS (Basic),0.04,0.07,0.06,-0.04,0.09,0.07,0.10,0.05,0.07,0.06,Upgrade
30,EPS (Diluted),0.04,0.07,0.06,-0.04,0.09,0.07,0.10,0.04,0.07,0.04,Upgrade
31,EPS Growth,-32.17%,-,-32.14%,-,-6.71%,72.77%,32.77%,6.97%,2.81%,-32.08%,Upgrade
32,Free Cash Flow,-56.89,107.7,-11.32,-29.4,-10.48,105.37,60.68,45.03,-67.03,116.21,Upgrade
33,Free Cash Flow Per Share,-0.05,0.10,-0.01,-0.03,-0.01,0.10,0.06,0.04,-0.07,0.11,Upgrade
34,Operating Margin,14.60%,5.19%,16.58%,9.80%,19.27%,13.97%,18.22%,18.87%,16.87%,17.88%,Upgrade
35,Profit Margin,5.90%,6.44%,8.12%,-3.78%,9.13%,6.67%,9.54%,6.26%,6.32%,4.87%,Upgrade
36,Free Cash Flow Margin,-7.58%,8.56%,-1.41%,-2.32%,-0.99%,8.75%,5.61%,5.41%,-6.56%,11.31%,Upgrade
37,EBITDA,161.74,116.24,202.33,178.07,269.62,232.73,253.35,219.69,228.16,237.74,Upgrade
38,D&A For EBITDA,52.1,50.91,68.86,53.59,66.32,64.43,56.24,62.79,55.82,53.99,Upgrade
39,EBIT,109.64,65.33,133.47,124.48,203.31,168.3,197.12,156.9,172.34,183.76,Upgrade
40,Advertising Expenses,2.45,-,5.31,-,12.8,-,22.14,-,23.18,-,Upgrade
