,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Operating Revenue,319.58,355,250.99,249.09,363.55,282.06,232.35,217.23,170.62,246.98,Upgrade
1,Other Revenue,-,-,0.05,-,0.04,-,-,-,0.05,0.14,Upgrade
2,Revenue,319.58,355,251.03,249.09,363.59,282.06,232.35,217.23,170.68,247.11,Upgrade
3,Revenue Growth (YoY),27.30%,42.52%,-30.96%,-11.69%,56.49%,29.84%,36.13%,-12.09%,-53.90%,-41.90%,Upgrade
4,Cost of Revenue,181.88,177.65,113.77,123.64,108.53,146.31,92.98,69.29,95.52,141.9,Upgrade
5,Gross Profit,137.7,177.36,137.26,125.45,255.07,135.76,139.37,147.95,75.16,105.22,Upgrade
6,"Selling, General & Admin",29.24,27.33,55.66,29.94,25.78,24.87,20.64,22.79,21.65,24.75,Upgrade
7,Other Operating Expenses,-0.8,1.22,0.06,0.78,-4.81,2.79,-1.04,9.11,-9.77,-0.27,Upgrade
8,Operating Expenses,111.28,103.86,105.43,81.84,74.66,81.38,72.87,85.95,67.67,80.67,Upgrade
9,Operating Income,26.42,73.5,31.83,43.62,180.41,54.37,66.5,62,7.5,24.54,Upgrade
10,Interest Expense,-33.5,-35.17,-28.01,-21.71,-5.65,-4.72,-5.05,-7.08,-10.72,-13.66,Upgrade
11,Interest & Investment Income,2.98,4.62,3.15,10.38,0.2,0.42,0.14,0.56,0.42,3.5,Upgrade
12,Currency Exchange Gain (Loss),-,-0.03,-,-0.01,-,0.01,-,5.76,-,24.32,Upgrade
13,EBT Excluding Unusual Items,-4.11,42.92,6.98,32.28,174.97,50.09,61.58,61.23,-2.81,38.7,Upgrade
14,Gain (Loss) on Sale of Investments,-,-,-,0.13,-,-0.07,-,-,-,-,Upgrade
15,Gain (Loss) on Sale of Assets,-2.5,-0.28,0.01,521.85,-0.45,-0,0.71,0.81,-0.01,0.18,Upgrade
16,Asset Writedown,-92.23,-65.79,-,13.38,-53.7,29.27,-34.47,-102.28,-184.23,-115.8,Upgrade
17,Other Unusual Items,-,-,-,-,-,1.3,-,4.48,-,-,Upgrade
18,Pretax Income,-98.84,-23.14,6.98,567.63,120.82,80.59,27.82,-35.77,-187.05,-76.92,Upgrade
19,Income Tax Expense,7.69,67.55,5.5,9.44,31.78,13.94,14.83,12,3.4,9.01,Upgrade
20,Earnings From Continuing Operations,-106.52,-90.68,1.49,558.18,89.04,66.64,12.99,-47.77,-190.45,-85.93,Upgrade
21,Minority Interest in Earnings,52.49,42.6,1.58,-331.31,-57.89,-40.52,-8.7,28.33,113.89,43.91,Upgrade
22,Net Income,-54.03,-48.09,3.07,226.87,31.15,26.12,4.29,-19.45,-76.56,-42.02,Upgrade
23,Net Income to Common,-54.03,-48.09,3.07,226.87,31.15,26.12,4.29,-19.45,-76.56,-42.02,Upgrade
24,Net Income Growth,-,-,-90.15%,768.57%,625.60%,-,-,-,-,-,Upgrade
25,Shares Outstanding (Basic),242,242,242,242,242,242,242,242,242,242,Upgrade
26,Shares Outstanding (Diluted),242,242,242,242,242,242,242,242,242,242,Upgrade
27,EPS (Basic),-0.22,-0.20,0.01,0.94,0.13,0.11,0.02,-0.08,-0.32,-0.17,Upgrade
28,EPS (Diluted),-0.22,-0.20,0.01,0.94,0.13,0.11,0.02,-0.08,-0.32,-0.17,Upgrade
29,EPS Growth,-,-,-90.15%,768.57%,625.63%,-,-,-,-,-,Upgrade
30,Free Cash Flow,93.66,94.92,38.32,68.38,205.37,88.19,112.05,124.32,-18.86,85.23,Upgrade
31,Free Cash Flow Per Share,0.39,0.39,0.16,0.28,0.85,0.36,0.46,0.51,-0.08,0.35,Upgrade
32,Operating Margin,8.27%,20.70%,12.68%,17.51%,49.62%,19.28%,28.62%,28.54%,4.39%,9.93%,Upgrade
33,Profit Margin,-16.91%,-13.55%,1.22%,91.08%,8.57%,9.26%,1.85%,-8.95%,-44.86%,-17.00%,Upgrade
34,Free Cash Flow Margin,29.31%,26.74%,15.27%,27.45%,56.48%,31.27%,48.22%,57.23%,-11.05%,34.49%,Upgrade
35,EBITDA,108.87,148.41,81.15,94.35,233.68,107.64,119.34,115.59,62.89,80.35,Upgrade
36,D&A For EBITDA,82.46,74.92,49.32,50.74,53.28,53.27,52.84,53.59,55.39,55.8,Upgrade
37,EBIT,26.42,73.5,31.83,43.62,180.41,54.37,66.5,62,7.5,24.54,Upgrade
38,Revenue as Reported,319.58,355,251.03,249.09,363.59,282.06,232.35,217.23,170.68,247.11,Upgrade
