,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Revenue,368.37,367.91,346.38,294.67,315.63,313.25,319.68,284.99,188.83,223.52
1,Revenue Growth (YoY),6.35%,24.86%,9.74%,-5.93%,-1.27%,9.92%,69.29%,27.50%,-8.41%,-
2,Cost of Revenue,220.36,199.97,178.8,166.38,173.07,160.53,159.85,146.51,113.21,137.98
3,Gross Profit,148.01,167.94,167.58,128.29,142.55,152.72,159.83,138.48,75.62,85.53
4,"Selling, General & Admin",85.07,89.11,73.11,63.88,70.13,58.41,64.33,57.84,48.69,80.51
5,Other Operating Expenses,-0.32,-4.82,-0.04,-2.69,-1.26,-1.51,-0.36,-2.45,-0.22,-22.18
6,Operating Expenses,84.77,84.46,73.12,61.23,68.87,57.01,63.98,55.41,48.48,58.32
7,Operating Income,63.24,83.48,94.46,67.06,73.69,95.71,95.85,83.07,27.14,27.21
8,Interest Expense,-5.24,-5.82,-3.89,-3.47,-3.64,-3.7,-3.83,-3.08,-3.92,-3.68
9,Interest & Investment Income,11.68,12.56,6.77,0.97,0.16,-,0.17,0.2,2.32,2.46
10,Currency Exchange Gain (Loss),1.34,0.13,-8.22,2.93,2.84,9.62,3.12,-7.29,-,-3.37
11,Other Non Operating Income (Expenses),-3.08,-2.44,-2,-1.76,-1.86,-0.57,-0.4,-0.79,0.16,-0.8
12,EBT Excluding Unusual Items,67.95,87.91,87.13,65.74,71.18,101.07,94.9,72.1,25.69,21.82
13,Merger & Restructuring Charges,-,-,-,-3.29,-,-,-,-,-,-
14,Gain (Loss) on Sale of Investments,-,-,-,-,-,-,-,-,-,-0.45
15,Gain (Loss) on Sale of Assets,-0.09,-0.59,0.21,0.2,0.01,-0.27,-0.03,0.13,0.04,-0.02
16,Other Unusual Items,1.44,11.52,4.44,-2.36,-2.5,-,-,0.67,-,-20.91
17,Pretax Income,70.44,98.01,92.6,58.71,70.27,99.7,95.98,72.53,26.12,0.45
18,Income Tax Expense,24.14,32.86,24.49,18.66,26.8,32.89,30.4,25.13,9.44,9.5
19,Earnings From Continuing Operations,46.31,65.14,68.11,40.05,43.47,66.81,65.58,47.39,16.68,-9.05
20,Minority Interest in Earnings,-2.16,-1.38,-0.64,2.89,3.06,1.62,-0.44,0.02,1.49,0.42
21,Net Income,44.15,63.77,67.48,42.94,46.53,68.42,65.14,47.41,18.17,-8.62
22,Net Income to Common,44.15,63.77,67.48,42.94,46.53,68.42,65.14,47.41,18.17,-8.62
23,Net Income Growth,-34.56%,48.49%,45.02%,-37.24%,-28.57%,44.31%,258.55%,-,250.58%,-
24,Shares Outstanding (Basic),332,332,332,332,332,328,328,329,329,275
25,Shares Outstanding (Diluted),332,332,332,333,332,329,329,422,329,275
26,Shares Change (YoY),-0.07%,-0.06%,0.05%,1.08%,0.81%,-22.07%,0.06%,53.48%,38.30%,-
27,EPS (Basic),0.13,0.19,0.20,0.13,0.14,0.21,0.20,0.14,0.06,-0.03
28,EPS (Diluted),0.13,0.19,0.20,0.13,0.14,0.21,0.20,0.11,0.06,-0.03
29,EPS Growth,-34.52%,48.58%,44.96%,-37.91%,-29.15%,85.18%,258.37%,-,153.47%,-
30,Free Cash Flow,56.22,55.9,47.04,82.2,70.54,102.35,126.93,43.59,-3.47,19.45
31,Free Cash Flow Per Share,0.17,0.17,0.14,0.25,0.21,0.31,0.39,0.10,-0.01,0.07
32,Dividend Per Share,0.035,0.049,0.051,-,-,-,-,-,-,-
33,Dividend Growth,-31.70%,-,-,-,-,-,-,-,-,-
34,Operating Margin,17.17%,22.69%,27.27%,22.76%,23.35%,30.55%,29.98%,29.15%,14.37%,12.17%
35,Profit Margin,11.99%,17.33%,19.48%,14.57%,14.74%,21.84%,20.38%,16.64%,9.62%,-3.86%
36,Free Cash Flow Margin,15.26%,15.19%,13.58%,27.90%,22.35%,32.67%,39.71%,15.30%,-1.84%,8.70%
37,EBITDA,86.48,102.72,112.4,83.09,91.45,110.04,110.04,95.86,39.22,38.17
38,D&A For EBITDA,23.24,19.24,17.94,16.02,17.77,14.33,14.19,12.79,12.08,10.96
39,EBIT,63.24,83.48,94.46,67.06,73.69,95.71,95.85,83.07,27.14,27.21
