,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Cash & Equivalents,689.56,720.22,782.62,779.57,716.01,845.64,832.72,761.89,697.23,787.11
1,Short-Term Investments,23.04,32.47,24.97,21.4,25.96,11.74,25.27,31.74,22.5,23.85
2,Trading Asset Securities,-,-,-,-,4.09,15.94,-,-,-,-
3,Cash & Short-Term Investments,712.6,752.69,807.59,800.97,746.07,873.32,857.99,793.64,719.73,810.96
4,Cash Growth,-11.76%,-6.03%,8.25%,-8.28%,-13.04%,10.04%,19.21%,-2.14%,-,-
5,Accounts Receivable,10.79,6.88,9.49,5.57,6.23,3.08,4.72,4.58,2.16,2.5
6,Other Receivables,0.19,1.56,0.73,0.37,29.07,32.58,34.11,35.21,40.37,2.63
7,Receivables,10.97,8.44,10.22,5.93,35.3,35.66,38.83,39.79,42.53,5.12
8,Inventory,28.24,26.59,29.66,29.04,33.61,47.86,28.92,64.24,29.62,37.65
9,Prepaid Expenses,-,-,-,-,-,-,23.99,-,4.1,-
10,Restricted Cash,0.06,0.17,0.09,2.37,0.57,0,2.58,0.07,0.04,-
11,Total Current Assets,751.88,787.88,847.56,838.31,815.54,956.84,952.31,897.73,796.01,853.73
12,"Property, Plant & Equipment",599.8,622.23,559.09,452.17,463.17,355.64,369.39,365.41,308.88,331.66
13,Goodwill,284.91,271.35,195.99,186.28,186.88,7.57,7.44,7.35,6.78,6.62
14,Other Intangible Assets,33.69,37.3,32.7,33.42,34.99,4.54,4.94,5.1,4.65,5.31
15,Long-Term Deferred Tax Assets,37.37,31.53,31.6,27.51,26.15,26.44,28.83,26.4,25.26,21.71
16,Other Long-Term Assets,3.29,3.31,3.26,3.36,6.67,18.01,3.6,12.19,11.16,15.71
17,Total Assets,1711,1754,1670,1541,1533,1369,1367,1314,1153,1235
18,Accounts Payable,25.17,22.59,24.16,20.04,26.79,21.54,21.17,21.05,27.24,24.98
19,Accrued Expenses,31.34,38.56,25.58,21.13,25.76,22.18,20.95,23.44,16.66,19.19
20,Short-Term Debt,0.62,0.93,0.99,0.28,0.48,-,-,0.07,-,0.09
21,Current Portion of Long-Term Debt,-,-,-,-,1.82,1.92,1.95,1.95,1.8,1.81
22,Current Portion of Leases,67.89,69.81,62.81,47.48,50.56,43.5,49.46,49.29,44.79,43.96
