,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Market Capitalization,1052,1729,1736,1600,1829,2459,2693,3687,2878,1854,2759
1,Market Cap Growth,8.09%,8.09%,-5.10%,-34.96%,-32.07%,-33.31%,-6.41%,98.93%,4.30%,-,-
2,Enterprise Value,723,1391,1324,1118,1424,1842,2119,3170,2416,1320,2852
3,Last Close Price,3.28,5.16,5.12,4.67,5.27,7.09,7.74,10.60,8.25,5.31,7.91
4,PE Ratio,10.09,16.02,13.23,14.49,20.45,21.39,20.16,32.76,43.88,194.19,-
5,Forward PE,11.71,8.67,9.68,9.45,7.60,13.71,19.32,30.73,34.78,31.58,15.42
6,PS Ratio,1.48,2.35,2.43,2.50,3.00,3.91,4.26,6.10,6.07,4.50,6.42
7,PB Ratio,0.95,1.47,1.49,1.42,1.75,2.45,2.59,3.60,2.91,2.14,3.24
8,P/TBV Ratio,2.09,2.09,2.10,1.85,2.30,3.29,2.71,3.78,3.06,2.28,3.47
9,P/FCF Ratio,9.38,15.42,16.87,12.38,11.98,14.22,11.75,21.62,71.73,-,78.25
10,P/OCF Ratio,8.54,8.54,9.05,8.31,8.75,10.31,9.86,17.01,36.68,47.36,42.83
11,PEG Ratio,0.70,0.70,0.70,0.70,0.70,0.70,0.70,0.70,0.70,0.70,0.31
12,EV/Sales Ratio,0.98,1.89,1.85,1.74,2.33,2.93,3.35,5.24,5.10,3.20,6.64
13,EV/EBITDA Ratio,2.92,7.35,6.16,5.72,8.16,9.14,9.63,15.39,17.89,17.06,30.71
14,EV/EBIT Ratio,4.92,9.48,7.44,6.92,10.12,10.88,11.06,17.72,21.93,24.28,38.97
15,EV/FCF Ratio,6.44,12.41,12.87,8.65,9.32,10.66,9.24,18.59,60.23,-,80.90
16,Debt / Equity Ratio,0.30,0.30,0.33,0.33,0.28,0.31,0.21,0.24,0.24,0.25,0.27
17,Debt / FCF Ratio,3.12,3.12,3.73,2.83,1.90,1.79,0.97,1.45,5.97,-,6.63
18,Return on Capital Employed (ROCE),9.67%,9.67%,11.24%,10.71%,10.22%,12.54%,15.62%,14.56%,9.28%,5.21%,6.98%
19,Earnings Yield,10.26%,6.24%,7.56%,6.90%,4.89%,4.67%,4.96%,3.05%,2.28%,0.51%,-0.12%
20,FCF Yield,10.66%,6.48%,5.93%,8.08%,8.35%,7.03%,8.51%,4.62%,1.39%,0.86%,1.28%
21,Dividend Yield,2.13%,1.62%,1.95%,1.09%,-,-,-,-,-,-,-
22,Buyback Yield / Dilution,0.06%,0.07%,0.06%,-0.05%,-1.08%,-0.81%,22.07%,-0.06%,-53.48%,-38.30%,-
23,Total Shareholder Return,2.19%,1.69%,2.02%,1.05%,-1.08%,-0.81%,22.07%,-0.06%,-53.48%,-38.30%,-
