,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Cash & Equivalents,1103,592.18,1300,999.25,1287,526.84,667.44,798.26,696.63,1028,Upgrade
1,Trading Asset Securities,-,-,-,-,-,54.87,64.65,63.88,39.64,40.44,Upgrade
2,Cash & Short-Term Investments,1103,592.18,1300,999.25,1287,581.71,732.09,862.14,736.27,1069,Upgrade
3,Cash Growth,-15.18%,-40.74%,1.06%,71.78%,75.76%,-32.53%,-0.57%,-19.34%,-34.14%,-12.51%,Upgrade
4,Accounts Receivable,1593,1512,1276,1147,977.67,823.9,658.43,462.6,524.14,534.53,Upgrade
5,Other Receivables,89.81,64.9,51.69,87.53,86.7,96.93,51.83,43.72,81.97,68.46,Upgrade
6,Receivables,1683,1577,1328,1234,1064,920.83,710.26,506.32,606.11,602.98,Upgrade
7,Inventory,6.69,6.34,6.25,8.77,13.48,14.5,12.82,11.76,8.63,8.63,Upgrade
8,Other Current Assets,8.03,2780,21.18,24.96,6.37,349.42,20.2,25.47,201.65,245.3,Upgrade
9,Total Current Assets,2800,4955,2656,2267,2371,1866,1475,1406,1553,1926,Upgrade
10,"Property, Plant & Equipment",621.5,590.36,2088,2095,2128,2436,2526,2231,1574,1498,Upgrade
11,Long-Term Investments,536.77,522.86,607.46,609.09,639.5,564.21,604.92,583.32,681.28,666.19,Upgrade
12,Goodwill,122.93,125.91,123.6,127.28,131.76,136.53,133.74,132.15,-,-,Upgrade
13,Other Intangible Assets,3.64,4.1,4.4,-,-,-,-,-,-,-,Upgrade
