,Fiscal Quarter,Current,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Market Capitalization,401441,371209,373328,352262,292581,253407,263410,275010,270091,243205,217769,241707,273202,243414,239969,263633,278989,255614,240755,242707,250064,Upgrade
1,Market Cap Growth,46.49%,46.49%,41.73%,28.09%,8.33%,4.19%,20.96%,13.78%,-1.14%,-0.09%,-9.25%,-8.32%,-2.07%,-4.77%,-0.33%,8.62%,11.57%,-16.06%,-11.77%,-18.41%,-23.04%,Upgrade
2,Last Close Price,6.21,5.37,4.77,4.49,3.73,3.29,3.26,3.29,3.22,2.82,2.54,2.86,2.93,2.50,2.60,2.72,2.70,2.25,2.04,2.31,2.43,Upgrade
3,PE Ratio,4.78,5.47,5.38,5.32,4.33,3.70,3.98,4.18,4.00,3.75,3.40,3.79,4.07,3.77,3.91,4.43,4.99,4.68,4.92,5.04,4.77,Upgrade
4,PS Ratio,1.43,1.63,2.23,2.23,1.88,1.60,1.69,1.75,1.66,1.54,1.44,1.55,1.69,1.55,1.64,1.85,2.04,1.91,2.02,2.08,2.04,Upgrade
5,PB Ratio,0.40,0.42,0.41,0.40,0.34,0.31,0.34,0.36,0.33,0.31,0.29,0.31,0.34,0.31,0.31,0.36,0.41,0.38,0.38,0.40,0.41,Upgrade
6,P/FCF Ratio,-,-,-1.43,-,-,-,1.42,-,-,1.14,-,-2.52,-,-,-0.87,-,-,-,-,0.36,-,Upgrade
7,P/OCF Ratio,-,-,-1.54,-,-,-250.57,1.32,-,-,1.10,-,-2.67,-,-,-0.88,-,-,-,-,0.35,-,Upgrade
8,Debt / Equity Ratio,2.15,2.15,2.15,2.16,2.31,2.51,2.22,1.98,1.94,2.15,2.45,2.02,2.12,2.11,2.07,2.14,2.19,2.04,2.09,1.78,2.06,Upgrade
9,Debt / FCF Ratio,-,-,-7.58,-,-,-,9.26,-,-,7.84,-,-16.36,-,-,-5.72,-,-,-,-,1.57,-,Upgrade
10,Return on Equity (ROE),7.73%,8.10%,8.24%,10.21%,8.67%,8.67%,9.75%,11.18%,8.92%,8.84%,9.35%,10.80%,8.79%,8.24%,9.16%,11.15%,8.77%,8.32%,8.30%,10.74%,Upgrade,
11,Return on Assets (ROA),-,0.73%,0.73%,0.86%,0.70%,0.70%,0.78%,0.90%,0.71%,0.70%,0.75%,0.86%,0.70%,0.66%,0.70%,0.83%,0.66%,0.63%,0.65%,0.84%,Upgrade,
12,Earnings Yield,16.91%,19.66%,20.00%,20.27%,24.84%,29.13%,27.07%,25.79%,27.04%,28.87%,30.90%,28.66%,25.93%,28.06%,27.09%,23.94%,21.34%,22.76%,20.94%,20.45%,21.56%,Upgrade
13,FCF Yield,-,-69.70%,13.51%,3.09%,-6.28%,70.61%,-106.57%,-23.08%,87.51%,-82.96%,-39.64%,-107.17%,-154.44%,-115.39%,-373.62%,-182.58%,-262.11%,48.31%,280.15%,32.03%,Upgrade,
14,Dividend Yield,6.39%,-,-,12.21%,-,10.86%,-,-,-,13.19%,-,-,-,14.84%,-,-,-,13.43%,-,-,-,Upgrade
15,Payout Ratio,0.00%,-,106.19%,10.97%,0.36%,21.36%,105.30%,11.33%,0.35%,22.13%,103.13%,10.66%,0.36%,20.30%,99.17%,-,-,23.30%,104.56%,-,-,Upgrade
16,Buyback Yield / Dilution,4.21%,-1.71%,1.47%,-1.26%,7.67%,-8.47%,3.27%,-0.86%,-0.88%,17.05%,-12.90%,-2.88%,-0.53%,1.47%,-2.91%,0.75%,-0.76%,-3.63%,5.37%,-1.51%,-5.31%,Upgrade
17,Total Shareholder Return,10.60%,-1.71%,1.47%,10.95%,7.67%,2.39%,3.27%,-0.86%,-0.88%,30.24%,-12.90%,-2.88%,-0.53%,16.31%,-2.91%,0.75%,-0.76%,9.81%,5.37%,-1.51%,-5.31%,Upgrade
