,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Interest Income on Loans,-,76776,78202,78731,78290,80165,80147,79090,80527,78640,77689,76753,77478,76320,76357,76010,74293,74429,73625,75659,Upgrade
1,Interest Paid on Deposits,-,39413,40554,43771,43990,44132,43567,42464,41232,41136,40787,39807,40269,39715,39683,38602,36323,35808,36631,38729,Upgrade
2,Net Interest Income,103675,37363,37648,34960,34300,36033,36580,36626,39295,37504,36902,36946,37209,36605,36674,37408,37970,38621,36994,36930,Upgrade
3,Net Interest Income Growth (YoY),202.26%,3.69%,2.92%,-4.55%,-12.71%,-3.92%,-0.87%,-0.87%,5.61%,2.46%,0.62%,-1.24%,-2.00%,-5.22%,-0.87%,1.29%,-28.07%,18.39%,17.83%,22.63%,Upgrade
4,Income From Trading Activities,-,-2930,1324,1606,-,-3344,1652,1692,-,-,-1659,1659,1008,384,2235,1541,177,3177,-1236,1236,Upgrade
5,Gain (Loss) on Sale of Assets,-142,142,-,-,44,-35,-,-,-5,-21,-6,-,-,-,-,-,-,-3,3,-,Upgrade
6,Gain (Loss) on Sale of Investments,-,-16279,7846,8433,-,-9783,5683,4100,-,-2172,-3406,5578,2757,4106,4595,3416,1671,6235,-1742,5771,Upgrade
7,Gain (Loss) on Sale of Equity Investments,-,-,-,-,-,-,-,-,-,-312,312,-,-,-,-,-,-,20,-20,-,Upgrade
8,Other Non-Interest Income,-52097,35274,8253,8570,15324,27472,10718,8834,11676,17085,22245,9771,8304,8525,10221,9566,6074,-560,16448,7633,Upgrade
9,Total Non-Interest Income,-52239,16207,17423,18609,15368,14310,18053,14626,11671,14580,17486,17008,12069,13015,17051,14523,7922,8869,13453,14640,Upgrade
10,Non-Interest Income Growth (YoY),-,13.26%,-3.49%,27.23%,31.68%,-1.85%,3.24%,-14.01%,-3.30%,12.02%,2.55%,17.11%,52.35%,46.75%,26.74%,-0.80%,-,-46.11%,-6.44%,-15.38%,Upgrade
11,Revenues Before Loan Losses,51436,53570,55071,53569,49668,50343,54633,51252,50966,52084,54388,53954,49278,49620,53725,51931,45892,47490,50447,51570,Upgrade
12,Provision for Loan Losses,-51343,16973,17551,16819,9599,17863,20355,14109,9733,19239,23261,19126,10635,21041,24827,20502,13800,21448,24941,22288,Upgrade
13,Revenue,102779,36597,37520,36750,40069,32480,34278,37143,41233,32845,31127,34828,38643,28579,28898,31429,32092,26042,25506,29282,Upgrade
14,Revenue Growth (YoY),156.51%,12.68%,9.46%,-1.06%,-2.82%,-1.11%,10.12%,6.65%,6.70%,14.93%,7.71%,10.81%,20.41%,9.74%,13.30%,7.33%,36.05%,-7.31%,-17.57%,3.50%,Upgrade
15,Salaries and Employee Benefits,-,-17160,17160,-,38083,-16179,16179,-,38082,-,-,-,34403,-,-,-,29679,-,-,-,Upgrade
16,Occupancy Expenses,-,-4120,4120,-,8258,-3896,3896,-,7674,-,-,-,7065,-,-,-,7079,-,-,-,Upgrade
17,Amortization of Goodwill & Intangibles,-,-1110,1110,-,1983,-866,866,-,1582,-,-,-,1155,-,-,-,1006,-,-,-,Upgrade
18,"Selling, General & Administrative",-46702,46552,150,-,-24745,42882,151,-,-23809,14774,26245,-,17398,-,-,-,14467,-22525,22525,-,Upgrade
19,Other Non-Interest Expense,131039,-6737,-6643,15061,278,-6248,-6584,14739,506,558,-12774,13832,-37059,13808,12632,12822,-34032,35044,-10880,11892,Upgrade
20,Total Non-Interest Expense,84421,17851,15701,14810,24325,15695,14522,14541,24049,15233,13650,13685,22885,13744,12651,12775,18891,12072,12153,11880,Upgrade
21,EBT Excluding Unusual Items,18358,18746,21819,21940,15744,16785,19756,22602,17184,17612,17477,21143,15758,14835,16247,18654,13201,13970,13353,17402,Upgrade
22,Asset Writedown,-,8,18,-26,-,-9,100,-91,-,13,3,-16,1,-,63,-41,503,-538,314,-348,Upgrade
23,Other Unusual Items,-,-,-,-,-,-,-,-,-,-104,104,-,-,-,-,-,-,-25,25,-,Upgrade
