,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Mar '25 Mar 12, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Jan '21 Jan 1, 2021","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Jan '20 Jan 1, 2020",+20 Quarters
0,Market Capitalization,3719111,3959571,5193931,4376368,4729043,4472552,5097748,4504613,4055755,5290115,5610728,7053487,7710744,7358070,7999296,7871050,7838989,7598529,7710744,6764935,8624491,Upgrade
1,Market Cap Growth,-11.47%,-11.47%,1.89%,-2.85%,16.60%,-15.45%,-9.14%,-36.14%,-47.40%,-28.10%,-29.86%,-10.39%,-1.64%,-3.16%,3.74%,16.35%,-9.11%,-7.42%,-16.64%,-13.70%,48.62%,Upgrade
2,Enterprise Value,3706327,3945888,5334954,4252882,4085136,3776934,5049580,4354273,3706750,4834036,5019182,5911941,6703254,6075356,6311806,6082651,6071068,6883559,6870509,5590861,7557717,Upgrade
3,PE Ratio,10.92,-,12.08,8.79,12.44,10.67,10.40,11.56,9.42,20.08,76.85,53.39,-,-,9.36,7.76,7.75,7.68,7.06,5.87,6.84,Upgrade
4,PS Ratio,0.48,0.51,0.69,0.67,0.81,0.77,0.91,0.82,0.77,1.31,1.43,1.82,1.99,1.41,1.40,1.16,0.99,0.91,0.88,0.78,1.05,Upgrade
5,PB Ratio,0.81,0.86,1.13,0.96,0.94,0.87,0.96,0.87,0.81,1.06,1.13,1.43,1.59,1.51,1.40,1.26,1.21,1.25,1.28,1.11,1.45,Upgrade
6,P/FCF Ratio,-,-37.91,-6.52,-,-,-,65.94,-,-,-,-,-,-,7.59,5.42,6.38,-,4.60,-,-,37.13,Upgrade
7,P/OCF Ratio,-,-43.17,-6.65,-,-,-,62.91,-,-,-,-,-,-,7.35,5.30,6.13,-,4.50,-,-,32.29,Upgrade
8,EV/Sales Ratio,0.48,0.51,0.70,0.65,0.70,0.65,0.90,0.79,0.70,1.19,1.28,1.53,1.73,1.16,1.10,0.90,0.77,0.83,0.79,0.64,0.92,Upgrade
