,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Jan '21 Jan 1, 2021","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Jan '20 Jan 1, 2020",+20 Quarters
0,Cash & Equivalents,12784,13684,55069,23486,393906,545618,28167,60341,179006,206079,6546,526546,366490,306714,92490,273400,227921,14970,290235,240628,Upgrade
1,Short-Term Investments,-,-,-,100000,250000,150000,20000,90000,170000,250000,585000,615000,641000,976000,1595000,1515000,1540000,700000,550000,1060000,Upgrade
2,Accounts Receivable,1900623,2306943,2891739,1862504,1490772,1311077,1751854,1823672,1484915,1536587,1298886,593811,1065252,1272096,972269,1513045,1131635,2065066,2093386,2026626,Upgrade
3,Other Receivables,40842,29705,148041,149537,48817,4099,3139,30150,12804,12655,13459,12338,12599,27551,3134,1015,2309,1342,962.4,637.59,Upgrade
4,Inventory,500346,983806,855297,709144,684276,719295,625441,496386,586571,415568,269661,500637,348437,490832,581340,696960,699502,738527,704605,656780,Upgrade
5,Prepaid Expenses,6459,9546,2137,34.42,5590,9851,1479,313.51,32607,1125,407.51,839.98,4363,8797,284.82,641.85,13451,9053,1605,32.66,Upgrade
6,Loans Receivable Current,-,-,-,-,-,188167,188167,188167,188167,188167,188167,188167,223167,223167,223167,223167,223167,223167,223167,223167,Upgrade
7,Other Current Assets,123177,148702,113400,84530,95848,61340,34168,44673,39506,2554,16216,51756,38154,33914,49728,36184,24104,26026,6145,289.63,Upgrade
8,Total Current Assets,2584231,3492386,4065683,2929235,2969209,2989447,2652416,2733702,2693576,2612735,2378342,2489096,2699462,3339071,3517413,4259412,3862088,3778151,3870105,4208160,Upgrade
9,"Property, Plant & Equipment",257496,272444,287160,297671,305953,320284,333844,348723,827818,378660,797264,366671,465062,295229,520131,314645,309647,308847,306410,348628,Upgrade
10,Other Intangible Assets,416.39,605.88,795.37,984.87,1100,1292,1490,1706,979.23,1123,680.89,788.86,382.84,449.13,515.42,581.72,648.01,394.55,106.69,119.88,Upgrade
11,Long-Term Investments,2498680,2498680,2500054,2500054,2498680,2499886,2498010,2498781,2500590,2500590,2501528,2501327,2501226,2500657,2499317,2477245,2481215,2489782,2481054,2481054,Upgrade
12,Long-Term Loans Receivable,-,-,-,-,-,-,-,-,-,-,-,-,122500,122500,140000,140000,157500,157500,175000,175000,Upgrade
13,Long-Term Deferred Tax Assets,160.41,160.41,160.41,160.41,2447,174.66,174.66,2447,26814,20983,40655,46099,242.44,242.44,242.44,242.44,-,-,-,-,Upgrade
14,Other Long-Term Assets,71370,51604,49563,49812,39400,42326,35521,40174,35547,36832,39792,44585,28049,32600,38075,41578,40295,42143,41446,42672,Upgrade
15,Total Assets,5412353,6315880,6903415,5777918,5816790,5853410,5521455,5625533,6085324,5550923,5758262,5448566,5816924,6290748,6715694,7233703,6851394,6776818,6874123,7255635,Upgrade
16,Accounts Payable,579615,1144086,1419009,555443,465295,362700,190593,478187,336065,310804,247966,521722,191815,294523,128268,514925,294393,293048,512581,733862,Upgrade
17,Accrued Expenses,216897,165327,108152,113604,212278,133952,118928,123561,756264,256322,570335,66140,545195,291362,334640,95551,439151,379583,250439,131511,Upgrade
18,Short-Term Debt,-,-,196091,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
19,Current Portion of Long-Term Debt,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,126554,Upgrade
20,Current Income Taxes Payable,-,-,-,-,-,19036,-,-,-,255.61,-,-,-,-,10241,80526,22590,67481,33743,62930,Upgrade
21,Other Current Liabilities,8152,393470,613102,98053,6663,6386,6926,7330,5390,6734,5273,6455,216890,4929,4875,58778,4831,4599,4462,235937,Upgrade
22,Total Current Liabilities,804664,1702882,2336354,767100,684235,522074,316447,609078,1097719,574116,823573,594318,953900,590814,478022,749780,760966,744711,801225,1290794,Upgrade
23,Total Liabilities,804664,1702882,2336354,767100,684235,522074,316447,609078,1097719,574116,823573,594318,953900,590814,478022,749780,760966,744711,801225,1290794,Upgrade
24,Common Stock,3262350,3262350,3262350,3262350,3262350,3262350,3262350,3262350,3262350,3262350,3262350,3262350,3262350,3262350,3262350,3262350,3262350,3262350,3262350,3262350,Upgrade
25,Additional Paid-In Capital,11693,11693,11693,11693,11693,11693,11693,11693,11693,11693,11693,11693,11693,11693,11693,11693,11693,11693,11693,11693,Upgrade
26,Retained Earnings,1122865,1128174,1082237,1525993,1650282,1849064,1722736,1534183,1550713,1539916,1497798,1417358,1434981,2271891,2809628,3055881,2685386,2627065,2684703,2576646,Upgrade
27,Treasury Stock,-87388,-87388,-87388,-87388,-87388,-87388,-87388,-87388,-87388,-87388,-87388,-87388,-87388,-87388,-87388,-87388,-87388,-87388,-87388,-87388,Upgrade
28,Comprehensive Income & Other,298170,298170,298170,298170,295618,295618,295618,295618,250237,250237,250237,250237,241389,241389,241389,241389,218388,218388,201540,201540,Upgrade
29,Total Common Equity,4607689,4612998,4567061,5010818,5132555,5331336,5205009,5016455,4987604,4976806,4934689,4854249,4863024,5699934,6237672,6483924,6090428,6032107,6072898,5964841,Upgrade
30,Shareholders' Equity,4607689,4612998,4567061,5010818,5132555,5331336,5205009,5016455,4987604,4976806,4934689,4854249,4863024,5699934,6237672,6483924,6090428,6032107,6072898,5964841,Upgrade
31,Total Liabilities & Equity,5412353,6315880,6903415,5777918,5816790,5853410,5521455,5625533,6085324,5550923,5758262,5448566,5816924,6290748,6715694,7233703,6851394,6776818,6874123,7255635,Upgrade
32,Total Debt,-,-,196091,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,126554,Upgrade
33,Net Cash (Debt),12784,13684,-141022,123486,643906,695618,48167,150341,349006,456079,591546,1141546,1007490,1282714,1687490,1788400,1767921,714970,840235,1174074,Upgrade
34,Net Cash Growth,-98.01%,-98.03%,-,-17.86%,84.50%,52.52%,-91.86%,-86.83%,-65.36%,-64.44%,-64.95%,-36.17%,-43.01%,79.41%,100.84%,52.32%,65.73%,29.57%,80.50%,48.06%,Upgrade
35,Net Cash Per Share,39.87,42.68,-439.85,385.16,2008.36,2169.65,150.23,468.92,1088.56,1422.52,1845.05,3560.51,3142.39,4000.82,-,5578.06,-,-,-,3662.27,Upgrade
36,Filing Date Shares Outstanding,320.61,320.61,320.61,320.61,320.61,320.61,320.61,320.61,320.61,320.61,320.61,320.61,320.61,320.61,-,320.61,-,-,-,320.59,Upgrade
37,Total Common Shares Outstanding,320.61,320.61,320.61,320.61,320.61,320.61,320.61,320.61,320.61,320.61,320.61,320.61,320.61,320.61,-,320.61,-,-,-,320.59,Upgrade
38,Working Capital,1779566,1789504,1729329,2162135,2284975,2467373,2335969,2124624,1595856,2038619,1554769,1894778,1745561,2748256,3039391,3509633,3101122,3033440,3068881,2917366,Upgrade
39,Book Value Per Share,14371.49,14388.05,14244.78,15628.86,16008.56,16628.57,16234.55,15646.45,15556.46,15522.78,15391.42,15140.52,15167.89,17778.23,-,20223.52,-,-,-,18606.02,Upgrade
40,Tangible Book Value,4607272,4612392,4566266,5009833,5131455,5330044,5203519,5014749,4986625,4975684,4934008,4853460,4862641,5699485,6237156,6483342,6089780,6031713,6072791,5964721,Upgrade
41,Tangible Book Value Per Share,14370.20,14386.16,14242.30,15625.79,16005.13,16624.54,16229.90,15641.12,15553.41,15519.28,15389.29,15138.06,15166.70,17776.83,-,20221.70,-,-,-,18605.64,Upgrade
42,Buildings,1708813,1708813,1708813,1708813,1708813,1708813,1708813,1708813,1708813,1708813,1708813,1708813,1708813,1708813,1708813,1708813,1708813,1708813,1708813,-,Upgrade
43,Machinery,11898372,11898329,11898192,11893780,11885190,11884468,11884003,11883538,11878198,11921227,11881761,11879403,11770160,11769186,11767623,11767623,11744577,11740881,11727306,-,Upgrade
44,Construction In Progress,25709,25744,25614,25580,27465,27465,27465,27465,496208,31456,474166,31076,205484,26258,242194,26167,38107,31526,33290,74791,Upgrade
