,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Jan '21 Jan 1, 2021","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Jan '20 Jan 1, 2020",+20 Quarters
0,Revenue,1465473,2469237,1996078,1769578,1336675,1396915,1310592,1734463,1172567,1281175,1077396,521994,1048701,1218790,1078685,1872231,1557450,2266629,2233074,2274402,Upgrade
1,Revenue Growth (YoY),9.64%,76.76%,52.30%,2.02%,14.00%,9.03%,21.64%,232.28%,11.81%,5.12%,-0.12%,-72.12%,-32.67%,-46.23%,-51.70%,-17.68%,-20.48%,1.15%,30.65%,23.61%,Upgrade
2,Operations & Maintenance,-,-,-,458658,-,-,-,193497,-,-,-,540164,-,271102,-,-,-,-,-,-,Upgrade
3,"Selling, General & Admin",32863,32728,31315,-24304,28737,23283,23389,-45654,32062,29621,24648,-27771,21105,61.83,23018,-13646,20822,19981,18801,26488,Upgrade
4,Depreciation & Amortization,-,-,-,3785,-,-,-,3859,-,-,-,3387,-,1759,-,3470,-,-,-,-,Upgrade
5,Provision for Bad Debts,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-14689,-,-,-,-,Upgrade
6,Other Operating Expenses,1522416,2341371,1900817,1371876,1420713,1300663,1287351,1381183,1178942,1178691,1035551,164850,1093068,1048924,1048791,1362723,1438445,2100334,2064768,1768557,Upgrade
7,Total Operating Expenses,1555280,2374099,1932132,1810014,1449450,1323946,1310740,1532885,1211004,1208312,1060200,680629,1114173,1321847,1071809,1337857,1459267,2120315,2083569,1795045,Upgrade
8,Operating Income,-89807,95138,63946,-40436,-112775,72970,-147.29,201579,-38436,72863,17196,-158636,-65472,-103057,6875,534373,98183,146313,149505,479357,Upgrade
9,Interest Expense,-9.22,-395.6,-84.52,-419.92,-1211,-,-,-2623,-0.54,0.54,-,-,-,-,-,-235.02,-374.06,-950.26,-1244,-1928,Upgrade
10,Interest Income,45471,18643,95348,135835,184032,103933,40609,32362,187612,6832,68447,93780,29165,210029,119403,84088,22559,159465,20702,112352,Upgrade
11,Net Interest Expense,45462,18247,95263,135415,182821,103933,40609,29739,187611,6832,68447,93780,29165,210029,119403,83853,22185,158515,19458,110425,Upgrade
12,Currency Exchange Gain (Loss),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9575,Upgrade
13,Other Non-Operating Income (Expenses),26368,-1082,269.94,1884,-3500,2089,199.75,240.2,67.07,264.68,38.98,18335,929.9,1651,343.23,1147,-7939,8732,291.64,32430,Upgrade
14,EBT Excluding Unusual Items,-17976,112303,159479,96863,66546,178991,40661,231558,149242,79960,85682,-46521,-35377,108623,126621,619374,112430,313560,169255,631787,Upgrade
15,Gain (Loss) on Sale of Investments,-,-,-,100.5,-,-,-772.6,737,-,-938,201,100.5,-,1340,22072,-3970,-,-,-,-49346,Upgrade
16,Gain (Loss) on Sale of Assets,-,-,-,-,-,-,-,-,-,-,-,416.17,-,-,-,-,-,-,-,-629.98,Upgrade
17,Pretax Income,-17976,112303,159479,96963,66546,178991,39889,232295,149242,79022,85883,-46004,-35377,109963,148693,615404,112430,313560,169255,581811,Upgrade
18,Income Tax Expense,-12667,18470,2086,2287,-17545,17545,-,41472,-5831,17908,5444,-38893,-,-10261,10241,109693,22109,33738,34072,97331,Upgrade
19,Earnings From Continuing Ops.,-5309,93833,157393,94677,84091,161446,39889,190822,155074,61115,80440,-7111,-35377,120224,138453,505711,90321,279822,135183,484480,Upgrade
20,Net Income,-5309,93833,157393,94677,84091,161446,39889,190822,155074,61115,80440,-7111,-35377,120224,138453,505711,90321,279822,135183,484480,Upgrade
21,Preferred Dividends & Other Adjustments,-,-,-,-,-,-,-,57081,-,-,-,26056,-,-,-,-,-,-,-,-,Upgrade
22,Net Income to Common,-5309,93833,157393,94677,84091,161446,39889,133742,155074,61115,80440,-33167,-35377,120224,138453,505711,90321,279822,135183,484480,Upgrade
23,Net Income Growth,-,-41.88%,294.58%,-50.38%,-45.77%,164.17%,-50.41%,-,-,-49.17%,-41.90%,-,-,-57.04%,2.42%,4.38%,-53.10%,-17.98%,-44.29%,98.59%,Upgrade
24,Shares Outstanding (Basic),321,321,321,321,321,321,321,321,321,321,321,321,321,321,-,321,-,-,-,321,Upgrade
25,Shares Outstanding (Diluted),321,321,321,321,321,321,321,321,321,321,321,321,321,321,-,321,-,-,-,321,Upgrade
26,Shares Change (YoY),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.01%,-,-,-,-0.01%,Upgrade
27,EPS (Basic),-16.56,292.67,490.91,295.30,262.28,503.55,124.41,417.14,483.68,190.62,250.89,-103.45,-110.34,374.98,-,1577.32,-,-,-,1511.23,Upgrade
28,EPS (Diluted),-16.56,292.67,490.91,295.30,262.28,503.55,124.41,417.14,483.68,190.62,250.89,-103.45,-110.34,374.98,-,1577.32,-,-,-,1511.23,Upgrade
29,EPS Growth,-,-41.88%,294.58%,-29.21%,-45.77%,164.17%,-50.41%,-,-,-49.17%,-,-,-,-,-,4.37%,-,-,-,98.61%,Upgrade
30,Free Cash Flow,333369,349997,-368369,-419439,-358866,606894,-143819,-234225,-151537,-708461,-58447,-534318,812370,36833,199747,-79830,1317815,-203767,-180436,719794,Upgrade
31,Free Cash Flow Per Share,1039.79,1091.65,-1148.95,-1308.24,-1119.31,1892.92,-448.58,-730.56,-472.65,-2209.71,-182.30,-1666.55,2533.80,114.88,-,-248.99,-,-,-,2245.24,Upgrade
32,Dividend Per Share,-,200.000,-,2500.000,-,275.000,-,400.000,400.000,-,-,1700.000,-,-,1250.000,4294.000,-,350.000,-,1000.000,Upgrade
33,Dividend Growth,-,-27.27%,-,525.00%,-,-,-,-76.47%,-,-,-,-60.41%,-,-,-,329.40%,-,-76.67%,-,-16.67%,Upgrade
34,Profit Margin,-0.36%,3.80%,7.89%,5.35%,6.29%,11.56%,3.04%,7.71%,13.23%,4.77%,7.47%,-6.35%,-3.37%,9.86%,12.84%,27.01%,5.80%,12.35%,6.05%,21.30%,Upgrade
35,Free Cash Flow Margin,22.75%,14.17%,-18.45%,-23.70%,-26.85%,43.45%,-10.97%,-13.50%,-12.92%,-55.30%,-5.42%,-102.36%,77.46%,3.02%,18.52%,-4.26%,84.61%,-8.99%,-8.08%,31.65%,Upgrade
36,EBITDA,-75023,109948,78730,-25240,-97674,88132,15267,217374,-22855,88192,32029,-131650,-55086,-92509,17433,543910,107642,155675,158679,488750,Upgrade
37,EBITDA Margin,-5.12%,4.45%,3.94%,-1.43%,-7.31%,6.31%,1.16%,12.53%,-1.95%,6.88%,2.97%,-25.22%,-5.25%,-7.59%,1.62%,29.05%,6.91%,6.87%,7.11%,21.49%,Upgrade
38,D&A For EBITDA,14784,14810,14784,15196,15101,15162,15414,15795,15581,15329,14833,26985,10386,10548,10558,9536,9459,9362,9174,9393,Upgrade
39,EBIT,-89807,95138,63946,-40436,-112775,72970,-147.29,201579,-38436,72863,17196,-158636,-65472,-103057,6875,534373,98183,146313,149505,479357,Upgrade
