,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Revenue,2948,2775,2529,2360,2228,2098,1871,1619,1603,1600
1,Revenue Growth (YoY),16.59%,17.56%,13.49%,12.50%,19.10%,29.55%,16.70%,1.22%,11.21%,-
2,Cost of Revenue,2667,2440,2241,2034,1931,1748,1583,1329,1358,1311
3,Gross Profit,281.33,334.69,287.89,326.62,297.31,350.3,287.94,290.4,245.1,289.19
4,"Selling, General & Admin",210.72,239.65,221.12,242.48,226.22,246.21,202.42,197.37,175.85,204
5,Operating Expenses,211.37,241.61,221.38,245.09,227.68,253.95,204.62,198.09,175.75,201.45
6,Operating Income,69.95,93.08,66.51,81.53,69.63,96.34,83.31,92.32,69.35,87.74
7,Interest Expense,-0.72,-0.75,-1.09,-1.27,-1.1,-1.35,-1.5,-1.89,-2.08,-0.75
8,Interest & Investment Income,11.08,9.4,8.36,7.28,4.94,4.45,3.71,4.19,6.38,5.92
9,Earnings From Equity Investments,-1.38,1.56,1.42,2.69,2.23,2.51,0.65,0.64,1.14,-0.52
10,Currency Exchange Gain (Loss),3.59,3.22,4.01,4.93,6.75,2.1,-0.44,-0.02,-0.13,0.65
11,Other Non Operating Income (Expenses),0.75,-0.22,0.82,3.48,0.41,4.17,0.1,2.94,0.76,1.53
12,EBT Excluding Unusual Items,83.27,106.3,80.03,98.65,82.87,108.22,85.84,98.18,75.42,94.57
13,Merger & Restructuring Charges,-,-,-,-0.32,-,-,-,-,-,-
14,Impairment of Goodwill,-,-,-,-0.26,-,-,-,-7.73,-,-6.23
15,Gain (Loss) on Sale of Investments,-,-,-,-,-,0.13,1.45,1.12,1.88,2.18
16,Asset Writedown,-3.55,-,-1.78,-4.86,-,-,-,-,-,-
17,Other Unusual Items,-,-,-,-,-,-,-,-,-,0.93
18,Pretax Income,79.72,106.3,78.25,93.2,82.87,108.35,87.29,91.58,77.3,91.45
19,Income Tax Expense,15.14,23.3,14.65,23.91,16.68,26.36,16.79,18.4,16.59,15.89
20,Earnings From Continuing Operations,64.58,83,63.59,69.29,66.19,81.99,70.5,73.18,60.71,75.55
21,Net Income to Company,64.58,83,63.59,69.29,66.19,81.99,70.5,73.18,60.71,75.55
22,Minority Interest in Earnings,-10.19,-12.12,-8,-5.27,-11.6,-7.11,-6.21,-2.88,-4.66,-2.33
23,Net Income,54.39,70.88,55.6,64.02,54.59,74.87,64.3,70.3,56.06,73.22
24,Net Income to Common,54.39,70.88,55.6,64.02,54.59,74.87,64.3,70.3,56.06,73.22
25,Net Income Growth,-2.17%,10.72%,1.84%,-14.50%,-15.09%,6.50%,14.70%,-3.99%,51.81%,-
26,Shares Outstanding (Basic),203,202,202,205,207,208,208,208,208,204
27,Shares Outstanding (Diluted),204,203,203,206,207,208,208,208,208,204
28,Shares Change (YoY),0.58%,-1.19%,-1.87%,-1.00%,-0.47%,-0.14%,0.07%,1.85%,38.33%,-
29,EPS (Basic),0.27,0.35,0.27,0.31,0.26,0.36,0.31,0.34,0.27,0.36
30,EPS (Diluted),0.27,0.35,0.27,0.31,0.26,0.36,0.31,0.34,0.27,0.36
31,EPS Growth,-0.73%,12.84%,3.85%,-13.85%,-16.09%,6.26%,14.76%,-5.07%,9.68%,-
32,Free Cash Flow,-42.6,146.38,-67.46,219.75,39.8,112.92,-18.84,179.98,87.54,86.45
33,Free Cash Flow Per Share,-0.21,0.72,-0.33,1.07,0.19,0.54,-0.09,0.87,0.42,0.42
34,Dividend Per Share,-,-,-,0.156,1.366,-,-,-,-,-
35,Operating Margin,2.37%,3.35%,2.63%,3.45%,3.12%,4.59%,4.45%,5.70%,4.33%,5.48%
36,Profit Margin,1.84%,2.55%,2.20%,2.71%,2.45%,3.57%,3.44%,4.34%,3.50%,4.58%
37,Free Cash Flow Margin,-1.44%,5.28%,-2.67%,9.31%,1.79%,5.38%,-1.01%,11.11%,5.46%,5.40%
38,EBITDA,75.88,93.13,72.72,83.5,75.54,100.79,87.24,96.43,73.14,91.8
39,D&A For EBITDA,5.93,0.04,6.21,1.97,5.91,4.45,3.93,4.12,3.79,4.06
40,EBIT,69.95,93.08,66.51,81.53,69.63,96.34,83.31,92.32,69.35,87.74
