,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Cash & Equivalents,2718,2677,3002,2818,3056,2954,2521,2232,2876,565.15
1,Trading Asset Securities,61.12,11.45,11.16,11.16,31.15,60.81,351.78,548.43,15.59,34.91
2,Cash & Short-Term Investments,2779,2688,3014,2830,3088,3014,2873,2780,2891,600.06
3,Cash Growth,-7.79%,-5.00%,-2.40%,-6.14%,7.46%,8.42%,-0.63%,363.37%,-,-
4,Accounts Receivable,217.45,225.53,169.15,163.15,115.34,81.12,73.71,87.41,91.14,73.01
5,Other Receivables,-,3.73,-,11.37,-,1.56,-,1.21,0.8,3.33
6,Receivables,217.45,229.26,169.15,174.51,115.34,82.68,73.71,88.62,91.93,76.34
7,Inventory,103.85,105.21,112.75,105.4,95.94,68.38,55.77,51.44,41.01,36.92
8,Prepaid Expenses,-,3.91,-,3.42,-,0.82,-,2.67,1.89,1.17
9,Other Current Assets,453.71,354.27,22.2,10.91,14.84,2.05,8.8,6.83,8.35,2.77
10,Total Current Assets,3554,3381,3318,3124,3314,3168,3011,2930,3035,717.27
11,"Property, Plant & Equipment",261.41,285.78,291.44,268.59,184.12,107.38,94.71,84.82,75.99,73.55
12,Long-Term Investments,543.19,141.72,138.71,136.44,111.23,111.23,80,-,-,-
13,Goodwill,-,167.21,167.21,167.21,167.21,-,-,-,-,-
14,Other Intangible Assets,-,284.69,284.63,284.71,284.84,0.12,0.16,0.03,0.05,0.07
15,Long-Term Deferred Tax Assets,3.86,3.32,3.38,3.12,3.94,2.78,2.27,2,2.05,1.9
16,Other Long-Term Assets,2.01,0.41,0.41,1.09,29.99,0.44,0.3,3.38,2.42,-
17,Total Assets,4364,4264,4203,3985,4095,3390,3189,3020,3115,792.78
18,Accounts Payable,30.15,34.15,29.34,20.75,21.09,18.26,14.45,11.41,7.16,9.32
19,Accrued Expenses,36.83,54.51,-,41.74,35.15,41.02,-,22.54,69.39,19.4
20,Current Portion of Leases,3.96,6.11,6.09,6.7,6.61,1.7,1.78,1.47,-,-
21,Current Income Taxes Payable,35.96,63.21,33.17,42.64,45.01,21.89,28.16,10.42,18.63,21.36
22,Current Unearned Revenue,55.56,2.78,1.82,1.48,2.85,3.54,0.64,1.46,2.05,1.47
23,Other Current Liabilities,1820,30.07,293.2,40.36,193.13,30.18,63.76,28.15,52.87,215.82
24,Total Current Liabilities,1982,190.82,363.63,153.67,303.85,116.57,108.79,75.45,150.09,267.37
25,Long-Term Leases,3.26,37.88,41.82,42.32,42.21,2.35,2.95,3.59,-,-
26,Long-Term Unearned Revenue,-,-,0.32,0.64,0.95,1.27,1.59,1.91,2.23,2.54
27,Long-Term Deferred Tax Liabilities,15.83,91.27,75.42,69.48,71.08,9.75,2.12,2.71,2.16,7.41
28,Total Liabilities,2002,319.97,481.18,266.1,418.09,129.94,115.44,83.65,154.48,277.32
29,Common Stock,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,-
30,Additional Paid-In Capital,1932,2462,2462,2481,2758,2762,2809,2809,2809,-
31,Retained Earnings,566.12,1282,1025,985.5,664.51,684.8,427.73,273.32,103.77,139.4
32,Treasury Stock,-21.59,-2.87,-,-5.5,-,-4.29,-,-,-,-
33,Comprehensive Income & Other,-114.31,-92.08,-84.36,-88.57,-104.53,-182.23,-163.15,-145.62,47.8,187.83
34,Total Common Equity,2363,3650,3403,3373,3318,3260,3073,2937,2961,327.23
35,Minority Interest,-,294.08,319.65,345.81,359.16,-,-,-,-,188.23
36,Shareholders' Equity,2363,3944,3722,3719,3677,3260,3073,2937,2961,515.46
37,Total Liabilities & Equity,4364,4264,4203,3985,4095,3390,3189,3020,3115,792.78
38,Total Debt,7.22,43.99,47.91,49.02,48.82,4.05,4.73,5.05,-,-
39,Net Cash (Debt),2772,2644,2966,2780,3039,3010,2868,2775,2891,600.06
40,Net Cash Growth,-6.54%,-4.91%,-2.41%,-7.64%,5.94%,8.47%,-0.80%,362.53%,-,-
41,Net Cash Per Share,2.37,2.26,2.52,2.32,2.49,2.45,2.32,2.23,4.23,0.58
42,Filing Date Shares Outstanding,1211,1216,1170,1217,1218,1245,1225,1252,1252,666.81
43,Total Common Shares Outstanding,1211,1216,1170,1219,1218,1245,1225,1252,1252,666.81
44,Working Capital,1571,3190,2954,2970,3010,3052,2903,2855,2885,449.89
45,Book Value Per Share,1.95,3.00,2.91,2.77,2.72,2.62,2.51,2.35,2.36,0.49
46,Tangible Book Value,2363,3198,2951,2921,2866,3260,3073,2937,2961,327.16
47,Tangible Book Value Per Share,1.95,2.63,2.52,2.40,2.35,2.62,2.51,2.35,2.36,0.49
48,Buildings,-,74.27,-,58.85,-,58.79,-,49.24,-,49.24
49,Machinery,-,120.63,-,110.42,-,68.67,-,51.01,-,38.89
50,Construction In Progress,-,96.42,-,52.5,-,7.77,-,1.87,-,-
51,Leasehold Improvements,-,9.59,-,7.45,-,-,-,-,-,-
