,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020",+2 Quarters
0,"Property, Plant & Equipment",1597,2032,2083,2208,2270,2461,2579,2625,2586,2565,Upgrade
1,Cash & Equivalents,104.13,1212,1213,765.16,641.32,773.04,633.56,1121,1120,1309,Upgrade
2,Accounts Receivable,0.79,0.75,1,0.74,0.87,0.49,0.39,0.58,0.75,0.1,Upgrade
3,Other Receivables,4.87,9.48,8.95,10.68,9.04,1.5,-,-,-,-,Upgrade
4,Investment In Debt and Equity Securities,11.67,11.53,11.97,13.35,14.56,14.62,14.34,15.98,13.53,12.36,Upgrade
5,Other Current Assets,1706,176.09,302.23,701.54,873.78,720.76,1004,1412,1780,1496,Upgrade
6,Other Long-Term Assets,3893,3856,3912,4005,3998,3991,3939,3005,3033,3096,Upgrade
7,Total Assets,7317,7298,7532,7705,7808,7962,8170,8180,8532,8478,Upgrade
8,Accounts Payable,0.24,0.45,0.22,0.28,0.22,0.23,0.21,0.62,0.2,0.21,Upgrade
9,Accrued Expenses,-,-,-,-,-,-,-,-,-,0.27,Upgrade
10,Current Income Taxes Payable,1.91,3.98,3.29,2.34,4.72,4.13,7.76,8.75,6.7,9.84,Upgrade
11,Other Current Liabilities,213.32,46.82,124.92,45.17,119.04,39.34,118.6,39.22,405.06,33.01,Upgrade
12,Long-Term Deferred Tax Liabilities,49.06,47.88,47.54,48.85,50.01,51.23,50.12,47.47,45.25,41.57,Upgrade
13,Total Liabilities,264.53,99.13,175.97,96.65,174,94.93,176.69,96.05,457.21,84.9,Upgrade
14,Common Stock,92.54,92.54,92.54,92.54,92.54,92.54,92.54,92.54,92.54,92.54,Upgrade
15,Retained Earnings,-,-,7223,-,7555,7781,7790,7854,7863,8302,Upgrade
16,Comprehensive Income & Other,6960,7106,41.21,7515,-13.59,-6.7,110.74,137.38,119.8,-1.45,Upgrade
17,Shareholders' Equity,7053,7199,7356,7608,7634,7867,7993,8084,8075,8393,Upgrade
18,Total Liabilities & Equity,7317,7298,7532,7705,7808,7962,8170,8180,8532,8478,Upgrade
19,Net Cash / Debt,104.13,1212,1213,765.16,641.32,773.04,633.56,1121,1120,1309,Upgrade
20,Net Cash Growth,-91.42%,58.39%,89.17%,-1.02%,1.23%,-31.06%,-43.42%,-14.35%,-40.24%,-9.28%,Upgrade
21,Net Cash Per Share,2.30,26.77,26.79,16.90,14.15,17.06,13.98,24.75,24.71,28.90,Upgrade
22,Filing Date Shares Outstanding,45.22,45.28,45.28,45.28,45.31,45.31,45.31,45.31,45.31,45.31,Upgrade
23,Total Common Shares Outstanding,45.22,45.28,45.28,45.28,45.31,45.31,45.31,45.31,45.31,45.31,Upgrade
24,Book Value Per Share,155.97,158.99,162.47,168.03,168.50,173.64,176.42,178.42,178.23,185.25,Upgrade
25,Tangible Book Value,7053,7199,7356,7608,7634,7867,7993,8084,8075,8393,Upgrade
26,Tangible Book Value Per Share,155.97,158.99,162.47,168.03,168.50,173.64,176.42,178.42,178.23,185.25,Upgrade
