,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Interest and Dividend Income,120.7,135.17,162.9,78.35,134.89,155.01,179.26,130.81,253.02,173.2,Upgrade
1,Total Interest Expense,10.95,38.35,89.63,62.37,45.75,39.81,54.99,39.1,59,20.35,Upgrade
2,Net Interest Income,109.74,96.82,73.27,15.98,89.14,115.2,124.28,91.71,194.02,152.85,Upgrade
3,Brokerage Commission,58.55,64.48,71.31,70.82,86.49,119.53,131.89,124.23,116.5,65.12,Upgrade
4,Asset Management Fee,5.14,3.06,15.32,3.1,15.58,17.01,11.8,5.39,6.82,5.41,Upgrade
5,Underwriting & Investment Banking Fee,32.21,36.06,34.64,24.78,34.75,58.33,70.65,27.73,23.77,76.35,Upgrade
6,Gain on Sale of Investments (Rev),-41.22,-799.03,495.63,-630.28,12.01,-437,26.46,88.9,3.36,-1.96,Upgrade
7,Other Revenue,27.25,818.96,-471.52,604.26,10.3,373.55,34.52,36.79,-,-,Upgrade
8,Revenue,191.67,220.35,218.66,88.65,248.26,246.62,399.58,374.75,344.47,297.78,Upgrade
9,Revenue Growth (YoY),-12.34%,148.57%,-11.92%,-64.05%,-37.87%,-34.19%,16.00%,25.85%,-2.93%,27.61%,Upgrade
10,Salaries & Employee Benefits,133.91,115.3,133.62,163.59,134.41,111.83,154.06,144.55,135.5,127.34,Upgrade
11,Cost of Services Provided,15.87,14.19,19.74,28.01,29.77,75.91,79.19,58.68,41.57,39.54,Upgrade
12,Other Operating Expenses,44.05,41.89,61.96,48.15,62.39,37.79,66.9,56.05,47.34,38.8,Upgrade
13,Total Operating Expenses,228.25,247.84,296.68,655.78,327.95,259.18,320.76,283.05,244.16,219.3,Upgrade
14,Operating Income,-36.58,-27.49,-78.02,-567.13,-79.69,-12.57,78.82,91.71,100.31,78.48,Upgrade
15,Currency Exchange Gains,-0.44,0.28,7.13,-93.22,-47.84,-0.01,1.26,19.41,-7.48,-6.79,Upgrade
16,Other Non-Operating Income (Expenses),-,3.36,-,-3.86,-,-,-,-,-,-,Upgrade
17,EBT Excluding Unusual Items,-37.01,-23.86,-70.89,-664.21,-127.53,-12.58,80.09,111.12,92.83,71.69,Upgrade
18,Gain (Loss) on Sale of Investments,-,-29.78,-,-81.77,-,-166.03,-19.65,-12.39,-,-,Upgrade
19,Other Unusual Items,-,-,-,2.4,-,-,-,12.8,-,-,Upgrade
20,Pretax Income,-37.01,-53.63,-70.89,-743.58,-127.53,-178.61,60.44,116.14,92.83,71.69,Upgrade
21,Income Tax Expense,0.3,67.48,0.45,12.92,-4.1,-29.19,6.77,21.21,12.13,13.17,Upgrade
22,Earnings From Continuing Ops.,-37.32,-121.11,-71.34,-756.49,-123.43,-149.42,53.67,94.93,80.7,58.53,Upgrade
23,Minority Interest in Earnings,-,-,-,-,-,-,-,-,-,0,Upgrade
24,Net Income,-37.32,-121.11,-71.34,-756.49,-123.43,-149.42,53.67,94.93,80.7,58.53,Upgrade
25,Net Income to Common,-37.32,-121.11,-71.34,-756.49,-123.43,-149.42,53.67,94.93,80.7,58.53,Upgrade
26,Net Income Growth,-,-,-,-,-,-,-33.50%,62.20%,3.28%,33.51%,Upgrade
27,Shares Outstanding (Basic),1561,1561,1561,1561,1561,1561,1561,1561,1561,1563,Upgrade
28,Shares Outstanding (Diluted),1561,1561,1561,1561,1561,1561,1561,1561,1561,1563,Upgrade
29,Shares Change (YoY),-,-,-,-,-,-,-,-0.11%,15.29%,96.30%,Upgrade
30,EPS (Basic),-0.02,-0.08,-0.05,-0.48,-0.08,-0.10,0.03,0.06,0.05,0.04,Upgrade
31,EPS (Diluted),-0.02,-0.08,-0.05,-0.48,-0.08,-0.10,0.03,0.06,0.05,0.04,Upgrade
32,EPS Growth,-,-,-,-,-,-,-33.50%,62.37%,-10.42%,-31.99%,Upgrade
33,Free Cash Flow,-243.93,1863,735.23,2908,-1046,5131,-4169,-553.14,-3534,137.97,Upgrade
34,Free Cash Flow Per Share,-0.16,1.19,0.47,1.86,-0.67,3.29,-2.67,-0.35,-2.26,0.09,Upgrade
35,Operating Margin,-19.08%,-12.48%,-35.68%,-639.75%,-32.10%,-5.10%,19.73%,24.47%,29.12%,26.35%,Upgrade
36,Profit Margin,-19.47%,-54.96%,-32.63%,-853.37%,-49.72%,-60.59%,13.43%,25.33%,23.43%,19.65%,Upgrade
37,Free Cash Flow Margin,-127.27%,845.66%,336.25%,3280.59%,-421.18%,2080.55%,-1043.38%,-147.60%,-1025.97%,46.33%,Upgrade
