,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,2560,507,554,632,812,1062,1452,1577,1592,1374,1951,Upgrade
1,Market Cap Growth,-19.75%,-19.75%,-31.73%,-40.44%,-44.09%,-32.67%,-8.82%,14.77%,-18.40%,-36.69%,47.66%,Upgrade
2,Last Close Price,1.64,0.33,0.35,0.41,0.52,0.68,0.93,1.01,0.98,0.85,1.16,Upgrade
3,PE Ratio,-,-,-,-,-,-,-,10.61,9.07,9.87,14.28,Upgrade
4,PS Ratio,6.21,1.23,1.26,2.06,2.41,2.15,2.25,2.04,2.21,2.14,2.99,Upgrade
5,PB Ratio,0.93,0.18,0.20,0.22,0.27,0.29,0.38,0.39,0.39,0.35,0.50,Upgrade
6,P/FCF Ratio,1.58,-,0.21,0.17,0.44,-,1.51,-,-,-,-1.17,Upgrade
7,P/OCF Ratio,0.31,-,0.21,0.17,0.44,-,1.50,-,-,-,-1.17,Upgrade
8,Debt / Equity Ratio,0.09,0.09,0.28,0.92,1.17,1.64,1.21,2.49,1.08,1.13,0.22,Upgrade
9,Debt / FCF Ratio,0.15,-,0.30,0.73,1.86,-,4.83,-,-,-,-0.51,Upgrade
10,Earnings Yield,-6.19%,-31.22%,-34.73%,-130.93%,-108.39%,-25.70%,-6.59%,9.42%,11.03%,10.13%,7.00%,Upgrade
11,FCF Yield,63.25%,319.19%,468.90%,576.25%,229.44%,384.84%,66.25%,-299.49%,-256.68%,-247.21%,-85.59%,Upgrade
12,Buyback Yield / Dilution,-,-,-,-,-,-,-,0.11%,-15.29%,-96.30%,Upgrade,
13,Total Shareholder Return,-,-,-,-,-,-,-,0.11%,-15.29%,-96.30%,Upgrade,
