,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Revenue,47.55,75.51,79.21,124.54,100.38,-,238.95,-,553.78,832.33,Upgrade
1,Revenue Growth (YoY),-39.97%,-39.37%,-21.09%,-,-57.99%,-,-56.85%,-,-24.86%,5.00%,Upgrade
2,Cost of Revenue,39.66,67.32,74.3,116.14,86.12,-,225.5,-,511.92,767.01,Upgrade
3,Gross Profit,7.89,8.19,4.91,8.41,14.26,-,13.45,-,41.87,65.31,Upgrade
4,"Selling, General & Admin",20.84,14.54,15.67,14.29,17.09,-,15.62,-,43.71,44.06,Upgrade
5,Operating Expenses,19.73,15.2,14.67,14.25,17.09,-,15.51,-,45.97,44.47,Upgrade
6,Operating Income,-11.84,-7.01,-9.76,-5.84,-2.84,-,-2.07,-,-4.1,20.84,Upgrade
7,Interest Expense,-0.03,-0.04,-0.03,-0.04,-0.05,-,-2.76,-,-5.77,-4.03,Upgrade
8,Interest & Investment Income,1.31,2.69,2.33,3.79,0.92,-,-,-,-,0.37,Upgrade
9,Currency Exchange Gain (Loss),0.05,-0.13,0.24,0.35,0.37,-,-,-,-,0.16,Upgrade
10,Other Non Operating Income (Expenses),0.25,0.04,0.36,-1.23,1.91,-,5.62,-,0.93,1.2,Upgrade
11,EBT Excluding Unusual Items,-10.26,-4.44,-6.85,-2.97,0.31,-,0.79,-,-8.95,18.54,Upgrade
12,Gain (Loss) on Sale of Investments,-0.23,-3.07,-1.08,-2.02,1,-,-,-,-,-,Upgrade
13,Gain (Loss) on Sale of Assets,-,-,-,-,0.01,-,-,-,-,0.1,Upgrade
14,Other Unusual Items,-,-,-,2.13,-,-,-,-,13.84,-,Upgrade
15,Pretax Income,-10.49,-7.51,-7.94,-2.86,1.32,-,0.79,-,4.89,18.64,Upgrade
16,Income Tax Expense,-0,-0.18,-0.02,0.18,-0.01,-,0.09,-,3.3,1.53,Upgrade
17,Earnings From Continuing Operations,-10.49,-7.33,-7.92,-3.04,1.34,-,0.7,-,1.6,17.1,Upgrade
18,Earnings From Discontinued Operations,-,-,-,-,438.44,-,18.78,-,-,-,Upgrade
19,Net Income to Company,-10.49,-7.33,-7.92,-3.04,439.78,-,19.48,-,1.6,17.1,Upgrade
20,Net Income,-10.49,-7.33,-7.92,-3.04,439.78,-,19.48,-,1.6,17.1,Upgrade
21,Preferred Dividends & Other Adjustments,-,-,-,16,47.2,-,-,-,-,-,Upgrade
22,Net Income to Common,-10.49,-7.33,-7.92,-19.04,392.58,-,19.48,-,1.6,17.1,Upgrade
23,Net Income Growth,-,-,-,-,2157.92%,-,1119.60%,-,-92.20%,-,Upgrade
24,Shares Outstanding (Basic),425,425,425,425,425,-,425,-,425,425,Upgrade
25,Shares Outstanding (Diluted),425,425,425,425,505,-,505,-,505,525,Upgrade
26,Shares Change (YoY),-,-,-15.85%,-,-,-,-,-,-,23.60%,Upgrade
27,EPS (Basic),-0.02,-0.02,-0.02,-0.04,0.92,-,0.05,-,0.00,0.04,Upgrade
28,EPS (Diluted),-0.02,-0.02,-0.02,-0.16,0.92,-,0.04,-,0.00,0.03,Upgrade
29,EPS Growth,-,-,-,-,2318.75%,-,1173.43%,-,-92.68%,-,Upgrade
30,Free Cash Flow,-22.56,-13.23,-11.3,-3.54,-12.9,-,-12.6,-,31.66,-11.93,Upgrade
31,Free Cash Flow Per Share,-0.05,-0.03,-0.03,-0.01,-0.03,-,-0.02,-,0.06,-0.02,Upgrade
32,Operating Margin,-24.90%,-9.28%,-12.32%,-4.69%,-2.83%,-,-0.86%,-,-0.74%,2.50%,Upgrade
33,Profit Margin,-22.06%,-9.70%,-9.99%,-15.28%,391.09%,-,8.15%,-,0.29%,2.05%,Upgrade
34,Free Cash Flow Margin,-47.44%,-17.52%,-14.26%,-2.84%,-12.85%,-,-5.27%,-,5.72%,-1.43%,Upgrade
35,EBITDA,-10.74,-6.76,-8.67,-5.5,-2.46,-,-1.65,-,-1.52,23.92,Upgrade
36,D&A For EBITDA,1.1,0.25,1.1,0.34,0.37,0.3,0.42,1.88,2.58,3.08,Upgrade
37,EBIT,-11.84,-7.01,-9.76,-5.84,-2.84,-,-2.07,-,-4.1,20.84,Upgrade
