,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Jan '24 Jan 1, 2024","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Jan '21 Jan 1, 2021","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Cash & Equivalents,346842,369664,230435,216506,263530,153149,170749,124822,192323,134523,139345,44911,41411,129131,105346,53341,39564,57949,59528,60318,Upgrade
1,Short-Term Investments,85203,27703,169603,168103,119103,297000,228000,72500,7539,8000,24357,71975,94975,44500,40400,74800,85300,85300,95300,82400,Upgrade
2,Cash & Short-Term Investments,432045,397367,400039,384609,382633,450149,398749,197322,199861,142523,163702,116886,136386,173631,145746,128141,124864,143249,154828,142718,Upgrade
3,Cash Growth,12.91%,-11.73%,0.32%,94.91%,91.45%,215.84%,143.58%,68.82%,46.54%,-17.92%,12.32%,-8.78%,9.23%,21.21%,-5.87%,-10.21%,24.82%,116.94%,33.69%,86.45%,Upgrade
4,Accounts Receivable,47836,70639,19047,26394,62611,22488,36641,88175,70216,37037,15950,35496,64703,45256,56960,90486,58609,73670,57772,61774,Upgrade
5,Other Receivables,1759,1696,1918,830.22,2374,6303,4432,3716,2883,60879,1700,1032,1755,517.93,1304,887.74,1523,503.12,2038,1010,Upgrade
6,Receivables,49595,72335,20964,27224,64985,28791,41073,91891,73099,97915,17650,36529,66459,45774,58264,91373,60132,74173,59811,62783,Upgrade
7,Inventory,227904,222670,240655,211303,175460,222629,201463,166176,204562,146594,201992,188838,201793,188159,201978,174799,198920,163174,145275,115373,Upgrade
8,Prepaid Expenses,1171,1149,1708,2136,479.3,943.99,1192,1935,724.64,358.87,747.06,554.04,-,186.21,372.42,558.63,-,188.28,376.56,561.96,Upgrade
9,Other Current Assets,4174,5312,4871,3800,1604,4048,3495,2821,2959,1557,1785,1222,1271,8879,11167,9789,4837,4639,6347,4015,Upgrade
10,Total Current Assets,714889,698833,668237,629073,625161,706561,645972,460145,481207,388948,385876,344029,405908,416629,417527,404661,388753,385423,366638,325451,Upgrade
11,"Property, Plant & Equipment",211649,210875,211011,212792,217448,220082,218377,222597,226193,230980,235888,240157,245368,238137,242089,245351,250040,251515,254487,257992,Upgrade
12,Other Intangible Assets,3736,3894,4052,4210,290.54,306.42,322.29,338.17,354.04,369.92,385.79,401.67,417.54,433.42,449.29,465.17,481.04,496.92,512.79,181.08,Upgrade
13,Long-Term Deferred Tax Assets,9345,11486,7269,6359,1892,-,-,-,-,2812,-,-,-,-,-,-,-,-,-,-,Upgrade
14,Other Long-Term Assets,46687,46999,48055,48065,49023,49028,49694,50317,51193,51662,51923,52513,52816,53519,54529,55361,56367,56890,57537,58205,Upgrade
15,Total Assets,986305,972086,938624,900498,893814,975977,914366,733397,758947,674773,674073,637101,704510,708719,714595,705838,695641,694326,679175,641829,Upgrade
16,Accounts Payable,208855,163696,180579,165896,157056,131299,210102,189383,228667,194269,198582,163385,250018,130434,182980,165066,201953,219577,220625,207031,Upgrade
17,Accrued Expenses,66385,85359,50488,43712,71623,85639,46432,60268,44960,41317,29842,42179,62428,54624,60507,57077,64704,49939,48972,41819,Upgrade
18,Short-Term Debt,144379,221194,149922,186527,213367,263128,221444,114290,142777,41607,21168,22911,20358,34829,1065,47038,20699,42818,13641,29443,Upgrade
19,Current Income Taxes Payable,23278,29487,15569,14821,8842,16607,9871,1142,-,10168,4370,3014,5285,6884,9088,4030,5001,4456,6243,-,Upgrade
20,Current Unearned Revenue,-,-,-,-,-,-,-,-,-,1012,-,1012,-,1012,-,1012,-,985.44,-,985.44,Upgrade
21,Other Current Liabilities,13386,13896,10308,7980,8452,18228,16360,17242,8189,76320,16010,24201,8230,17699,14230,11858,16061,19050,12551,20999,Upgrade
22,Total Current Liabilities,456282,513631,406866,418937,459341,514900,504210,382325,424593,364694,269972,256702,346319,245482,267869,286082,308418,336825,302032,300277,Upgrade
23,Other Long-Term Liabilities,1097,1097,1097,1314,178.71,178.71,178.71,178.71,100,100,100,100,100,100,100,100,100,100,100,100,Upgrade
24,Total Liabilities,457378,514728,407962,420250,459520,515079,504388,382504,424693,364794,270072,256802,346419,245582,267969,286182,308518,336925,302132,300377,Upgrade
25,Common Stock,223984,223984,223984,223984,223984,223984,223984,223984,223984,223984,223984,223984,223984,223984,223984,223984,223984,223984,223984,223984,Upgrade
26,Retained Earnings,304943,233375,306678,256264,210311,236914,185994,126909,110270,85995,180016,156315,134107,239153,222642,195672,163139,133417,153059,117469,Upgrade
27,Shareholders' Equity,528927,457359,530662,480248,434294,460898,409978,350893,334254,309979,404000,380299,358091,463137,446625,419655,387123,357401,377043,341452,Upgrade
28,Total Liabilities & Equity,986305,972086,938624,900498,893814,975977,914366,733397,758947,674773,674073,637101,704510,708719,714595,705838,695641,694326,679175,641829,Upgrade
29,Total Debt,144379,221194,149922,186527,213367,263128,221444,114290,142777,41607,21168,22911,20358,34829,1065,47038,20699,42818,13641,29443,Upgrade
30,Net Cash (Debt),287666,176173,250117,198082,169265,187021,177305,83033,57084,100916,142534,93975,116028,138801,144681,81103,104165,100431,141188,113276,Upgrade
31,Net Cash Growth,69.95%,-5.80%,41.07%,138.56%,196.52%,85.32%,24.40%,-11.64%,-50.80%,-27.29%,-1.48%,15.87%,11.39%,38.21%,2.47%,-28.40%,14.99%,163.25%,182.03%,-,Upgrade
32,Net Cash Per Share,12842.17,7864.10,11167.83,8843.60,7556.18,8348.32,7916.31,3707.09,2549.10,4503.67,6362.65,4195.61,5179.78,6195.49,6457.40,3620.94,4650.70,4182.06,6445.38,5324.33,Upgrade
33,Filing Date Shares Outstanding,22.4,22.4,22.4,22.4,22.4,22.4,22.4,22.4,22.4,22.4,22.4,22.4,22.4,22.4,22.4,22.4,22.4,22.4,22.4,22.4,Upgrade
34,Total Common Shares Outstanding,22.4,22.4,22.4,22.4,22.4,22.4,22.4,22.4,22.4,22.4,22.4,22.4,22.4,22.4,22.4,22.4,22.4,22.4,22.4,22.4,Upgrade
35,Working Capital,258608,185202,261371,210136,165820,191661,141763,77820,56614,24254,115903,87327,59589,171147,149658,118578,80334,48598,64606,25174,Upgrade
36,Book Value Per Share,23614.53,20419.27,23691.98,21441.20,19389.55,20577.29,18303.90,15666.01,14923.14,13839.35,18037.03,16978.87,15987.36,20677.25,19940.08,18735.98,17283.51,15956.55,16833.49,15244.52,Upgrade
37,Tangible Book Value,525191,453465,526610,476038,434004,460591,409655,350555,333900,309609,403614,379897,357673,462703,446176,419190,386641,356904,376530,341271,Upgrade
38,Tangible Book Value Per Share,23447.74,20245.43,23511.07,21253.23,19376.58,20563.61,18289.51,15650.91,14907.33,13822.84,18019.80,16960.94,15968.72,20657.90,19920.02,18715.21,17262.03,15934.36,16810.60,15236.44,Upgrade
39,Buildings,229899,229899,229632,228309,228309,228309,228053,228053,228053,228053,228053,228053,228053,228053,228053,227562,227562,227562,227169,226543,Upgrade
40,Machinery,177852,174954,174954,170857,172203,173190,172654,174103,173759,173502,173342,172527,172239,159820,158757,157660,157555,154350,153213,152502,Upgrade
41,Construction In Progress,11869,9801,5245,7577,8009,7266,1463,1037,-,-,-,-,206.61,960.18,960.18,872.06,727.47,534.98,236.48,233.8,Upgrade
