,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Jan '24 Jan 1, 2024","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Jan '21 Jan 1, 2021","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Revenue,478949,420522,389416,363774,541840,403529,461305,402978,412818,389424,376076,351592,471285,268397,358166,381796,363335,380554,369454,356771,Upgrade
1,Revenue Growth (YoY),-11.61%,4.21%,-15.58%,-9.73%,31.25%,3.62%,22.66%,14.62%,-12.41%,45.09%,5.00%,-7.91%,29.71%,-29.47%,-3.06%,7.01%,3.03%,40.20%,30.93%,42.11%,Upgrade
2,Cost of Revenue,356644,316327,285146,267652,377553,293118,350949,311230,331381,325352,315767,286536,384946,218309,275876,302516,274345,293209,285162,272912,Upgrade
3,Gross Profit,122305,104196,104271,96122,164287,110411,110357,91748,81437,64071,60309,65055,86339,50088,82290,79279,88990,87345,84292,83859,Upgrade
4,"Selling, General & Admin",34666,58337,42399,39762,108329,53054,45548,75406,54989,43939,34526,39985,55477,32322,44533,42889,56939,53969,40652,46575,Upgrade
5,Operating Expenses,34666,58337,42399,39762,108329,53054,45548,75406,54989,43939,34526,39985,55477,32322,44533,42889,56939,53969,40652,46575,Upgrade
6,Operating Income,87639,45858,61872,56360,55958,57357,64809,16341,26448,20132,25782,25070,30862,17766,37757,36390,32051,33376,43641,37284,Upgrade
7,Interest Expense,-2094,-1230,-1152,-1744,-2022,-3013,-2280,-1944,-1354,-123.32,-76.58,-104.5,-154.52,-35.67,-142.46,-127.31,-165.1,-125.68,-,-961.94,Upgrade
8,Interest & Investment Income,12917,4871,4154,2954,18007,6466,5991,2952,2148,1444,2409,458.65,1755,1110,2022,262.65,2438,1091,3920,-,Upgrade
9,Currency Exchange Gain (Loss),-518.84,-,-,-445.54,-124.67,-,-,262.24,2044,-,-,-147.97,-78.16,-,579.76,309.56,360.73,-,217.99,145.72,Upgrade
10,Other Non Operating Income (Expenses),-8494,-1110,-1853,322.72,-12573,-2231,-706.11,1670,-1126,-497.27,-812.47,22.31,2245,315.45,83.54,45.87,38.62,-251.07,356.62,270.61,Upgrade
11,EBT Excluding Unusual Items,89448,48390,63020,57448,59246,58579,67814,19282,28159,20956,27303,25298,34629,19156,40300,36881,34723,34091,48135,36738,Upgrade
12,Pretax Income,89448,48390,63020,57448,59246,58579,67814,19282,28159,20956,27303,25298,34629,19156,40300,36881,34723,34091,48135,36738,Upgrade
13,Income Tax Expense,17880,9701,12606,11494,7455,7659,8730,2643,3884,2985,3602,3090,5285,2644,5325,4348,5001,4456,6243,4575,Upgrade
14,Net Income,71568,38689,50414,45954,51791,50920,59084,16639,24275,17971,23701,22208,29344,16511,34975,32533,29722,29634,41892,32163,Upgrade
15,Preferred Dividends & Other Adjustments,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2001,-,2001,4003,Upgrade
16,Net Income to Common,71568,38689,50414,45954,51791,50920,59084,16639,24275,17971,23701,22208,29344,16511,34975,32533,27721,29634,39891,28161,Upgrade
17,Net Income Growth,38.19%,-24.02%,-14.67%,176.18%,113.35%,183.35%,149.29%,-25.08%,-17.28%,8.84%,-32.23%,-31.74%,-1.27%,-44.28%,-16.51%,1.15%,7.95%,58.24%,115.86%,108.11%,Upgrade
18,Shares Outstanding (Basic),22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,24,22,21,Upgrade
19,Shares Outstanding (Diluted),22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,24,22,21,Upgrade
20,Shares Change (YoY),-0.00%,-0.00%,-0.01%,-,0.03%,-0.02%,-0.02%,-,-0.03%,0.02%,-0.02%,-,0.01%,-6.71%,2.28%,5.28%,65.37%,-4.72%,-2.20%,-5.02%,Upgrade
21,EPS (Basic),3195.00,1727.00,2251.00,2051.64,2312.00,2273.00,2638.00,742.87,1084.00,802.00,1058.00,991.52,1310.00,737.00,1561.00,1452.47,1237.65,1234.00,1821.06,1323.64,Upgrade
22,EPS (Diluted),3195.00,1727.00,2251.00,2051.64,2312.00,2273.00,2638.00,742.87,1084.00,802.00,1058.00,991.52,1310.00,737.00,1561.00,1452.47,1237.65,1234.00,1821.06,1323.64,Upgrade
23,EPS Growth,38.19%,-24.02%,-14.67%,176.18%,113.28%,183.42%,149.34%,-25.08%,-17.25%,8.82%,-32.22%,-31.74%,5.85%,-40.28%,-14.28%,9.73%,-12.79%,66.08%,110.17%,91.83%,Upgrade
24,Free Cash Flow,107177,33885,50654,23131,50949,6371,92442,24792,11631,9396,47264,-22711,110318,-7175,62016,-23805,1737,6563,29705,22467,Upgrade
25,Free Cash Flow Per Share,4784.67,1512.58,2261.73,1032.71,2274.44,284.38,4127.36,1106.85,519.38,419.31,2109.84,-1013.97,4924.85,-320.27,2767.88,-1062.79,77.56,273.27,1356.05,1056.04,Upgrade
26,Dividend Per Share,-,-,-,-,-,-,-,-,3500.000,-,-,-,5000.000,-,-,-,6000.000,-,-,-,Upgrade
27,Dividend Growth,-,-,-,-,-,-,-,-,-30.00%,-,-,-,-16.67%,-,-,-,172.73%,-,-,-,Upgrade
28,Gross Margin,25.54%,24.78%,26.78%,26.42%,30.32%,27.36%,23.92%,22.77%,19.73%,16.45%,16.04%,18.50%,18.32%,18.66%,22.98%,20.76%,24.49%,22.95%,22.82%,23.50%,Upgrade
