,Fiscal Quarter,Current,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Jan '24 Jan 1, 2024","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Jan '21 Jan 1, 2021","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Market Capitalization,1818748,1729154,1971057,2237598,1892663,1437976,1384220,920573,1030325,949691,1075122,1097520,1276707,1243110,1433496,1478293,1364061,1343902,1287907,1075122,772744,Upgrade
1,Market Cap Growth,20.25%,20.25%,42.39%,143.07%,83.70%,51.42%,28.75%,-16.12%,-19.30%,-23.60%,-25.00%,-25.76%,-6.40%,-7.50%,11.30%,37.50%,76.52%,30.43%,59.72%,73.91%,23.21%,Upgrade
2,Enterprise Value,1531082,1552981,1720940,2039515,1723397,1250955,1206915,837540,974279,848775,932588,1003546,1160679,1104309,1288815,1397190,1259896,1243471,1146719,961846,682157,Upgrade
3,Last Close Price,81200.00,77200.00,88000.00,94718.46,80117.22,60870.12,55221.56,36725.02,41103.43,37886.64,42890.53,39803.71,46302.28,45083.80,51988.52,49176.21,45376.23,44705.65,42842.91,34405.59,24626.83,Upgrade
4,PE Ratio,8.80,8.37,10.55,11.24,9.11,8.06,9.17,7.80,12.48,10.77,11.53,11.96,12.39,10.97,12.83,11.84,10.51,10.72,11.02,10.14,9.04,Upgrade
5,PS Ratio,1.10,1.05,1.15,1.32,1.07,0.79,0.82,0.55,0.65,0.62,0.68,0.75,0.88,0.84,1.05,1.00,0.91,0.91,0.88,0.80,0.61,Upgrade
6,PB Ratio,3.44,3.27,4.31,4.22,3.94,3.31,3.00,2.25,2.94,2.84,3.47,2.72,3.36,3.47,3.10,3.31,3.25,3.47,3.60,2.85,2.26,Upgrade
7,P/TBV Ratio,3.29,3.29,4.35,4.25,3.98,3.31,3.01,2.25,2.94,2.84,3.47,2.72,3.36,3.48,3.10,3.31,3.25,3.48,3.61,2.86,2.26,Upgrade
8,P/FCF Ratio,8.47,8.05,12.43,17.07,10.95,8.24,10.24,6.66,11.07,20.84,7.45,8.59,-,8.79,-,31.78,-,22.22,10.03,7.59,4.73,Upgrade
9,P/OCF Ratio,7.40,7.40,11.40,15.06,10.19,7.66,9.54,6.41,10.52,20.25,7.15,8.16,-,8.05,-,24.21,-,19.19,9.57,7.47,4.67,Upgrade
10,EV/Sales Ratio,0.93,0.94,1.00,1.20,0.97,0.69,0.72,0.50,0.62,0.55,0.59,0.68,0.80,0.75,0.94,0.94,0.84,0.85,0.79,0.71,0.54,Upgrade
11,EV/EBITDA Ratio,5.61,5.69,7.14,8.07,6.74,5.80,6.47,5.61,8.82,7.10,7.52,8.26,8.70,7.65,8.87,8.69,7.57,7.43,7.03,6.48,5.46,Upgrade
12,EV/EBIT Ratio,6.08,6.17,7.82,8.81,7.35,6.43,7.32,6.56,10.98,8.71,9.16,10.09,10.41,8.99,10.40,10.01,8.66,8.50,8.08,7.56,6.59,Upgrade
13,EV/FCF Ratio,7.13,7.23,10.85,15.56,9.97,7.17,8.92,6.06,10.47,18.62,6.46,7.86,-,7.81,-,30.04,-,20.56,8.93,6.79,4.18,Upgrade
14,Debt / Equity Ratio,0.27,0.27,0.48,0.28,0.39,0.49,0.57,0.54,0.33,0.43,0.13,0.05,0.06,0.06,0.08,0.00,0.11,0.05,0.12,0.04,0.09,Upgrade
15,Debt / EBITDA Ratio,0.53,0.39,1.08,0.56,0.76,0.87,1.05,0.79,1.31,1.12,0.41,0.17,0.19,0.14,0.38,0.01,0.28,0.14,0.28,0.07,0.17,Upgrade
16,Debt / FCF Ratio,0.67,0.67,1.39,1.14,1.08,1.22,1.95,1.60,1.23,3.13,0.29,0.17,-,0.14,-,0.02,-,0.34,0.33,0.10,0.18,Upgrade
17,Asset Turnover,1.96,1.76,1.69,1.62,2.32,1.71,2.24,2.16,2.30,2.31,2.29,2.10,2.67,1.51,2.02,2.18,2.09,2.22,2.24,2.34,Upgrade,
