,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+15 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+15 Quarters
0,Cash & Equivalents,105181,132826,74525,24867,23051,33038,9632,27415,-,12260,10664,18269,18269,9992,11645,18130,4657,8196,4410,7540,Upgrade
1,Short-Term Investments,202700,123700,88600,88900,100000,107000,110800,78000,-,100000,87000,73503,73503,70800,70800,30600,47300,43300,53300,51800,Upgrade
2,Cash & Short-Term Investments,307881,256526,163125,113767,123051,140038,120432,105415,-,112260,97664,91772,91772,80792,82445,48730,51957,51496,57710,59340,Upgrade
3,Cash Growth,150.21%,83.18%,35.45%,7.92%,-,24.74%,23.31%,14.87%,-,38.95%,18.46%,88.33%,76.63%,56.89%,42.86%,-17.88%,-5.06%,-,-50.36%,-50.40%,Upgrade
4,Accounts Receivable,3861,234.39,234.39,234.39,6291,6719,234.39,234.39,-,593.37,29286,593.56,593.56,569.67,234.39,11966,395.74,353.04,719,422.49,Upgrade
5,Other Receivables,5690,3266,4063,4434,2808,4022,2906,6616,-,538.81,796.18,1750,1750,843.21,443.69,858.03,1237,563.52,1200,785.67,Upgrade
6,Receivables,9550,3500,4298,4669,9098,10741,3140,6850,-,1132,30082,2343,2343,1413,678.08,12824,1633,916.57,1919,1208,Upgrade
7,Inventory,23496,24345,28003,26668,34693,19069,22352,36035,-,21062,17670,31625,31625,20220,20833,36514,32897,34828,33533,33053,Upgrade
8,Prepaid Expenses,-,-,-,102.54,100.96,100.13,97.72,98.8,-,96.51,51.09,101.7,101.7,103.24,103.08,103.67,103.85,104.03,104.12,103.84,Upgrade
9,Other Current Assets,2567,3098,3156,3042,2012,1636,1589,1675,-,2176,3030,2251,2251,1913,1556,942.81,997.76,983.81,906.81,1039,Upgrade
10,Total Current Assets,343494,287470,198581,148248,168956,171585,147610,150074,-,136727,148498,128093,128093,104442,105616,99114,87588,88328,94172,94744,Upgrade
11,"Property, Plant & Equipment",25864,25416,20944,20853,19747,19105,19424,19998,-,18206,15661,16676,16676,19045,16525,19343,20373,21461,22404,23390,Upgrade
12,Long-Term Investments,46864,40544,35947,27613,40370,43051,43051,41205,-,82227,82227,70737,70737,49819,49819,44897,42850,42850,42850,42850,Upgrade
13,Other Intangible Assets,3877,4215,4553,4890,5228,5576,5923,6271,-,7314,7678,8042,8042,8785,9189,9593,10543,11494,12444,13395,Upgrade
14,Other Long-Term Assets,4411,4215,5557,4574,4540,4679,4978,4017,-,3771,3608,3491,3491,2908,2874,2729,3831,3230,3870,4058,Upgrade
15,Total Assets,424511,361860,265581,206179,238841,243995,220986,221566,-,248245,257672,227040,227040,184999,184023,175675,165185,167362,175740,178436,Upgrade
16,Accounts Payable,9224,5666,6085,5378,7533,4674,5213,6141,-,5057,5458,3445,3445,2167,2605,4899,1471,2846,2846,3093,Upgrade
17,Accrued Expenses,29472,14507,12271,12808,6068,8243,9433,11758,-,10372,3177,7295,7295,3259,-215.07,3106,982.32,1084,-831.83,3747,Upgrade
18,Short-Term Debt,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1000,-,-,-,-,Upgrade
19,Current Income Taxes Payable,14787,19484,19969,10011,6321,11985,7000,4300,-,11978,11227,8132,8132,6153,6244,3820,4857,5562,6287,6328,Upgrade
20,Other Current Liabilities,12964,508.55,2520,611.52,8455,1999,674.49,19167,-,609.19,903.95,1224,1224,739.26,1546,1038,673.77,742.78,1012,563.33,Upgrade
21,Total Current Liabilities,66447,40166,40846,28809,28377,26901,22320,41367,-,28017,20766,20095,20095,12318,10180,13863,7984,10234,9313,13731,Upgrade
22,Other Long-Term Liabilities,12830,12834,12847,12932,12933,12930,12946,12968,-,12990,13164,13197,13197,13211,13211,13211,13216,13218,13218,13218,Upgrade
23,Total Liabilities,79276,53000,53693,41741,41311,39831,35266,54335,-,41007,33931,33292,33292,25529,23391,27074,21201,23452,22531,26949,Upgrade
24,Common Stock,126000,126000,126000,126000,126000,126000,126000,126000,-,126000,126000,126000,126000,126000,126000,126000,126000,126000,126000,126000,Upgrade
25,Additional Paid-In Capital,4978,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
26,Retained Earnings,208653,178839,123119,75668,108761,115395,96950,78461,-,118469,134972,104978,104978,70700,71862,59832,55215,55140,64440,62718,Upgrade
27,Treasury Stock,-,-1582,-42834,-42834,-42834,-42834,-42834,-42834,-,-42834,-42834,-42834,-42834,-42834,-42834,-42834,-42834,-42834,-42834,-42834,Upgrade
28,Comprehensive Income & Other,5603,5603,5603,5603,5603,5603,5603,5603,-,5603,5603,5603,5603,5603,5603,5603,5603,5603,5603,5603,Upgrade
29,Shareholders' Equity,345234,308860,211889,164438,197531,204164,185720,167231,-,207238,223741,193747,193747,159470,160631,148601,143984,143910,153209,151487,Upgrade
30,Total Liabilities & Equity,424511,361860,265581,206179,238841,243995,220986,221566,-,248245,257672,227040,227040,184999,184023,175675,165185,167362,175740,178436,Upgrade
31,Total Debt,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1000,-,-,-,-,Upgrade
32,Net Cash (Debt),307881,256526,163125,113767,123051,140038,120432,105415,-,112260,97664,91772,91772,80792,82445,47730,51957,51496,57710,59340,Upgrade
33,Net Cash Growth,150.21%,83.18%,35.45%,7.92%,-,24.74%,23.31%,14.87%,-,38.95%,18.46%,92.27%,76.63%,56.89%,42.86%,-19.57%,-5.06%,-,-50.36%,-50.40%,Upgrade
34,Net Cash Per Share,23212.32,20442.54,13001.49,9069.44,9271.48,11745.48,10100.89,8847.99,-,9418.44,8194.55,6512.88,7311.74,6776.97,6917.57,3800.42,4196.17,4310.78,4826.76,4822.60,Upgrade
35,Filing Date Shares Outstanding,12.6,12.55,12.55,12.54,13.27,11.92,11.92,11.91,11.93,11.92,11.92,14.09,12.55,11.92,11.92,12.56,12.38,11.95,11.96,12.3,Upgrade
36,Total Common Shares Outstanding,12.6,12.55,12.55,12.54,13.27,11.92,11.92,11.91,11.93,11.92,11.92,14.09,12.55,11.92,11.92,12.56,12.38,11.95,11.96,12.3,Upgrade
