,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Market Capitalization,2138,1744,1092,1750,2413,2413,2262,2407,2059,1817,2043,2285,2179,2038,2194,2536,2440,2682,2497,2671,3000,Upgrade
1,Market Cap Growth,-27.75%,-27.75%,-51.73%,-27.32%,17.23%,32.82%,10.73%,5.37%,-5.52%,-10.84%,-6.86%,-9.91%,-10.71%,-24.01%,-12.15%,-5.07%,-18.64%,-7.27%,-20.95%,-27.04%,-2.53%,Upgrade
2,Enterprise Value,4936,4322,3955,4043,4707,4586,4462,4195,3846,3772,3910,3545,3439,2945,2661,2618,2523,2646,2397,2385,2713,Upgrade
3,Last Close Price,3.60,2.89,1.81,2.90,4.00,4.00,3.75,3.99,4.09,3.61,4.06,4.54,4.33,4.05,4.36,4.55,4.38,4.39,4.09,4.12,4.62,Upgrade
4,PE Ratio,-,-,-7.45,-,-,-,-7.73,-6.59,-,-1.04,-,-1.37,-,-,17.32,13.99,15.26,14.33,12.13,-,12.24,Upgrade
5,Forward PE,-,8.44,8.44,8.44,8.44,8.44,8.44,8.44,8.44,8.44,8.44,8.44,8.44,8.44,8.44,8.44,8.44,8.44,8.44,8.44,8.44,Upgrade
6,PS Ratio,2.81,2.42,1.35,2.06,2.35,2.12,2.02,2.26,2.24,2.19,2.20,1.38,1.13,0.93,0.86,0.95,0.97,0.99,0.92,0.98,1.03,Upgrade
7,PB Ratio,0.33,4.71,2.94,5.32,6.73,4.90,4.32,4.62,8.84,3.34,3.84,3.78,3.62,0.88,0.94,1.00,0.97,0.99,0.98,1.03,1.15,Upgrade
8,P/TBV Ratio,8.78,8.78,5.44,11.54,13.48,7.56,6.46,6.94,36.06,4.98,5.77,5.40,5.20,0.97,1.03,1.09,1.05,1.08,1.07,1.12,1.25,Upgrade
9,P/FCF Ratio,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-795.81,-,14.54,Upgrade
10,P/OCF Ratio,-,-,-2.38,-,-,-,-5.97,-,-,-,-,-,-,-,-,-,58.72,-,6.86,-,7.10,Upgrade
11,PEG Ratio,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,Upgrade
12,EV/Sales Ratio,6.86,6.01,4.90,4.76,4.59,4.04,3.99,3.93,4.19,4.55,4.22,2.14,1.79,1.34,1.04,0.98,1.00,0.97,0.88,0.87,0.94,Upgrade
13,EV/EBITDA Ratio,-,-,-70.04,-,-,-,-11.69,-,-,-3.21,-,-3.10,-,-,11.50,9.92,10.52,9.39,7.55,6.83,6.98,Upgrade
14,EV/EBIT Ratio,-,-,-60.24,-,-,-,-11.43,-,-,-3.18,-,-3.08,-,-,11.69,10.07,10.69,9.53,7.68,6.97,7.13,Upgrade
15,EV/FCF Ratio,-14.01,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-763.96,-,13.15,Upgrade
16,Debt / Equity Ratio,8.51,8.51,7.87,9.39,7.84,5.23,4.74,4.54,11.06,3.63,4.08,3.22,3.07,0.76,0.77,0.72,0.57,0.53,0.27,0.26,0.23,Upgrade
17,Debt / EBITDA Ratio,-,-,10.99,-,-,-,8.25,-,-,0.98,-,9.24,-,-,4.04,17.02,11.61,5.70,1.20,67.24,2.10,Upgrade
18,Debt / FCF Ratio,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-219.09,-,2.97,Upgrade
19,Asset Turnover,0.14,0.12,0.07,0.15,0.22,0.16,0.23,0.27,0.24,0.14,0.12,0.19,0.27,0.63,0.29,0.38,0.61,0.90,0.23,0.65,Upgrade,
20,Inventory Turnover,1.67,1.84,1.37,0.98,2.36,3.23,2.29,3.47,3.25,2.62,1.50,0.95,3.43,4.26,8.21,3.26,6.64,38.91,53.22,1.97,2.85,Upgrade
21,Quick Ratio,0.63,0.63,0.65,0.65,0.65,0.67,0.69,0.68,0.61,0.64,0.66,0.65,0.71,1.55,1.63,1.81,1.89,2.41,1.81,1.89,1.45,Upgrade
22,Current Ratio,0.75,0.75,0.77,0.76,0.75,0.78,0.80,0.79,0.70,0.79,0.80,0.81,0.84,1.70,1.78,2.04,2.12,2.46,1.85,1.93,1.93,Upgrade
23,Return on Equity (ROE),-3.74%,41.40%,-34.30%,-129.11%,-25.24%,0.70%,4.04%,-320.13%,6.84%,-50.40%,0.66%,-466.81%,-5.66%,8.68%,1.24%,2.99%,6.13%,16.78%,-1.95%,7.61%,Upgrade,
24,Return on Assets (ROA),-0.43%,2.64%,-0.52%,-2.69%,-2.52%,3.28%,-0.53%,-48.46%,26.30%,-27.60%,2.80%,-59.91%,-3.53%,4.81%,1.15%,1.40%,3.15%,8.00%,0.08%,4.12%,Upgrade,
25,Return on Capital (ROIC),-0.77%,4.72%,-0.94%,-4.92%,-4.55%,5.88%,-0.95%,-89.44%,48.28%,-48.47%,5.03%,-94.32%,-4.90%,6.46%,1.54%,1.86%,4.18%,10.94%,0.11%,5.83%,Upgrade,
26,Return on Capital Employed (ROCE),-,-,-3.36%,-,-,-,-18.97%,-,-,-66.24%,-,-61.32%,-,-,6.45%,6.96%,6.56%,7.33%,11.30%,12.21%,13.50%,Upgrade
27,Earnings Yield,-5.48%,-6.72%,-13.43%,-10.46%,-6.19%,-13.89%,-12.94%,-15.17%,-17.88%,-96.40%,-87.78%,-73.03%,-76.24%,2.59%,5.77%,7.15%,6.55%,6.98%,8.24%,8.07%,8.17%,Upgrade
