,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020
,Period Ending,"Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020"
0,Revenue,179.19,177.95,156.66,108.33,131.55,218.47,145.53,126,100.2,102.19
1,Revenue Growth (YoY),14.38%,64.27%,19.09%,-50.42%,-9.61%,73.40%,45.24%,23.29%,-0.03%,14.22%
2,Cost of Revenue,130.62,135.2,109.99,67.86,86.56,156.77,113.92,92.47,73.48,78.1
3,Gross Profit,48.56,42.75,46.67,40.46,44.99,61.7,31.61,33.53,26.72,24.09
4,"Selling, General & Admin",30.32,38.09,31.5,22.16,21.18,23.43,17.24,21.02,15.77,24.9
5,Operating Expenses,31.38,37.86,31.42,18.3,21.18,26.34,17.24,22.57,16.57,24.9
6,Operating Income,17.19,4.88,15.25,22.17,23.81,35.37,14.37,10.96,10.14,-0.81
7,Interest Expense,-0.42,-0.1,-0.48,-0.01,-0.05,-0.08,-0.04,-0.02,-0.05,-0.04
8,Interest & Investment Income,1.42,0.77,1.1,1.09,0.04,0.07,0.07,0.22,0.39,0.53
9,Earnings From Equity Investments,-0.14,0.38,-0.11,0.61,-1.66,1.94,0.29,0.05,-0.08,-0.01
10,Currency Exchange Gain (Loss),-,-0.27,-,-,-,-0.1,0,-0,0,0
11,Other Non Operating Income (Expenses),1.19,0.25,0.55,0.43,0.39,0.39,0.32,1.07,0.33,0.32
12,EBT Excluding Unusual Items,19.24,5.92,16.3,24.29,22.53,37.59,15.02,12.27,10.74,-0.01
13,Gain (Loss) on Sale of Investments,0.15,-0.41,11.74,-,-,-,0.96,-,-,-
14,Gain (Loss) on Sale of Assets,-,-0.02,-,-0.54,-,-0,2.65,3.69,-,2.59
15,Other Unusual Items,-,-,-,0.47,2.32,-,-,4.18,4.55,-
16,Pretax Income,19.38,5.5,28.04,24.22,24.85,37.58,18.62,20.14,15.29,2.58
17,Income Tax Expense,2.39,2.48,2.42,3.76,3.85,8.03,2.21,3.62,1.71,0.7
18,Earnings From Continuing Operations,17,3.02,25.62,20.46,21,29.56,16.41,16.51,13.58,1.88
19,Minority Interest in Earnings,-6.46,5.5,-3.46,-2.53,-2.91,-1.79,-3.37,-1.88,-3.19,-0.98
20,Net Income,10.53,8.52,22.16,17.93,18.08,27.77,13.03,14.63,10.39,0.9
21,Net Income to Common,10.53,8.52,22.16,17.93,18.08,27.77,13.03,14.63,10.39,0.9
22,Net Income Growth,-52.48%,-52.47%,22.56%,-35.44%,38.76%,89.80%,25.45%,1534.75%,17.99%,-62.75%
23,Shares Outstanding (Basic),1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
24,Shares Outstanding (Diluted),1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
25,Shares Change (YoY),-,-,-,-,-,-,-,-,-,20.94%
26,EPS (Basic),0.01,0.01,0.02,0.02,0.02,0.03,0.01,0.01,0.01,0.00
27,EPS (Diluted),0.01,0.01,0.02,0.02,0.02,0.03,0.01,0.01,0.01,0.00
28,EPS Growth,-52.48%,-52.47%,22.56%,-35.44%,38.76%,89.80%,25.45%,1534.75%,17.99%,-69.20%
29,Free Cash Flow,-15.12,23.98,-16.12,8.74,84.59,-23.02,25.66,-13.11,3.18,-2.95
30,Free Cash Flow Per Share,-0.02,0.02,-0.02,0.01,0.08,-0.02,0.03,-0.01,0.00,-0.00
31,Operating Margin,9.59%,2.74%,9.73%,20.46%,18.10%,16.19%,9.87%,8.70%,10.12%,-0.79%
32,Profit Margin,5.88%,4.79%,14.15%,16.55%,13.75%,12.71%,8.96%,11.61%,10.37%,0.88%
33,Free Cash Flow Margin,-8.44%,13.48%,-10.29%,8.07%,64.30%,-10.54%,17.63%,-10.41%,3.17%,-2.89%
34,EBITDA,23.33,14,20.65,26.32,27.77,38.15,17.57,13.93,12.95,1.82
35,D&A For EBITDA,6.14,9.12,5.4,4.15,3.96,2.79,3.21,2.97,2.81,2.63
36,EBIT,17.19,4.88,15.25,22.17,23.81,35.37,14.37,10.96,10.14,-0.81
