,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020
,Period Ending,"Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020"
0,Cash & Equivalents,49.24,76.58,71.56,67.71,69.64,73.35,86.13,81.12,78.32,57.27
1,Short-Term Investments,45.17,59.71,48.36,77.98,74.08,9.44,25.47,8.01,21.6,47.5
2,Cash & Short-Term Investments,94.41,136.29,119.92,145.69,143.71,82.8,111.6,89.13,99.92,104.78
3,Cash Growth,-21.27%,-6.45%,-16.56%,75.97%,28.78%,-7.10%,11.68%,-14.94%,-7.96%,-12.23%
4,Accounts Receivable,138.99,113.55,110.79,45.29,49.4,129.52,71.73,68.73,47.36,48.75
5,Other Receivables,1.7,1.67,1.93,2.26,0.17,0.17,0.73,0.7,8.95,8.09
6,Receivables,140.69,115.22,112.71,47.55,49.57,129.69,72.45,69.43,56.3,56.85
7,Prepaid Expenses,8.25,7.68,8.39,2.61,1.65,2.61,1.13,4.14,2.49,3.7
8,Restricted Cash,-,-,-,-,-,-,2.3,2.3,-,-
9,Other Current Assets,-,0.63,0.16,0.7,0.49,0.35,-,-,-,-
10,Total Current Assets,243.36,259.83,241.18,196.56,195.42,215.44,187.48,165,158.72,165.32
11,"Property, Plant & Equipment",132.39,138.23,145.78,128.94,122.2,105.56,102.56,84.21,81.21,74.49
12,Long-Term Investments,6.14,6.06,3.05,9.95,6.76,8.42,6.48,6.19,6.14,6.22
13,Goodwill,25.4,25.4,37.37,-,-,-,-,-,-,-
14,Other Intangible Assets,10.18,11.59,3.1,3.1,3.1,3.1,3.1,3.1,-,-
15,Long-Term Deferred Tax Assets,1.22,1.32,3.34,1.27,1.27,1.34,1.43,1.46,0.96,0.91
16,Other Long-Term Assets,0.26,0.46,0.67,0.24,2.5,6.95,5.17,19.42,10.71,4.84
17,Total Assets,418.95,442.88,434.49,340.05,331.25,340.81,306.22,279.38,257.73,251.79
18,Accounts Payable,28.78,35.88,26.77,16.83,18.98,31.35,23.38,14.93,7.48,12.56
19,Accrued Expenses,12.02,19.52,17.82,14.47,16.41,14.53,12.4,7.38,8.69,7
20,Short-Term Debt,43.27,54.51,12.15,4.9,8.41,7.44,7.52,3.67,3.19,2.06
21,Current Portion of Long-Term Debt,7.94,8.3,8.69,-,-,-,-,-,-,-
22,Current Portion of Leases,4.98,5.26,5.29,0.9,1.95,1.95,1.88,1.88,1.38,1.54
23,Current Income Taxes Payable,9.07,7.36,5.57,0.26,5.18,2.39,5.49,0.81,0.91,1.05
24,Other Current Liabilities,0.56,0.7,42.65,1.21,0.38,1.29,1.4,0.63,0.41,0.39
25,Total Current Liabilities,106.62,131.52,118.93,38.57,51.31,58.94,52.07,29.3,22.06,24.6
26,Long-Term Debt,0.03,0.2,0.38,-,-,-,-,-,-,-
27,Long-Term Leases,4.08,6.5,8.45,3.12,0.27,0.27,1.1,1.1,0.26,0.2
28,Long-Term Deferred Tax Liabilities,15.9,15.41,15.6,14.16,12.01,11.01,8.09,7.43,5.47,5.63
29,Total Liabilities,126.63,153.64,143.37,55.85,63.59,70.22,61.26,37.83,27.8,30.43
30,Common Stock,10,10,10,10,10,10,10,10,10,10
31,Additional Paid-In Capital,133.73,133.73,133.73,133.73,133.73,133.73,133.73,133.73,133.73,133.73
32,Retained Earnings,158.22,157.69,149.17,144.1,126.18,128.09,100.32,100.29,85.66,80.27
33,Comprehensive Income & Other,-36.44,-36.44,-36.44,-36.44,-36.44,-36.44,-36.44,-36.44,-36.44,-36.44
34,Total Common Equity,265.5,264.97,256.45,251.39,233.46,235.38,207.61,207.57,192.94,187.55
35,Minority Interest,26.82,24.27,34.67,32.81,34.2,35.21,37.34,33.97,36.99,33.8
36,Shareholders' Equity,292.32,289.24,291.13,284.2,267.66,270.59,244.95,241.55,229.93,221.35
37,Total Liabilities & Equity,418.95,442.88,434.49,340.05,331.25,340.81,306.22,279.38,257.73,251.79
38,Total Debt,60.3,74.77,34.96,8.92,10.63,9.66,10.5,6.65,4.83,3.8
39,Net Cash (Debt),34.11,61.53,84.96,136.78,133.08,73.14,101.1,82.48,95.09,100.98
40,Net Cash Growth,-59.85%,-55.02%,-36.16%,87.01%,31.64%,-11.32%,6.32%,-18.32%,-9.00%,-15.41%
41,Net Cash Per Share,0.03,0.06,0.08,0.14,0.13,0.07,0.10,0.08,0.10,0.10
42,Filing Date Shares Outstanding,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
43,Total Common Shares Outstanding,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
44,Working Capital,136.74,128.31,122.25,157.99,144.11,156.49,135.4,135.7,136.66,140.72
45,Book Value Per Share,0.27,0.26,0.26,0.25,0.23,0.24,0.21,0.21,0.19,0.19
46,Tangible Book Value,229.93,227.98,215.99,248.29,230.36,232.28,204.51,204.47,192.94,187.55
47,Tangible Book Value Per Share,0.23,0.23,0.22,0.25,0.23,0.23,0.20,0.20,0.19,0.19
48,Machinery,-,169.71,-,159.15,-,130.08,-,102.77,-,90.78
49,Leasehold Improvements,-,4.01,-,1.23,-,1.23,-,1.23,-,1.23
