,Fiscal Quarter,Current,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020
,Period Ending,"Mar '25 Mar 12, 2025","Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020"
0,Market Capitalization,107,129,190,224,228,210,164,161,129,105,109
1,Market Cap Growth,-42.41%,-42.41%,-16.67%,6.67%,39.02%,30.43%,27.13%,53.33%,18.35%,-34.38%,-60.36%
2,Enterprise Value,100,92,140,120,129,172,100,112,71,38,38
3,Last Close Price,0.11,0.13,0.18,0.21,0.20,0.18,0.13,0.13,0.09,0.08,0.08
4,PE Ratio,5.36,6.77,6.19,5.59,6.33,4.58,4.02,5.82,5.16,9.31,11.24
5,PS Ratio,0.30,0.36,0.57,0.85,0.95,0.60,0.45,0.59,0.57,0.52,0.54
6,PB Ratio,0.40,0.44,0.66,0.77,0.80,0.78,0.61,0.66,0.53,0.46,0.49
7,P/TBV Ratio,0.56,0.56,0.83,1.04,0.92,0.91,0.71,0.79,0.63,0.54,0.58
8,P/FCF Ratio,12.07,-,24.17,-,2.44,3.41,-,12.83,-,468.75,-
9,P/OCF Ratio,9.72,-,17.91,-,1.91,2.42,-,4.20,6.46,3.85,6.67
10,EV/Sales Ratio,0.28,0.26,0.42,0.45,0.54,0.49,0.28,0.41,0.31,0.19,0.19
11,EV/EBITDA Ratio,2.22,2.46,4.03,2.56,2.39,2.61,1.80,3.57,2.64,2.56,3.37
12,EV/EBIT Ratio,4.25,4.16,6.94,3.21,2.81,2.91,2.02,4.44,3.36,4.05,-
13,EV/FCF Ratio,11.25,-,17.77,-,1.38,2.79,-,8.97,-,168.84,-
14,Debt / Equity Ratio,0.21,0.21,0.26,0.12,0.03,0.04,0.04,0.04,0.03,0.02,0.02
15,Debt / FCF Ratio,6.80,-,9.51,-,0.10,0.17,-,0.84,-,21.58,-
16,Return on Capital Employed (ROCE),7.44%,7.07%,6.46%,11.86%,15.25%,21.14%,17.64%,9.96%,8.44%,3.96%,-
17,Earnings Yield,18.65%,14.77%,16.15%,17.90%,15.79%,21.84%,24.88%,17.18%,19.40%,10.75%,8.90%
18,FCF Yield,8.28%,6.87%,4.14%,-3.29%,40.94%,29.32%,1.61%,7.79%,-7.70%,0.21%,-11.10%
19,Buyback Yield / Dilution,-,-,-,-,-,-,-,-,-,-20.94%,
20,Total Shareholder Return,9.35%,-,-,-,-,-,-,-,-,-,-20.94%
