,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+19 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+19 Quarters
0,Cash & Equivalents,161.29,179.59,199.87,151.6,157.28,179.39,277.99,287.73,363.4,334.66,563.54,305.66,257.6,425.78,152.76,181.46,220.13,238.37,329.54,320.68,Upgrade
1,Trading Asset Securities,4.03,-,1.06,10.29,14,0.18,0.01,-,-,-,-,-,-,-,-,-,0.1,0.1,-,-,Upgrade
2,Cash & Short-Term Investments,165.32,179.59,200.93,161.9,171.28,179.56,278,287.73,363.4,334.66,563.54,305.66,257.6,425.78,152.76,181.46,220.23,238.47,329.54,320.68,Upgrade
3,Cash Growth,-3.48%,0.01%,-27.72%,-43.73%,-52.87%,-46.34%,-50.67%,-5.87%,41.07%,-21.40%,268.90%,68.45%,16.97%,78.55%,-53.64%,-43.41%,-17.12%,-38.32%,3.24%,20.88%,Upgrade
4,Accounts Receivable,767.51,762.26,810.16,893.69,1037,1011,996.57,1033,1315,1349,1322,1382,1526,1502,1366,1495,1595,1515,1463,762.51,Upgrade
5,Other Receivables,258.67,297.42,276.44,307.38,275.69,299.21,281.85,294.37,152.59,278.48,145.4,296.99,232.88,211.04,258.48,229.39,209.44,208.14,237.14,244.41,Upgrade
6,Receivables,1026,1060,1087,1201,1313,1310,1278,1327,1468,1628,1468,1679,1759,1713,1625,1724,1804,1723,1700,1007,Upgrade
7,Inventory,230.34,221.84,181.2,159.63,210.91,206.13,230.77,239.74,288.4,239.14,135.78,105.95,104.78,82.2,80.3,74.45,93.09,92.19,85.73,993.34,Upgrade
8,Other Current Assets,87.04,99.9,133.09,104.87,149.15,113.51,164.64,59.85,241.09,78.75,300.74,132.42,109.52,118.17,100.26,83.03,80.34,81.68,63.41,64.25,Upgrade
9,Total Current Assets,1509,1561,1602,1627,1844,1810,1952,1914,2361,2280,2468,2223,2231,2339,1958,2063,2198,2135,2178,2385,Upgrade
10,"Property, Plant & Equipment",541.73,549.33,574.8,521.79,537.01,533.03,501.34,361.86,317.6,287.32,216.49,233.26,206.18,193.51,210.89,172.62,173.53,170.4,188.32,191.05,Upgrade
11,Long-Term Investments,95.04,95.04,94.74,101.67,238.51,238.51,254.08,255.83,278.72,96.66,156.63,96.63,97.55,95.76,94.5,188.67,193.84,194.98,190.82,191.03,Upgrade
12,Goodwill,7.21,7.21,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5,5,5,5,5,5,5,5,5,Upgrade
13,Other Intangible Assets,26.39,26.7,26.94,7.12,7.4,7.51,7.65,7.82,103.14,103.73,104.32,104.93,102.61,103.2,103.03,103.6,137.35,138,6.05,6.24,Upgrade
14,Long-Term Accounts Receivable,-,534.52,-,452.24,435.55,400.32,351.28,309.12,263.01,229.05,157,129.08,-,415.1,-,480.23,-,587.97,-,-,Upgrade
15,Long-Term Deferred Tax Assets,105.18,107.82,107.19,109.43,94.21,93.53,92.69,92.12,49.33,48.72,46.94,46.83,31.18,30.13,22.63,24.57,20.74,19.99,17.15,17.25,Upgrade
16,Long-Term Deferred Charges,4.97,5.1,5.57,5.3,5.61,4.69,4.96,4.65,3.47,3.33,3.46,3.59,3.44,3.58,13.17,18.16,20.63,21.4,21.58,22.65,Upgrade
17,Other Long-Term Assets,985.88,322.84,933.13,342.06,448.45,373.39,481.41,409.89,458.42,676.24,490.18,486.69,656.51,288.08,728.4,261.75,741.61,118.18,763.48,638.71,Upgrade
18,Total Assets,3275,3310,3350,3273,3617,3566,3651,3461,3840,3731,3648,3329,3333,3473,3136,3318,3491,3391,3371,3457,Upgrade
19,Accounts Payable,605.4,633.25,594.07,684,581.09,579.78,618.62,666.01,655.53,667,583.48,684.18,619.08,644.46,605.81,741.21,680.43,81.26,612.86,767.81,Upgrade
20,Accrued Expenses,15.73,16.3,16.5,19.38,9.43,10.53,13,16.59,9.42,13.3,7.13,6.62,6.04,7.11,5.73,7.53,5.32,512.57,4.47,7.09,Upgrade
21,Short-Term Debt,87.28,180.45,173.48,168.35,163.58,166.59,148.8,152.76,280.67,260.44,101.4,216.34,183.18,283.97,243.9,344.07,306.17,404.98,293.13,278.06,Upgrade
22,Current Portion of Long-Term Debt,-,74.26,133.66,77.61,100.57,42.08,77.23,39.39,75.37,39.21,325.07,311.02,331.37,305.98,127.27,63.04,121.76,24.1,167.18,31.39,Upgrade
23,Current Portion of Leases,-,22.34,-,25.94,-,29.15,-,33.71,-,25.19,-,6.31,-,39.78,-,79.4,-,98.77,-,90.7,Upgrade
24,Current Income Taxes Payable,1.48,0.01,2.13,-,1.17,0.06,0.75,1.35,0.45,0.07,0.61,2.28,3.09,5.2,7.12,2.15,2.91,0.08,5.03,5.27,Upgrade
25,Current Unearned Revenue,109.8,86.73,85.24,82.5,74.51,78.18,96.94,71.63,103.11,72.46,87.24,80.07,112.19,97.39,97.78,105.22,113.49,129.08,134.68,147.33,Upgrade
26,Other Current Liabilities,360.69,190.7,177.95,180.37,177.4,144.06,150.09,149.4,95.1,126.71,83.62,117.15,110.53,122.25,159.5,137.97,247.61,152.98,156.7,168.03,Upgrade
27,Total Current Liabilities,1180,1204,1183,1238,1108,1050,1105,1131,1220,1204,1189,1424,1365,1506,1247,1481,1478,1404,1374,1496,Upgrade
28,Long-Term Debt,818.39,813.53,827.54,751.37,803.8,802.45,808.91,649.16,675.03,634.56,636.59,212.11,190.61,195.19,456.12,460.95,494.27,484.09,491.97,447.81,Upgrade
29,Long-Term Leases,112.93,262.2,156.03,281.18,158.58,238.36,344.76,209.79,189.23,171.03,140.82,41,19.95,20.06,37.31,4,16.12,37.02,57.63,60.65,Upgrade
30,Long-Term Unearned Revenue,0.71,0.73,0.75,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.44,0.44,0.44,Upgrade
31,Long-Term Deferred Tax Liabilities,2.73,2.85,0.06,0.07,0.14,0.17,0.2,0.26,0.33,0.43,0.47,0.58,0.78,0.87,0.96,1.05,1.31,1.41,1.52,1.62,Upgrade
32,Other Long-Term Liabilities,281.03,158.72,309.03,167.5,285.37,181.3,33.59,36.79,38.28,44.67,38.94,39.59,14.25,15.24,10.51,10.51,-,-,-,-,Upgrade
33,Total Liabilities,2396,2442,2476,2438,2356,2273,2293,2027,2123,2055,2005,1717,1591,1737,1752,1957,1989,1927,1926,2006,Upgrade
34,Common Stock,290.15,290.15,290.15,290.15,290.15,290.15,290.15,290.15,290.15,290.15,290.15,290.15,290.15,290.15,241.8,241.8,241.8,241.8,241.8,241.8,Upgrade
35,Additional Paid-In Capital,932.35,932.35,931.77,931.77,932.32,932.32,931.9,931.9,931.76,931.67,930.23,930.16,931.36,931.34,585.65,585.65,585.3,585.3,585.3,585.3,Upgrade
36,Retained Earnings,-574.2,-570.03,-567.23,-576.26,-197.39,-172.74,-138.16,-81.85,230.84,220.22,220.35,197.55,351.32,375.48,417.51,412.3,567.12,564.85,576.14,583.57,Upgrade
37,Total Common Equity,648.3,652.46,654.69,645.66,1025,1050,1084,1140,1453,1442,1441,1418,1573,1597,1245,1240,1394,1392,1403,1411,Upgrade
38,Minority Interest,230.81,215.06,218.64,188.69,235.98,243.07,274.03,293.53,264.76,233.93,202.27,193.73,169.6,138.7,138.63,120.75,107.1,72.2,41.88,40.25,Upgrade
39,Shareholders' Equity,879.11,867.52,873.32,834.35,1261,1293,1358,1434,1717,1676,1643,1612,1742,1736,1384,1360,1501,1464,1445,1451,Upgrade
40,Total Liabilities & Equity,3275,3310,3350,3273,3617,3566,3651,3461,3840,3731,3648,3329,3333,3473,3136,3318,3491,3391,3371,3457,Upgrade
41,Total Debt,1019,1353,1291,1304,1227,1279,1380,1085,1220,1130,1204,786.78,725.1,844.97,864.6,951.46,938.32,1049,1010,908.62,Upgrade
42,Net Cash (Debt),-853.28,-1173,-1090,-1143,-1055,-1099,-1102,-797.09,-856.91,-795.78,-640.34,-481.12,-467.5,-419.19,-711.84,-770,-718.09,-810.48,-680.36,-587.94,Upgrade
43,Net Cash Per Share,-2.93,-4.06,-3.75,-3.94,-2.73,-5.68,-3.80,-8.24,-2.95,-2.74,-2.21,-1.66,-1.61,-1.74,-2.94,-3.18,-2.97,-3.35,-2.82,-2.43,Upgrade
44,Filing Date Shares Outstanding,290.15,290.15,290.15,290.15,290.15,290.15,290.15,290.15,290.15,290.15,290.15,290.15,290.15,290.15,241.8,241.8,241.8,241.8,241.8,241.8,Upgrade
45,Total Common Shares Outstanding,290.15,290.15,290.15,290.15,290.15,290.15,290.15,290.15,290.15,290.15,290.15,290.15,290.15,290.15,241.8,241.8,241.8,241.8,241.8,241.8,Upgrade
46,Working Capital,328.5,356.99,418.8,389.31,736.63,759.21,846.4,783.56,1141,1076,1279,798.86,865.53,832.64,710.86,582.38,720.32,731.2,804.27,889.5,Upgrade
47,Book Value Per Share,2.23,2.25,2.26,2.23,3.53,3.62,3.74,3.93,5.01,4.97,4.97,4.89,5.42,5.50,5.15,5.13,5.77,5.76,5.80,5.83,Upgrade
48,Tangible Book Value,614.7,618.55,622.18,632.98,1012,1037,1071,1127,1344,1333,1331,1308,1465,1489,1137,1131,1252,1249,1392,1399,Upgrade
49,Tangible Book Value Per Share,2.12,2.13,2.14,2.18,3.49,3.57,3.69,3.88,4.63,4.59,4.59,4.51,5.05,5.13,4.70,4.68,5.18,5.17,5.76,5.79,Upgrade
50,Buildings,-,160.53,-,98.24,-,98.24,-,7.96,-,7.96,-,176.46,-,162.88,-,162.88,-,162.88,-,177.84,Upgrade
51,Machinery,-,241,-,209.27,-,173.72,-,88.56,-,41.67,-,31.86,-,34.03,-,34.28,-,36.44,-,43.74,Upgrade
52,Construction In Progress,-,30.24,-,19.06,-,22.01,-,7.37,-,23.47,-,3.93,-,2.63,-,1.31,-,0.35,-,0.43,Upgrade
