,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,"Property, Plant & Equipment",9079,9252,9425,9548,9499,6746,6708,6645,6610,6609
1,Cash & Equivalents,1074,1079,959.28,1141,1144,734.09,628.49,355.32,993.61,1461
2,Accounts Receivable,30.05,2.54,19.99,12.7,29.35,19.65,32.19,16.59,50.75,6.55
3,Other Receivables,-,-,-,67.41,68.33,63.59,-,61.34,1.93,-
4,Other Current Assets,102.69,50.69,202.97,55.84,82.52,0.21,-,129.51,-,0.4
5,Other Long-Term Assets,3,4.07,-,-,50.07,-,-,-,-,-
6,Total Assets,10289,10388,10607,10824,10873,7564,7369,7207,7656,8078
7,Current Portion of Long-Term Debt,64.51,-,-,-,3802,2210,0.83,0.62,0.52,-
8,Long-Term Debt,4033,4054,4053,4053,-,-,2124,2012,2049,1888
9,Accounts Payable,54.34,49.14,48.5,50.94,44.52,19.36,19.75,18.99,25.44,7.65
10,Accrued Expenses,33.57,20.47,24.88,47.34,45.42,27.19,46.67,9.79,15.39,10.91
11,Current Income Taxes Payable,57.69,46.39,59.7,26.25,13.28,15.17,17.38,10.49,13.13,44.28
12,Current Unearned Revenue,22.12,14.55,10.11,7.36,67.53,3.8,4.85,8.35,0.6,1.88
13,Other Current Liabilities,352.49,268.72,256.8,333.21,383.42,207.5,165.12,207.2,798.94,1355
14,Long-Term Deferred Tax Liabilities,988.78,1047,1077,1110,1100,1074,1046,1030,1002,982.99
15,Other Long-Term Liabilities,-,7.09,25.42,1149,1137,-,-,-,-,-
16,Total Liabilities,5606,5507,5555,6777,6593,3557,3424,3298,3905,4290
17,Common Stock,3392,3392,3392,3392,3392,3392,3392,3392,3392,3392
18,Retained Earnings,-570.28,-379.1,-218.52,-112.14,127.95,235.96,173.83,138.66,-20.04,16.27
19,Comprehensive Income & Other,379.5,379.5,379.5,379.5,379.5,379.5,379.5,379.5,379.5,379.5
20,Total Common Equity,3201,3392,3553,3659,3899,4007,3945,3910,3751,3787
21,Minority Interest,1482,1489,1499,388.38,381.07,-,-,-,-,-
22,Shareholders' Equity,4682,4881,5052,4047,4280,4007,3945,3910,3751,3787
23,Total Liabilities & Equity,10289,10388,10607,10824,10873,7564,7369,7207,7656,8078
24,Total Debt,4097,4054,4053,4053,3802,2210,2125,2013,2049,1888
25,Net Cash / Debt,-3023,-2975,-3093,-2912,-2658,-1476,-1497,-1657,-1056,-426.26
26,Net Cash Per Share,-2.68,-2.64,-2.74,-2.58,-2.36,-1.31,-1.33,-1.47,-0.94,-
27,Filing Date Shares Outstanding,1128,1128,1128,1128,1128,1128,1128,1128,1128,1128
28,Total Common Shares Outstanding,1128,1128,1128,1128,1128,1128,1128,1128,1128,1128
29,Book Value Per Share,2.84,3.01,3.15,3.24,3.46,3.55,3.50,3.47,3.33,3.36
30,Tangible Book Value,3201,3392,3553,3659,3899,4007,3945,3910,3751,3787
31,Tangible Book Value Per Share,2.84,3.01,3.15,3.24,3.46,3.55,3.50,3.47,3.33,3.36
