,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Cash & Equivalents,96.99,77.39,101.14,103.18,70.92,58.03,69.06,61.91,42.99,35.72
1,Trading Asset Securities,0.31,0.45,0.12,0.11,1.76,-,1.05,0.65,0.48,-
2,Cash & Short-Term Investments,97.29,77.84,101.26,103.3,72.68,58.03,70.11,62.56,43.47,35.72
3,Cash Growth,-3.92%,-24.64%,39.34%,78.02%,3.66%,-7.25%,61.28%,75.16%,29.05%,18.03%
4,Accounts Receivable,384.6,324.82,309.06,319.69,326.35,293.96,225.63,204.33,224.1,216.71
5,Other Receivables,123.68,54.84,102.09,34.31,84.43,17.36,82.53,10.96,56.85,11.71
6,Receivables,508.27,379.66,411.15,354,410.78,311.32,308.16,215.29,280.95,228.42
7,Inventory,429.38,385.3,360.43,398.08,456.83,343.62,281.32,220.71,304.09,185.96
8,Other Current Assets,31.45,47.02,49,53.92,108.75,128.28,103.92,191.73,160,132.78
9,Total Current Assets,1066,889.82,921.84,909.29,1049,841.24,763.52,690.28,788.51,582.88
10,"Property, Plant & Equipment",854.52,829.55,794.12,742.39,595.72,509.01,372.97,328.58,277.44,270.81
11,Long-Term Investments,-,-,0.38,-,-,-,-,-,-,-
12,Long-Term Accounts Receivable,-,-,-,-,-,-,-,-,0.23,0.45
13,Long-Term Deferred Tax Assets,6.72,5.5,0.88,0.25,0.39,0.7,1.6,1.58,0.37,0.48
14,Other Long-Term Assets,0.99,0.83,11.25,10.64,0.69,0.9,0.65,1.32,0.6,0.63
15,Total Assets,1946,1742,1745,1679,1662,1367,1139,1022,1067,855.24
16,Accounts Payable,433.58,274.97,245.62,255.97,200.16,198.01,186.57,162.16,195.02,154.91
17,Accrued Expenses,-,-,-,53.72,-,48.78,-,33.66,-,23.85
18,Short-Term Debt,-,-,54.6,54.6,-,-,-,-,-,0.01
19,Current Portion of Long-Term Debt,584.9,471.91,500.03,341.08,500.24,453.91,343.36,398.18,418.3,311.99
20,Current Portion of Leases,4.75,4.77,5.99,4.88,4.41,4.89,3.82,4.53,5.98,5.71
21,Current Income Taxes Payable,2.76,1.92,5.94,5.45,12.43,4.24,4.15,0.88,0.45,2.4
22,Current Unearned Revenue,35.35,25.58,25.01,24.85,54.57,39.27,26.63,18.84,17.35,13.37
23,Other Current Liabilities,87.22,105.33,84.54,39.78,97.13,29.99,53.13,28,40.44,30.98
24,Total Current Liabilities,1149,884.48,921.72,780.33,868.93,779.08,617.65,646.24,677.54,543.21
25,Long-Term Debt,186.94,239.75,185.08,260.18,259.78,237.27,282.54,164.7,182.94,189.51
26,Long-Term Leases,2.37,1.89,3.61,2.69,4,3.93,3.83,4.84,5.87,6.19
27,Long-Term Deferred Tax Liabilities,25.71,26.7,32.08,32.81,21.76,7.96,0.5,0.47,1.49,1.77
28,Other Long-Term Liabilities,-,8.13,-,-,-,-,-,-,-,-
29,Total Liabilities,1364,1161,1142,1076,1154,1028,904.52,816.25,867.83,740.68
30,Common Stock,8.84,8.84,8.84,8.84,8.84,8.84,8.84,8.84,8.84,0.01
31,Additional Paid-In Capital,78.22,78.22,78.22,78.22,78.22,78.22,78.22,78.22,78.22,-
32,Retained Earnings,472.05,467.6,465.76,464.88,360.2,189.4,85.65,58.62,62.51,64.97
33,Treasury Stock,-23.02,-23.02,-,-,-,-,-,-,-,-
34,Comprehensive Income & Other,45.92,49.77,49.52,50.68,59.87,62.62,61.5,59.82,49.73,49.59
35,Shareholders' Equity,582.01,581.42,602.34,602.62,507.13,339.08,234.21,205.5,199.31,114.56
36,Total Liabilities & Equity,1946,1742,1745,1679,1662,1367,1139,1022,1067,855.24
37,Total Debt,778.96,718.32,749.3,663.43,768.43,700,633.55,572.24,613.09,513.41
38,Net Cash (Debt),-681.67,-640.48,-648.04,-560.14,-695.75,-641.98,-563.44,-509.68,-569.62,-477.69
39,Net Cash Per Share,-0.72,-0.67,-0.65,-0.56,-0.70,-0.64,-0.56,-0.51,-0.59,-0.64
40,Filing Date Shares Outstanding,939.82,1000,1000,1000,1000,1000,1000,1000,1000,750
41,Total Common Shares Outstanding,939.82,1000,1000,1000,1000,1000,1000,1000,1000,750
42,Working Capital,-82.15,5.34,0.12,128.97,180.11,62.16,145.87,44.04,110.97,39.67
43,Book Value Per Share,0.62,0.58,0.60,0.60,0.51,0.34,0.23,0.21,0.20,0.15
44,Tangible Book Value,582.01,581.42,602.34,602.62,507.13,339.08,234.21,205.5,199.31,114.56
45,Tangible Book Value Per Share,0.62,0.58,0.60,0.60,0.51,0.34,0.23,0.21,0.20,0.15
46,Buildings,-,245.44,-,219.37,-,97.36,-,87.76,-,86.53
47,Machinery,-,607.51,-,421.59,-,318.95,-,240.78,-,194.46
48,Construction In Progress,-,121.54,-,196.67,-,154,-,40.13,-,7.63
49,Leasehold Improvements,-,8.97,-,5.25,-,5.21,-,5.26,-,4.91
