,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Revenue,1790,1742,1476,1781,1598,1647,1186,1211,892.79,1031
1,Revenue Growth (YoY),21.28%,-2.19%,-7.63%,8.08%,34.77%,36.03%,32.82%,17.49%,-4.54%,-4.38%
2,Cost of Revenue,1596,1571,1310,1500,1221,1345,1012,1058,772.25,907.04
3,Gross Profit,194.5,170.41,166.57,280.81,377.09,302.31,173.8,152.73,120.54,123.74
4,"Selling, General & Admin",141.62,139.7,116.63,120.81,135.54,134.83,108.67,106.36,93.82,81.33
5,Research & Development,26.92,43.43,31.81,41.38,35.92,37.6,21.56,26.53,16.78,20.62
6,Operating Expenses,170.19,173.96,153.55,161.22,173.55,171.91,132.2,133.1,111.39,101.45
7,Operating Income,24.31,-3.54,13.02,119.59,203.54,130.4,41.6,19.64,9.15,22.29
8,Interest Expense,-19.9,-19.88,-19.33,-18.82,-18.17,-16.84,-12.99,-12.57,-13.69,-9.29
9,Interest & Investment Income,0.94,1.15,1.16,3.09,1.83,1.81,4.44,1.37,1.96,0.21
10,Earnings From Equity Investments,-,-0.41,-0.66,-,-,-,-,-,-,-
11,Currency Exchange Gain (Loss),-0.12,-8.27,9.18,2.38,12.87,-3.63,-1.78,-18.22,2.71,3.39
12,Other Non Operating Income (Expenses),1.1,11.59,1.54,2.07,0.77,0.24,1.73,1.75,0.75,-7.13
13,EBT Excluding Unusual Items,6.32,-19.36,4.91,108.32,200.83,111.98,33,-8.04,0.88,9.46
14,Gain (Loss) on Sale of Investments,-0.14,-0.05,0.01,0.32,-,-0.04,0.11,-,-,-
15,Gain (Loss) on Sale of Assets,-0.65,1.5,-0.78,-5.36,-3.78,-1.38,-3.85,-1.29,-2.2,0.16
16,Asset Writedown,-,-,-,-,-,-2.31,-,-,-,-
17,Other Unusual Items,1.41,5.94,1.05,5.68,2.03,6.38,2.16,2.99,1.02,4.15
18,Pretax Income,6.93,-11.97,5.18,108.95,199.08,114.62,31.42,-6.34,-0.31,13.78
19,Income Tax Expense,2.49,-13.81,4.3,5.13,28.28,10.95,4.39,-1.86,0.39,1.48
20,Net Income,4.45,1.84,0.88,103.82,170.8,103.68,27.04,-4.48,-0.7,12.3
21,Net Income to Common,4.45,1.84,0.88,103.82,170.8,103.68,27.04,-4.48,-0.7,12.3
22,Net Income Growth,404.77%,-98.22%,-99.48%,0.14%,531.79%,-,-,-,-,-8.52%
23,Shares Outstanding (Basic),949,950,1000,1000,1000,1000,1000,1001,971,750
24,Shares Outstanding (Diluted),949,950,1000,1000,1000,1000,1000,1001,971,750
25,Shares Change (YoY),-5.09%,-5.05%,-,-,-,-0.14%,2.95%,33.52%,29.51%,-
26,EPS (Basic),0.00,0.00,0.00,0.10,0.17,0.10,0.03,-0.00,-0.00,0.02
27,EPS (Diluted),0.00,0.00,0.00,0.10,0.17,0.10,0.03,-0.00,-0.00,0.02
28,EPS Growth,431.78%,-98.13%,-99.48%,0.14%,531.79%,-,-,-,-,-8.52%
29,Free Cash Flow,-27.81,29.12,-48.93,153.95,-194.24,-108.25,-229.27,-24.21,-189.1,41.49
30,Free Cash Flow Per Share,-0.03,0.03,-0.05,0.15,-0.19,-0.11,-0.23,-0.02,-0.19,0.06
31,Operating Margin,1.36%,-0.20%,0.88%,6.72%,12.74%,7.92%,3.51%,1.62%,1.02%,2.16%
32,Profit Margin,0.25%,0.11%,0.06%,5.83%,10.69%,6.29%,2.28%,-0.37%,-0.08%,1.19%
33,Free Cash Flow Margin,-1.55%,1.67%,-3.31%,8.65%,-12.15%,-6.57%,-19.33%,-2.00%,-21.18%,4.02%
34,EBITDA,60.48,-24.55,41.89,106.68,222.76,120.07,56.04,10.58,21.26,23.87
35,D&A For EBITDA,36.17,-21,28.88,-12.91,19.22,-10.33,14.44,-9.06,12.12,1.59
36,EBIT,24.31,-3.54,13.02,119.59,203.54,130.4,41.6,19.64,9.15,22.29
