,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Cash & Equivalents,196.53,192.42,220.91,252.19,539.39,677.23,747.91,771.69,924.39,820.79
1,Cash & Short-Term Investments,196.53,192.42,220.91,252.19,539.39,677.23,747.91,771.69,924.39,820.79
2,Cash Growth,-11.04%,-23.70%,-59.04%,-62.76%,-27.88%,-12.24%,-19.09%,-5.98%,151.45%,24.64%
3,Accounts Receivable,186.06,334.53,255.3,361.66,293.66,427.07,512.71,632.21,806.65,1033
4,Other Receivables,-,159.69,175.98,172.58,216.82,136.25,263.83,223.83,275.11,276.66
5,Receivables,186.06,494.22,431.28,534.24,510.48,563.32,776.54,856.04,1082,1309
6,Inventory,502.48,566.68,556.64,683.49,697.59,840.37,766.62,806.39,795.89,1071
7,Prepaid Expenses,-,29.38,21.97,22.83,22.71,29.88,55.69,44.9,41.18,37.17
8,Other Current Assets,1244,506.93,500.76,706.94,341.71,100.89,145.21,129.49,143.61,110.57
9,Total Current Assets,2129,1790,1732,2200,2112,2212,2492,2609,2987,3349
10,"Property, Plant & Equipment",499.12,512.61,488.07,528.44,582.24,533.17,438.07,415.02,350.18,420.62
11,Long-Term Investments,4.54,4.54,6.39,6.39,11.83,11.83,10.82,10.45,8,-
12,Other Intangible Assets,47.2,50.81,35.78,38.59,40.9,43.31,29.84,28.91,12.41,10.76
13,Long-Term Deferred Tax Assets,192.97,209.73,223.7,217.4,232.11,223.31,163.29,159.31,138.49,119.82
14,Other Long-Term Assets,230.59,446.95,534.97,529.65,1.21,-,-,-,-,-
15,Total Assets,3104,3014,3020,3520,2980,3023,3134,3222,3496,3900
16,Accounts Payable,277.64,374.64,279.1,439.37,172.03,474.92,319.03,621.15,399.58,886.19
17,Accrued Expenses,91.75,121.04,113.68,116.08,100.67,130.51,82.37,165.46,80.39,114.12
18,Short-Term Debt,1497,827.33,859.06,1141,621.7,263.85,400,46.46,553.38,68.19
19,Current Portion of Long-Term Debt,-,60.13,47.46,43.07,751.67,708.03,238.3,237.57,67.05,66.05
20,Current Portion of Leases,64.08,71.59,80.39,109.64,112.15,114.71,78.23,87.03,95.55,131.13
21,Current Income Taxes Payable,5.93,17.44,8.59,20.31,22.3,41.09,31.7,18.11,41.35,109.41
22,Current Unearned Revenue,49.56,21.2,36.95,49.05,71.19,63.99,56.68,50.85,57.74,57.13
23,Other Current Liabilities,116.95,282.5,118.6,197.04,132.66,229.97,122.98,245.8,204.65,318.58
24,Total Current Liabilities,2103,1776,1544,2115,1984,2027,1329,1472,1500,1751
25,Long-Term Debt,200.88,442.35,695.62,588.24,117.87,87.68,768.43,757.17,1022,1006
26,Long-Term Leases,61.59,47.84,49.78,88.88,124.8,128.79,125.38,126.4,80.47,101.94
27,Long-Term Deferred Tax Liabilities,22.84,36.65,39.94,39.08,40.17,39.31,39.31,51.51,1.81,4.72
28,Total Liabilities,2388,2303,2329,2832,2267,2283,2262,2408,2604,2863
29,Common Stock,8.34,8.34,8.34,8.34,8.34,8.34,8.34,8.34,8.34,8.34
30,Additional Paid-In Capital,734.67,734.67,734.67,734.67,734.67,734.67,734.67,734.67,734.67,734.67
31,Retained Earnings,-573.42,-580.24,-591.53,-621.43,-629.01,-634.76,-496.57,-545.08,-376.61,-243.73
32,Comprehensive Income & Other,545.44,548.03,537.97,562.81,593.33,625.06,624.53,616.39,527.05,538.91
33,Total Common Equity,715.04,710.8,689.46,684.4,707.34,733.32,870.98,814.33,893.45,1038
34,Minority Interest,0.74,0.77,1.85,4.08,5.61,7.16,0.6,0.38,-1.44,-1.77
35,Shareholders' Equity,715.78,711.57,691.3,688.48,712.95,740.47,871.58,814.71,892.01,1036
36,Total Liabilities & Equity,3104,3014,3020,3520,2980,3023,3134,3222,3496,3900
37,Total Debt,1823,1449,1732,1971,1728,1303,1610,1255,1818,1373
38,Net Cash (Debt),-1627,-1257,-1511,-1719,-1189,-625.83,-862.43,-482.94,-893.97,-552.52
39,Net Cash Per Share,-1.78,-1.38,-1.66,-1.88,-1.30,-0.69,-0.94,-0.53,-0.98,-0.58
40,Filing Date Shares Outstanding,950,950,950,950,950,950,950,950,950,950
41,Total Common Shares Outstanding,950,950,950,950,950,950,950,950,950,950
42,Working Capital,26.65,13.77,187.73,84.21,127.5,184.63,1163,1136,1487,1598
43,Book Value Per Share,0.75,0.75,0.73,0.72,0.74,0.77,0.92,0.86,0.94,1.09
44,Tangible Book Value,667.84,660,653.67,645.81,666.44,690.01,841.14,785.42,881.04,1027
45,Tangible Book Value Per Share,0.70,0.69,0.69,0.68,0.70,0.73,0.89,0.83,0.93,1.08
46,Buildings,-,281.8,-,-,-,-,-,-,-,-
47,Machinery,-,104.72,-,101.52,-,95.41,-,74.16,-,65.81
48,Construction In Progress,-,5.04,-,205.95,-,149.42,-,92.03,-,24.59
49,Leasehold Improvements,-,261,-,253.23,-,250.04,-,222.21,-,269.74
