,Fiscal Quarter,Current,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Dec '24 Dec 31, 2024","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020",+2 Quarters
0,Market Capitalization,15954,14780,15250,18065,22663,33409,31156,39274,46735,51614,32892,Upgrade
1,Market Cap Growth,-18.18%,-18.18%,-32.71%,-45.93%,-27.26%,-14.93%,-33.33%,-23.91%,42.08%,35.80%,1.15%,Upgrade
2,Enterprise Value,78492,77976,76123,68713,71648,74340,64306,68686,70133,74734,55627,Upgrade
3,Last Close Price,3.40,3.15,3.25,3.85,4.83,7.12,6.62,8.22,9.36,10.22,6.36,Upgrade
4,PE Ratio,16.16,14.97,18.91,-23.35,-,-,8.12,5.45,5.47,7.38,7.19,Upgrade
5,Forward PE,9.44,8.93,7.49,14.76,7.26,8.42,4.82,4.96,5.90,8.22,6.70,Upgrade
6,PS Ratio,0.24,0.22,0.24,0.29,0.37,0.48,0.41,0.49,0.63,0.81,0.58,Upgrade
7,PB Ratio,0.33,0.28,0.29,0.36,0.46,0.65,0.56,0.67,0.84,0.99,0.73,Upgrade
8,P/TBV Ratio,0.29,0.29,0.30,0.37,0.47,0.66,0.57,0.68,0.85,1.01,0.75,Upgrade
9,P/FCF Ratio,-,-,-,-,-,-,-,-,-,36.71,7.22,Upgrade
10,P/OCF Ratio,-,-,-17.87,-,3.03,11.54,-,12.45,-,8.86,3.35,Upgrade
11,PEG Ratio,-,-,-,-,-,-,-,0.44,0.44,0.44,0.76,Upgrade
12,EV/Sales Ratio,1.18,1.18,1.19,1.11,1.17,1.07,0.85,0.86,0.95,1.18,0.99,Upgrade
13,EV/EBITDA Ratio,11.47,13.08,11.64,15.05,33.46,21.60,8.21,5.92,5.16,6.17,5.94,Upgrade
14,EV/EBIT Ratio,24.21,33.00,25.64,157.93,-,-,14.75,8.50,6.77,8.12,8.16,Upgrade
15,EV/FCF Ratio,-,-,-,-,-,-,-,-,-,53.16,12.20,Upgrade
16,Debt / Equity Ratio,1.43,1.43,1.42,1.38,1.26,1.12,0.93,0.73,0.74,0.59,0.64,Upgrade
17,Debt / FCF Ratio,-,-,-,-,-,-,-,-,-,21.93,6.33,Upgrade
18,Return on Capital Employed (ROCE),2.75%,2.07%,2.58%,0.40%,-,-,4.19%,9.54%,12.62%,12.38%,9.89%,Upgrade
19,Earnings Yield,6.19%,8.27%,5.44%,-4.28%,-11.36%,-3.01%,12.31%,18.36%,18.27%,13.56%,13.90%,Upgrade
20,FCF Yield,-,-95.92%,-72.18%,-51.36%,-50.68%,-36.06%,-22.19%,-9.12%,2.72%,13.86%,Upgrade,
21,Dividend Yield,0.00%,-,-,-,-,-,1.77%,6.12%,5.52%,3.72%,5.52%,Upgrade
22,Buyback Yield / Dilution,-,-,-,-,-,-,-,-,-,-0.06%,Upgrade,
23,Total Shareholder Return,-,-,-,-,-,1.77%,6.12%,5.52%,3.72%,5.46%,Upgrade,
