,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+1 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+1 Quarters
0,Revenue,308.16,344.23,323.18,325.7,313.06,332.91,408.72,419.4,469.35,489.69,Upgrade
1,Revenue Growth (YoY),-4.65%,5.69%,3.23%,-2.17%,-23.40%,-20.62%,-12.92%,-14.35%,3.03%,-5.27%,Upgrade
2,Cost of Revenue,269.38,299.09,277.11,273.2,263.36,282.85,350.94,359.19,403.74,422.96,Upgrade
3,Gross Profit,38.78,45.14,46.06,52.5,49.71,50.06,57.78,60.21,65.61,66.73,Upgrade
4,"Selling, General & Admin",63.2,68.33,69.68,69,76.83,84.32,81.46,84.32,79.16,97.29,Upgrade
5,Other Operating Expenses,-8.19,-10.9,-11.98,-7.68,-15.01,-10.31,-17.34,-16.55,-15.47,-19.48,Upgrade
6,Operating Expenses,55.6,57.6,58.17,60.62,61.84,72.85,65.08,69.27,63.69,77.81,Upgrade
7,Operating Income,-16.82,-12.46,-12.11,-8.12,-12.14,-22.79,-7.3,-9.06,1.92,-11.08,Upgrade
8,Interest Expense,-2.26,-1.93,-2.48,-1.89,-2.75,-4.71,-5.88,-6.56,-4.93,-3.79,Upgrade
9,Interest & Investment Income,0.13,0.1,0.19,0.36,0.43,1.02,0.96,0.79,1.21,1.55,Upgrade
10,Currency Exchange Gain (Loss),-,0.08,-,0.06,-,-0.06,-,0.09,-,0.03,Upgrade
11,Other Non Operating Income (Expenses),-,-0.31,0.45,-1.65,-,-,-,-,-,-,Upgrade
12,EBT Excluding Unusual Items,-18.95,-14.52,-13.94,-11.25,-14.45,-26.55,-12.21,-14.73,-1.81,-13.3,Upgrade
13,Impairment of Goodwill,-,-,-,-,-,-,-,-,-,-2.96,Upgrade
14,Gain (Loss) on Sale of Assets,0.09,-0.39,0.39,-,-,0.68,-,0.04,-,0.04,Upgrade
15,Asset Writedown,-,-,-,-0.4,-,-0.01,-,-0.56,-,-1.12,Upgrade
16,Other Unusual Items,0.18,0.2,0.81,1.03,0.18,0.16,0.27,0.81,-,-,Upgrade
17,Pretax Income,-18.68,-14.71,-12.75,-10.63,-14.28,-25.72,-11.95,-14.44,-1.81,-17.34,Upgrade
18,Income Tax Expense,0.07,-0.78,0,0.03,-,0.59,-,-0.35,0.57,-0.66,Upgrade
19,Earnings From Continuing Operations,-18.75,-13.93,-12.75,-10.66,-14.28,-26.31,-11.95,-14.09,-2.38,-16.69,Upgrade
20,Minority Interest in Earnings,0.15,-0.2,0.13,-0.05,-0.02,0.13,0.09,0.08,-0.11,-0.52,Upgrade
21,Net Income,-18.6,-14.13,-12.62,-10.7,-14.3,-26.18,-11.86,-14.01,-2.49,-17.21,Upgrade
22,Net Income to Common,-18.6,-14.13,-12.62,-10.7,-14.3,-26.18,-11.86,-14.01,-2.49,-17.21,Upgrade
23,Shares Outstanding (Basic),290,290,290,290,290,290,290,290,290,290,Upgrade
24,Shares Outstanding (Diluted),290,290,290,290,290,290,290,290,290,290,Upgrade
25,EPS (Basic),-0.06,-0.05,-0.04,-0.04,-0.05,-0.09,-0.04,-0.05,-0.01,-0.06,Upgrade
26,EPS (Diluted),-0.06,-0.05,-0.04,-0.04,-0.05,-0.09,-0.04,-0.05,-0.01,-0.06,Upgrade
27,Free Cash Flow,-8.77,6.94,4.34,13.12,25.04,44.63,5.87,39.36,-21.45,22.33,Upgrade
28,Free Cash Flow Per Share,-0.03,0.02,0.01,0.05,0.09,0.15,0.02,0.14,-0.07,0.08,Upgrade
29,Operating Margin,-5.46%,-3.62%,-3.75%,-2.49%,-3.88%,-6.85%,-1.78%,-2.16%,0.41%,-2.26%,Upgrade
30,Profit Margin,-6.03%,-4.11%,-3.91%,-3.29%,-4.57%,-7.87%,-2.90%,-3.34%,-0.53%,-3.51%,Upgrade
31,Free Cash Flow Margin,-2.85%,2.02%,1.34%,4.03%,8.00%,13.40%,1.44%,9.38%,-4.57%,4.56%,Upgrade
32,EBITDA,-13.08,-8.18,-8.22,-3.4,-7.39,-15.51,-1.86,-3.25,8.05,-4.89,Upgrade
33,D&A For EBITDA,3.73,4.29,3.88,4.72,4.74,7.29,5.44,5.81,6.13,6.2,Upgrade
34,EBIT,-16.82,-12.46,-12.11,-8.12,-12.14,-22.79,-7.3,-9.06,1.92,-11.08,Upgrade
