,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+1 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+1 Quarters
0,Market Capitalization,160,165,267,299,320,336,405,453,368,496,555,Upgrade
1,Market Cap Growth,-44.64%,-44.64%,-16.67%,-11.11%,-21.05%,-25.88%,10.14%,-8.60%,-33.65%,-9.71%,-1.89%,Upgrade
2,Enterprise Value,600,494,663,659,602,650,698,839,609,832,946,Upgrade
3,Last Close Price,0.30,0.31,0.47,0.53,0.52,0.55,0.62,0.69,0.53,0.72,0.77,Upgrade
4,PE Ratio,-,-27.05,-,5.42,5.16,5.49,3.52,2.79,2.69,3.61,3.71,Upgrade
5,PS Ratio,0.02,0.02,0.03,0.03,0.03,0.03,0.03,0.04,0.04,0.06,0.07,Upgrade
6,PB Ratio,0.09,0.09,0.15,0.17,0.17,0.18,0.21,0.24,0.20,0.31,0.35,Upgrade
7,P/TBV Ratio,0.10,0.10,0.16,0.18,0.19,0.19,0.22,0.26,0.22,0.33,0.37,Upgrade
8,P/FCF Ratio,5.78,-,2.11,-119.40,-,4.70,2.16,2.13,-3.32,-,6.01,Upgrade
9,P/OCF Ratio,5.15,-,1.87,10.58,-,2.80,1.66,1.79,-4.09,-,5.35,Upgrade
10,EV/Sales Ratio,0.07,0.06,0.07,0.07,0.06,0.06,0.06,0.07,0.06,0.10,0.12,Upgrade
11,EV/EBITDA Ratio,10.29,9.07,8.11,4.40,4.04,3.81,2.52,2.59,1.97,3.09,3.36,Upgrade
12,EV/EBIT Ratio,21.99,18.11,-,5.27,4.86,4.57,2.76,2.71,2.07,3.24,3.51,Upgrade
13,EV/FCF Ratio,21.69,-,5.24,-263.39,-,9.09,3.72,3.93,-5.50,-,10.25,Upgrade
14,Debt / Equity Ratio,0.37,0.37,0.41,0.42,0.41,0.41,0.42,0.42,0.45,0.39,0.38,Upgrade
15,Debt / FCF Ratio,23.72,-,5.80,-302.01,-,10.96,4.45,3.76,-7.34,-,6.64,Upgrade
16,Return on Capital Employed (ROCE),1.44%,1.44%,-,6.41%,6.07%,6.81%,11.58%,14.53%,14.55%,14.44%,15.25%,Upgrade
17,Earnings Yield,-3.82%,-3.70%,4.37%,18.46%,19.38%,18.23%,28.41%,35.81%,37.22%,27.69%,26.97%,Upgrade
18,FCF Yield,17.29%,16.74%,47.42%,-0.84%,14.33%,21.29%,46.27%,47.03%,-30.08%,-4.18%,16.64%,Upgrade
19,Total Shareholder Return,6.67%,-,-,-,-,-,-,-,-,-,-,Upgrade
