,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Market Capitalization,132975,112091,103140,95469,84814,87655,81688,85098,83961,83109,93054,94332,101293,103850,116494,124875,111379,115641,117914,117062,134820,Upgrade
1,Market Cap Growth,27.88%,27.88%,26.26%,12.19%,1.02%,5.47%,-12.21%,-9.79%,-17.11%,-19.97%,-20.12%,-24.46%,-9.06%,-10.20%,-1.20%,6.67%,-17.39%,-12.94%,-8.95%,-10.58%,10.25%,Upgrade
2,Last Close Price,9.36,7.63,7.02,6.10,5.41,5.60,5.22,5.08,5.01,4.96,5.21,5.28,5.67,5.82,6.20,6.65,5.93,6.16,6.01,5.97,6.88,Upgrade
3,PE Ratio,6.73,5.10,4.72,4.37,3.90,4.09,3.82,3.97,3.95,3.86,4.35,4.43,4.82,4.84,5.55,6.19,5.61,6.44,5.99,6.01,7.00,Upgrade
4,PS Ratio,3.35,2.83,2.61,2.43,2.20,2.28,2.16,2.28,2.30,2.23,2.56,2.59,2.80,2.91,3.37,3.76,3.44,3.88,3.62,3.58,4.14,Upgrade
5,PB Ratio,0.54,0.45,0.42,0.39,0.35,0.38,0.36,0.38,0.38,0.38,0.44,0.45,0.49,0.52,0.59,0.64,0.58,0.62,0.64,0.64,0.76,Upgrade
6,P/FCF Ratio,2.10,1.77,-,14.47,29.38,-,-,-35.51,3.43,-,-9.95,2.86,-,-,-4.62,-,-,-,9.88,4.94,-15.54,Upgrade
7,P/OCF Ratio,1.74,1.74,-,12.44,20.99,-,-,-53.31,3.33,-,-11.25,2.78,-,-,-4.85,-,-,-,9.34,4.79,-17.00,Upgrade
8,Debt / Equity Ratio,3.10,3.10,3.04,2.65,2.87,2.66,2.61,2.42,2.45,2.62,2.44,2.46,2.17,2.31,2.50,2.52,2.61,2.62,2.43,2.50,2.47,Upgrade
9,Debt / FCF Ratio,12.13,12.13,-,98.68,238.04,-,-,-228.94,22.20,-,-55.27,15.79,-,-,-19.49,-,-,-,37.23,19.27,-50.51,Upgrade
10,Return on Equity (ROE),7.50%,11.08%,10.15%,8.82%,7.82%,11.93%,10.80%,9.34%,8.38%,12.89%,11.23%,10.63%,8.79%,13.73%,11.52%,12.35%,8.48%,12.90%,11.65%,8.97%,Upgrade,
11,Return on Assets (ROA),0.57%,0.85%,0.79%,0.68%,0.59%,0.91%,0.83%,0.71%,0.63%,0.98%,0.87%,0.82%,0.66%,1.04%,0.89%,0.95%,0.65%,1.01%,0.93%,0.71%,Upgrade,
12,Earnings Yield,16.53%,20.33%,21.99%,23.73%,26.58%,25.62%,27.47%,26.41%,26.54%,27.15%,24.11%,23.68%,21.76%,21.64%,18.91%,16.98%,18.75%,16.42%,17.57%,17.53%,15.06%,Upgrade
13,FCF Yield,47.58%,56.45%,4.16%,6.91%,3.40%,-24.06%,-22.45%,-2.82%,29.18%,-16.14%,-10.05%,35.02%,-11.86%,6.16%,-21.65%,-31.04%,10.18%,16.45%,10.12%,20.24%,-6.43%,Upgrade
14,Dividend Yield,5.98%,-,10.55%,-,8.49%,-,-,-,7.99%,-,-,-,7.05%,-,-,-,6.74%,-,-,-,5.82%,Upgrade
15,Payout Ratio,32.13%,11.88%,87.46%,0.01%,-,11.79%,75.48%,0.01%,-,126.04%,-,0.06%,-,130.41%,0.01%,0.10%,-,-,-,0.03%,-,Upgrade
16,Buyback Yield / Dilution,-57.18%,-0.00%,-0.80%,0.84%,0.98%,5.74%,-1.36%,-0.53%,-1.99%,1.04%,0.42%,-5.39%,-19.91%,-7.36%,-15.20%,-6.04%,-0.54%,0.54%,-0.37%,0.37%,0.40%,Upgrade
17,Total Shareholder Return,-51.20%,-0.00%,9.74%,0.84%,9.48%,5.74%,-1.36%,-0.53%,6.00%,1.04%,0.42%,-5.39%,-12.86%,-7.36%,-15.20%,-6.04%,6.20%,0.54%,-0.37%,0.37%,6.21%,Upgrade
