,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Operating Revenue,2478,2810,3180,3234,3381,3460,3588,4024,3158,3488,Upgrade
1,Other Revenue,347,397,387,852,73,338,62,259,176,418,Upgrade
2,Revenue,2825,3207,3567,4086,3454,3798,3650,4283,3334,3906,Upgrade
3,Revenue Growth (YoY),-20.80%,-21.51%,3.27%,7.58%,-5.37%,-11.32%,9.48%,9.65%,-18.32%,3.39%,Upgrade
4,Cost of Revenue,1760,1990,1942,2087,1935,2462,1796,2030,1584,1905,Upgrade
5,Gross Profit,1065,1217,1625,1999,1519,1336,1854,2253,1750,2001,Upgrade
6,Operating Expenses,158,160,165,161,181,203,166,260,135,175,Upgrade
7,Operating Income,907,1057,1460,1838,1338,1133,1688,1993,1615,1826,Upgrade
8,Interest Expense,-415,-584,-370,-408,-237,-269,-186,-157,-144,-513,Upgrade
9,Earnings From Equity Investments,3977,2972,3286,2223,3303,3811,1665,3523,1910,3336,Upgrade
10,Currency Exchange Gain (Loss),108,439,133,-170,281,28,161,-340,-51,38,Upgrade
11,Other Non Operating Income (Expenses),-,185,-,126,-,72,-,-,-,363,Upgrade
12,EBT Excluding Unusual Items,4577,4069,4509,3609,4685,4775,3328,5019,3330,5050,Upgrade
13,Asset Writedown,-,-,-,-,-,12,-,-2,-,16,Upgrade
14,Other Unusual Items,-219,-219,-219,-219,-219,-211,-223,-398,-398,-398,Upgrade
15,Pretax Income,4358,3850,4290,3390,4466,4576,3105,4619,2932,4668,Upgrade
16,Income Tax Expense,53,69,50,68,53,79,82,131,57,84,Upgrade
17,Earnings From Continuing Operations,4305,3781,4240,3322,4413,4497,3023,4488,2875,4584,Upgrade
18,Minority Interest in Earnings,6,7,-1,17,-4,7,-12,-28,-15,-21,Upgrade
19,Net Income,4311,3788,4239,3339,4409,4504,3011,4460,2860,4563,Upgrade
20,Net Income to Common,4311,3788,4239,3339,4409,4504,3011,4460,2860,4563,Upgrade
21,Net Income Growth,1.70%,13.45%,-3.86%,-25.87%,46.43%,0.99%,5.28%,-2.26%,-51.88%,1.38%,Upgrade
22,Shares Outstanding (Basic),2520,2520,2520,2520,2520,2520,2520,2520,2520,2520,Upgrade
23,Shares Outstanding (Diluted),2520,2520,2520,2520,2520,2520,2520,2520,2520,2520,Upgrade
24,EPS (Basic),1.71,1.50,1.68,1.33,1.75,1.79,1.20,1.77,1.14,1.81,Upgrade
25,EPS (Diluted),1.71,1.50,1.68,1.33,1.75,1.79,1.20,1.77,1.14,1.81,Upgrade
26,EPS Growth,1.70%,13.45%,-3.86%,-25.87%,46.43%,0.99%,5.28%,-2.26%,-51.88%,1.38%,Upgrade
27,Free Cash Flow,641,1839,1686,675,569,1228,1464,1927,695,742,Upgrade
28,Free Cash Flow Per Share,0.25,0.73,0.67,0.27,0.23,0.49,0.58,0.76,0.28,0.29,Upgrade
29,Dividend Per Share,0.720,1.850,0.710,1.830,0.700,1.810,0.690,1.790,0.680,1.780,Upgrade
30,Dividend Growth,1.41%,1.09%,1.43%,1.10%,1.45%,1.12%,1.47%,0.56%,0%,1.71%,Upgrade
31,Operating Margin,32.11%,32.96%,40.93%,44.98%,38.74%,29.83%,46.25%,46.53%,48.44%,46.75%,Upgrade
32,Profit Margin,152.60%,118.12%,118.84%,81.72%,127.65%,118.59%,82.49%,104.13%,85.78%,116.82%,Upgrade
33,Free Cash Flow Margin,22.69%,57.34%,47.27%,16.52%,16.47%,32.33%,40.11%,44.99%,20.85%,19.00%,Upgrade
34,EBITDA,1065,1171,1625,1953,1519,1284,1854,2217,1750,1969,Upgrade
35,D&A For EBITDA,158,114,165,115,181,151,166,224,135,143,Upgrade
36,EBIT,907,1057,1460,1838,1338,1133,1688,1993,1615,1826,Upgrade
