,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,199672,194081,241968,302536,289920,265228,368048,383668,370442,304078,387413,Upgrade
1,Market Cap Growth,-35.85%,-35.85%,-16.54%,14.07%,-21.23%,-30.87%,-0.65%,26.17%,-4.38%,-31.08%,7.22%,Upgrade
2,Enterprise Value,204074,201820,238836,305106,287346,266756,382650,515928,452875,411613,500002,Upgrade
3,PE Ratio,29.16,28.34,18.21,26.72,-36.92,-,-23.11,-,22.56,274.36,-,Upgrade
4,PS Ratio,2.27,2.27,2.81,3.51,4.69,1.97,1.78,1.52,1.32,0.69,0.53,Upgrade
5,PB Ratio,1.44,1.44,1.72,2.23,2.20,2.08,2.73,3.05,2.16,2.03,2.53,Upgrade
6,P/FCF Ratio,14.75,14.75,-,65.32,-,44.83,-,89.50,-,-15.81,-,Upgrade
7,P/OCF Ratio,14.30,14.30,-,61.38,-,43.05,-,84.31,-,-16.37,-,Upgrade
8,EV/Sales Ratio,2.35,2.36,2.77,3.53,4.65,1.98,1.85,2.05,1.61,0.94,0.68,Upgrade
9,EV/EBITDA Ratio,7.15,6.87,7.31,8.54,19.02,-,14.42,18.32,19.09,23.16,22.35,Upgrade
10,EV/EBIT Ratio,8.34,7.73,8.14,9.80,23.78,-,16.06,18.57,19.42,26.77,25.19,Upgrade
11,EV/FCF Ratio,15.51,15.34,-,65.88,-,45.08,-,120.35,-,-21.41,-,Upgrade
12,Debt / Equity Ratio,0.32,0.32,0.31,0.31,0.33,0.36,0.42,0.47,0.85,0.92,0.87,Upgrade
13,Debt / FCF Ratio,3.24,3.24,-,9.08,-,7.85,-,13.94,-,-7.19,-,Upgrade
14,Return on Capital Employed (ROCE),1.91%,1.91%,2.16%,2.40%,0.97%,-,1.53%,0.68%,0.58%,0.43%,0.56%,Upgrade
15,Earnings Yield,3.43%,3.53%,5.49%,3.74%,-2.71%,1.36%,-4.33%,-4.87%,4.43%,0.36%,1.57%,Upgrade
16,Earnings Yield,3.43%,3.53%,5.49%,3.74%,-2.71%,1.36%,-4.33%,-4.87%,4.43%,0.36%,1.57%,Upgrade
17,FCF Yield,6.59%,6.78%,2.54%,1.53%,2.81%,2.23%,-0.38%,1.12%,4.00%,-6.32%,-10.80%,Upgrade
18,Dividend Yield,2.20%,2.35%,1.87%,1.45%,1.39%,1.52%,1.06%,0.90%,0.95%,2.33%,2.74%,Upgrade
19,Buyback Yield / Dilution,-0.38%,-0.11%,-0.66%,-0.15%,-3.05%,-5.19%,-2.19%,-0.19%,-0.27%,-0.46%,-0.50%,Upgrade
20,Total Shareholder Return,1.82%,2.24%,1.21%,1.31%,-1.66%,-3.67%,-1.13%,0.71%,0.68%,1.86%,2.24%,Upgrade
