,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Premiums & Annuity Revenue,4961,4780,4591,4390,4159,11750,10623,10874,10996,23073,Upgrade
1,Total Interest & Dividend Income,221,9064,675,-27148,-2165,2124,738,9560,4202,17682,Upgrade
2,Gain (Loss) on Sale of Investments,-,-22,-,-7,62,647,-,-,-,-,Upgrade
3,Other Revenue,143,-8203,153,28360,271,310,331,310,305,442,Upgrade
4,Total Revenue,5325,5619,5419,5595,2327,14831,11692,20744,15503,41197,Upgrade
5,Revenue Growth (YoY),-1.73%,0.43%,132.87%,-62.27%,-80.10%,-28.50%,-24.58%,-49.65%,-70.49%,167.02%,Upgrade
6,Policy Benefits,3890,967,3572,1018,2901,11163,7748,16860,11728,36457,Upgrade
7,Policy Acquisition & Underwriting Costs,-,2745,-,2453,-,745,839,925,846,953,Upgrade
8,"Selling, General & Administrative",-,-,-,-,-,1660,1465,1002,1431,2758,Upgrade
9,Other Operating Expenses,-,-,-,-,-,-173,21,-2,449,94,Upgrade
10,Total Operating Expenses,3890,3712,3572,3471,2901,13395,10073,18785,14454,40262,Upgrade
11,Operating Income,1435,1907,1847,2124,-574,1436,1619,1959,1049,935,Upgrade
12,Interest Expense,-85,-378,-85,-360,-103,-167,-164,-163,-153,-223,Upgrade
13,Earnings From Equity Investments,-243,-18,-73,-31,-54,173,179,384,133,260,Upgrade
14,Currency Exchange Gain (Loss),-,4,-,-525,-,-,-,-,-,-,Upgrade
15,Other Non Operating Income (Expenses),-532,-486,-446,-404,-592,-,-,-10,-,-,Upgrade
16,EBT Excluding Unusual Items,575,1029,1243,804,-1323,1442,1634,2170,1029,972,Upgrade
17,Merger & Restructuring Charges,-,-,-,-,-,77,-77,97,-97,30,Upgrade
18,Other Unusual Items,-69,-,-,-,-,-2,-56,-20,-,-159,Upgrade
19,Pretax Income,506,1029,1243,804,-1323,1517,1501,2247,932,843,Upgrade
20,Income Tax Expense,324,264,296,296,182,373,431,401,310,48,Upgrade
21,Earnings From Continuing Ops.,182,765,947,508,-1505,1144,1070,1846,622,795,Upgrade
22,Earnings From Discontinued Ops.,-,-,-,-,-,839,-5073,-252,-88,-1161,Upgrade
23,Net Income to Company,182,765,947,508,-1505,1983,-4003,1594,534,-366,Upgrade
24,Minority Interest in Earnings,-62,-8,-3,-7,-3,-15,-7,12,-22,-3,Upgrade
25,Net Income,120,757,944,501,-1508,1968,-4010,1606,512,-369,Upgrade
26,Net Income to Common,120,757,944,501,-1508,1968,-4010,1606,512,-369,Upgrade
27,Net Income Growth,-87.29%,51.10%,-,-74.54%,-,22.54%,-,-,-55.56%,-,Upgrade
28,Shares Outstanding (Basic),2740,2742,2740,2736,2736,2655,2601,2598,2596,2591,Upgrade
29,Shares Outstanding (Diluted),2743,2754,2740,2736,2736,2655,2601,2598,2596,2591,Upgrade
30,Shares Change (YoY),0.11%,0.66%,0.15%,3.05%,5.19%,2.19%,0.19%,0.27%,0.46%,0.50%,Upgrade
31,EPS (Basic),0.04,0.28,0.34,0.18,-0.55,0.74,-1.54,0.62,0.20,-0.14,Upgrade
32,EPS (Diluted),0.04,0.27,0.34,0.18,-0.55,0.74,-1.54,0.62,0.20,-0.14,Upgrade
33,EPS Growth,-87.29%,49.83%,-,-75.30%,-,19.91%,-,-,-55.81%,-,Upgrade
34,Free Cash Flow,2146,-461,1249,-658,1702,-948,767,-215,2124,-4605,Upgrade
35,Free Cash Flow Per Share,0.78,-0.17,0.46,-0.24,0.62,-0.36,0.29,-0.08,0.82,-1.78,Upgrade
36,Dividend Per Share,0.068,0.142,0.063,0.130,0.057,0.119,0.054,0.107,0.054,0.260,Upgrade
37,Dividend Growth,9.27%,8.97%,9.06%,9.95%,6.89%,10.53%,0%,-58.68%,-73.53%,-40.26%,Upgrade
38,Operating Margin,26.95%,33.94%,34.08%,37.96%,-24.67%,9.68%,13.85%,9.44%,6.77%,2.27%,Upgrade
39,Profit Margin,2.25%,13.47%,17.42%,8.95%,-64.80%,13.27%,-34.30%,7.74%,3.30%,-0.90%,Upgrade
40,Free Cash Flow Margin,40.30%,-8.20%,23.05%,-11.76%,73.14%,-6.39%,6.56%,-1.04%,13.70%,-11.18%,Upgrade
41,EBITDA,1640,2120,2063,2494,-556,1762,1642,1985,1075,1218,Upgrade
42,D&A For EBITDA,205,213,216,370,18,326,23,26,26,283,Upgrade
43,EBIT,1435,1907,1847,2124,-574,1436,1619,1959,1049,935,Upgrade
44,Revenue as Reported,-,-,-,-,-,14808,11692,20744,15503,41197,Upgrade
