,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+1 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+1 Quarters
0,Revenue,360.5,455.65,440.01,509.96,450.01,454.8,440.84,388.76,285.45,350.02,Upgrade
1,Revenue Growth (YoY),-18.07%,-10.65%,-2.22%,12.13%,2.08%,16.99%,54.43%,11.07%,-28.88%,-15.85%,Upgrade
2,Cost of Revenue,187.27,249.01,233.18,238.77,215.79,163.84,182.48,182.53,157.56,157.54,Upgrade
3,Gross Profit,173.23,206.63,206.83,271.19,234.23,290.95,258.36,206.23,127.9,192.49,Upgrade
4,"Selling, General & Admin",149.82,169.6,216.39,223.36,224.75,198.15,164.89,134.52,103.28,135.01,Upgrade
5,Operating Expenses,149.82,171.34,216.39,224.87,224.78,189.27,176.76,135.13,103.44,135.66,Upgrade
6,Operating Income,23.41,35.3,-9.57,46.32,9.45,101.69,81.6,71.1,24.46,56.82,Upgrade
7,Interest Expense,-1.51,-1.5,-1.56,-1.74,-1.76,-2.31,-2.28,-0.7,-0.92,-0.7,Upgrade
8,Interest & Investment Income,3.01,2.04,1.48,0.52,0.57,0.23,0.13,0.19,0.18,0.08,Upgrade
9,Earnings From Equity Investments,-,-,-,-,-,-,-,-,-,-0,Upgrade
10,Currency Exchange Gain (Loss),-0.11,-4.69,2.58,2.84,-8.56,-0.2,-1.42,-0.33,2.05,-3.49,Upgrade
11,Other Non Operating Income (Expenses),0.26,0.84,1,2.26,8.07,0.47,0.84,-0.15,1.39,-1.28,Upgrade
12,EBT Excluding Unusual Items,25.05,31.99,-6.07,50.19,7.77,99.87,78.86,70.1,27.15,51.43,Upgrade
13,Merger & Restructuring Charges,-,-,-,12.32,-54.56,-30.19,-,-,-,-,Upgrade
14,Gain (Loss) on Sale of Investments,-,0.51,-,-3.48,14.61,4.18,-,-,-,-,Upgrade
15,Gain (Loss) on Sale of Assets,0.02,-0.04,-0.83,-,-,-0.02,0.68,-0.13,-0.02,-0.08,Upgrade
16,Asset Writedown,-0.02,8.16,-0.91,4.2,-13.32,-2.65,-,-,-,-,Upgrade
17,Other Unusual Items,-,-0.07,0.07,-,-,-8.69,-,-4.02,-,-,Upgrade
18,Pretax Income,25.05,40.55,-7.74,63.23,-45.5,62.51,79.54,65.96,27.13,51.34,Upgrade
19,Income Tax Expense,4.82,8.26,2.25,3.61,19.2,25.32,16.56,16.26,6.25,13.09,Upgrade
20,Net Income,20.24,32.29,-9.98,59.62,-64.69,37.19,62.97,49.7,20.89,38.26,Upgrade
21,Net Income to Common,20.24,32.29,-9.98,59.62,-64.69,37.19,62.97,49.7,20.89,38.26,Upgrade
22,Net Income Growth,-,-45.84%,-,60.31%,-,-25.16%,201.47%,29.90%,-24.09%,-15.11%,Upgrade
23,Shares Outstanding (Basic),2054,2054,2054,2054,2054,2054,2052,2043,2028,2023,Upgrade
24,Shares Outstanding (Diluted),2055,2056,2054,2054,2054,2060,2058,2054,2040,2060,Upgrade
25,Shares Change (YoY),0.03%,0.08%,0.00%,-0.28%,-0.18%,0.27%,0.86%,-0.26%,0.30%,-0.53%,Upgrade
26,EPS (Basic),0.01,0.02,-0.00,0.03,-0.03,0.02,0.03,0.02,0.01,0.02,Upgrade
27,EPS (Diluted),0.01,0.02,-0.00,0.03,-0.03,0.02,0.03,0.02,0.01,0.02,Upgrade
28,EPS Growth,-,-45.79%,-,60.16%,-,-25.34%,199.99%,30.61%,-24.44%,-14.71%,Upgrade
29,Free Cash Flow,22.28,66.17,2.26,-7.81,-74.24,73.22,48.36,81.49,97.3,39.58,Upgrade
30,Free Cash Flow Per Share,0.01,0.03,0.00,-0.00,-0.04,0.04,0.02,0.04,0.05,0.02,Upgrade
31,Dividend Per Share,0.002,-,-,-,-,-,-,-,-,-,Upgrade
32,Operating Margin,6.49%,7.75%,-2.17%,9.08%,2.10%,22.36%,18.51%,18.29%,8.57%,16.23%,Upgrade
33,Profit Margin,5.61%,7.09%,-2.27%,11.69%,-14.38%,8.18%,14.29%,12.78%,7.32%,10.93%,Upgrade
34,Free Cash Flow Margin,6.18%,14.52%,0.51%,-1.53%,-16.50%,16.10%,10.97%,20.96%,34.08%,11.31%,Upgrade
35,EBITDA,30.96,39.21,-1.28,57.65,14.96,104.79,84.69,74.29,27.8,60.05,Upgrade
36,D&A For EBITDA,7.55,3.91,8.29,11.33,5.51,3.1,3.09,3.19,3.34,3.23,Upgrade
37,EBIT,23.41,35.3,-9.57,46.32,9.45,101.69,81.6,71.1,24.46,56.82,Upgrade
