,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Revenue,15792,15792,9524,12016,56175,97347,156287,1042,1114,1124,144.28,72342,202593,184665,49827,165041,481779,213484,6972,11456,Upgrade
1,Revenue Growth (YoY),-71.89%,-83.78%,-93.91%,1053.09%,4943.78%,8561.87%,108221.37%,-98.56%,-99.45%,-99.39%,-99.71%,-56.17%,-57.95%,-13.50%,614.68%,1340.68%,7554.40%,954.98%,93.46%,9.28%,Upgrade
2,Cost of Revenue,8413,8413,7830,7545,26124,45329,74941,1736,273.71,444.63,-34.17,46443,119388,114164,32670,98835,287622,140171,5148,8775,Upgrade
3,Gross Profit,7379,7379,1694,4472,30051,52018,81346,-694.16,840.04,679.22,178.45,25899,83205,70501,17157,66205,194158,73313,1823,2681,Upgrade
4,"Selling, General & Admin",5071,5071,2268,2059,3749,4287,6012,1323,1404,1621,1595,3408,7333,7845,2600,6608,17983,7033,1372,1400,Upgrade
5,Operating Expenses,5071,5071,2268,2059,3749,4287,6012,1323,1404,1621,1595,3408,7333,7845,2600,6608,17983,7033,1372,1400,Upgrade
6,Operating Income,2308,2308,-574.36,2412,26303,47731,75334,-2018,-563.84,-942.07,-1417,22491,75872,62656,14557,59597,176175,66280,451.02,1281,Upgrade
7,Interest Expense,-1478,-1478,-510.65,-672.8,-2136,-,-,-,-85.89,-,-,-1534,-3082,-12.88,-2171,-484.99,-513.4,-1166,-,-557.4,Upgrade
8,Interest & Investment Income,20232,20232,43459,36336,27307,13340,11551,9278,13241,9818,-,35526,55142,53403,62005,32421,40493,28532,21778,22190,Upgrade
