,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 11, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,103,254,235,275,272,380,697,688,869,869,824,Upgrade
1,Market Cap Growth,-7.89%,-7.89%,-13.33%,-27.62%,-61.04%,-44.74%,-19.79%,-20.83%,5.49%,10.34%,-33.09%,Upgrade
2,Enterprise Value,-159,-16,-30,-36,42,124,424,381,631,613,566,Upgrade
3,Last Close Price,0.06,0.14,0.13,0.15,0.15,0.21,0.39,0.38,0.48,0.48,0.46,Upgrade
4,PE Ratio,-,-,-,-,-,-,-,-,-,-17.26,-,Upgrade
5,PS Ratio,0.52,1.28,0.94,1.00,1.12,1.80,4.97,2.52,2.72,3.19,3.61,Upgrade
6,PB Ratio,0.40,-1.58,-1.39,-1.89,-2.07,-3.71,-9.13,677.15,11.76,12.02,8.26,Upgrade
7,P/TBV Ratio,0.99,0.99,0.91,1.02,0.88,1.11,1.83,1.71,2.03,2.47,2.40,Upgrade
8,P/FCF Ratio,-,-,32.13,-,-,-,-,-,-,-,-,Upgrade
9,P/OCF Ratio,-,-,30.94,-,-,-,-,-,-,-,-,Upgrade
10,EV/Sales Ratio,-,-,-,-,0.17,0.59,3.02,1.40,1.98,2.25,2.48,Upgrade
11,EV/FCF Ratio,31.66,-,-,-,-,-,-,-,-,-,-,Upgrade
12,Debt / Equity Ratio,-1.05,-1.05,-1.10,-1.21,-1.26,-2.62,-1.86,254.99,3.12,1.73,1.46,Upgrade
13,Debt / FCF Ratio,-,-,25.38,-,-,-,-,-,-,-,-,Upgrade
14,Earnings Yield,-28.51%,-11.61%,-17.58%,-14.48%,-14.45%,-12.39%,-8.71%,-6.83%,-0.23%,-5.80%,-10.63%,Upgrade
15,FCF Yield,-4.86%,-1.98%,3.11%,-2.42%,-2.98%,-15.65%,-18.29%,-20.42%,-14.39%,-12.19%,-18.27%,Upgrade
16,Buyback Yield / Dilution,-,-,-,-,-,-,-,-,-,2.49%,Upgrade,
17,Total Shareholder Return,-,-,-,-,-,-,-,-,-,2.49%,Upgrade,
