,Fiscal Quarter,Current,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,Q3 2019,+20 Quarters
,Period Ending,"Mar '25 Mar 11, 2025","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019","Sep '19 Sep 30, 2019",+20 Quarters
0,Market Capitalization,10,11,13,13,13,13,13,26,31,44,47,60,58,87,237,135,117,145,167,176,208,Upgrade
1,Market Cap Growth,-15.66%,-15.66%,0%,-50.20%,-57.07%,-70.36%,-72.02%,-56.08%,-47.60%,-49.41%,-80.25%,-55.56%,-50.35%,-39.66%,41.79%,-23.22%,-43.60%,21.68%,-8.64%,-1.86%,-12.28%,Upgrade
2,Enterprise Value,381,375,362,362,362,362,362,375,379,343,346,403,401,396,545,443,426,415,396,469,501,Upgrade
3,Last Close Price,0.20,0.21,0.25,0.25,0.25,0.25,0.25,0.50,0.58,0.84,0.89,1.20,1.40,2.10,5.70,3.24,2.82,3.48,4.02,4.22,5.00,Upgrade
4,PE Ratio,13.66,14.49,2.62,-,0.48,1.04,1.15,3.15,-,-1.91,-,-,-0.86,-1.22,-,-,-,6.53,-,6.95,-2.75,Upgrade
5,PS Ratio,0.02,0.02,0.03,0.03,0.03,0.03,0.03,0.07,0.08,0.12,0.12,0.15,0.14,0.22,0.64,0.41,0.34,0.41,0.47,0.44,0.59,Upgrade
6,PB Ratio,0.04,0.04,0.05,0.05,0.05,0.05,0.05,0.10,-,0.16,0.17,0.22,-,0.31,-,0.47,-,0.45,0.50,0.53,-,Upgrade
7,P/TBV Ratio,0.04,0.04,0.05,0.05,0.05,0.05,0.05,0.10,-,0.16,0.17,0.22,-,0.31,-,0.47,-,0.45,0.50,0.53,-,Upgrade
8,P/FCF Ratio,0.76,2.83,6.71,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
9,P/OCF Ratio,0.63,2.83,6.71,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
10,EV/Sales Ratio,0.86,0.85,0.74,0.75,0.78,0.81,0.88,0.93,0.98,0.90,0.85,1.00,0.99,0.99,1.48,1.34,1.22,1.18,1.11,1.18,1.42,Upgrade
11,EV/EBITDA Ratio,9.24,9.29,8.50,8.54,5.53,6.15,6.32,6.22,7.85,6.15,6.27,8.89,10.22,11.80,16.97,13.68,7.90,7.12,6.72,7.74,14.10,Upgrade
12,EV/EBIT Ratio,-,-1768.71,187.66,-,13.14,17.08,17.47,15.60,-,16.35,15.89,30.64,48.30,119.43,-,-,16.56,13.88,-,14.62,72.94,Upgrade
13,EV/FCF Ratio,27.59,95.92,185.17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
14,Debt / Equity Ratio,1.45,1.45,1.45,1.48,1.51,1.51,1.31,1.31,-,1.35,1.34,1.34,-,1.24,-,1.14,-,0.99,1.02,1.02,-,Upgrade
15,Debt / EBITDA Ratio,9.14,7.25,7.25,67.12,7.72,6.86,6.61,3.40,-,6.78,5.92,7.40,-,6.85,-,12.66,-,7.02,13.96,3.04,-,Upgrade
16,Debt / FCF Ratio,27.30,96.42,192.85,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
17,Asset Turnover,0.42,0.43,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,
18,Inventory Turnover,1.73,1.24,1.15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
19,Quick Ratio,0.25,0.25,0.25,0.30,-,0.31,-,0.32,-,0.31,-,0.33,-,0.36,-,0.37,-,0.27,-,0.52,-,Upgrade
20,Current Ratio,1.13,1.13,1.13,1.16,-,1.29,-,0.94,-,0.83,-,0.81,-,0.94,-,0.92,-,0.86,-,0.93,-,Upgrade
21,Return on Equity (ROE),8.30%,8.45%,-21.49%,5.91%,14.64%,2.92%,-,-,12.33%,-1.74%,-48.69%,-,-,-,-,-,4.31%,-7.65%,-,-,Upgrade,
22,Return on Assets (ROA),0.68%,0.70%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,
23,Return on Capital (ROIC),0.86%,0.87%,-3.41%,1.57%,1.71%,1.49%,-,-,1.51%,2.64%,1.44%,-,-,-,-,-,1.50%,-0.32%,-,-,Upgrade,
24,Return on Capital Employed (ROCE),-,-0.05%,0.44%,-,-,4.08%,-,5.71%,-,5.17%,-,3.27%,-,0.81%,-,-,-,7.35%,-,7.39%,-,Upgrade
25,Earnings Yield,7.32%,6.90%,38.18%,11.08%,207.89%,96.32%,86.99%,31.70%,-122.61%,-52.45%,-63.51%,-58.02%,-116.03%,-82.04%,-29.53%,-52.05%,16.24%,15.32%,12.16%,14.40%,-36.33%,Upgrade
26,FCF Yield,132.44%,35.35%,14.91%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
27,Buyback Yield / Dilution,0.01%,-0.01%,-,0.01%,-1.14%,-1.77%,-3.66%,-10.09%,-25.01%,-24.28%,-22.02%,-14.90%,0.00%,0.80%,0.00%,0.00%,0.70%,-0.45%,-,-,-0.35%,Upgrade
28,Total Shareholder Return,0.01%,-0.01%,-,0.01%,-1.14%,-1.77%,-3.66%,-10.09%,-25.01%,-24.28%,-22.02%,-14.90%,0.00%,0.80%,0.00%,0.00%,0.70%,-0.45%,-,-,-0.35%,Upgrade
