,Fiscal Quarter,Current,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+2 Quarters
0,Market Capitalization,18770,25050,21404,21487,25369,19647,33573,45431,63816,39013,16133,Upgrade
1,Market Cap Growth,16.58%,16.58%,-15.63%,9.36%,-24.44%,-56.75%,-47.39%,16.45%,295.57%,111.19%,-8.27%,Upgrade
2,Enterprise Value,20148,26817,22682,22676,27099,21994,34975,46003,65931,41300,18974,Upgrade
3,Last Close Price,4.84,6.27,5.20,5.04,5.82,4.40,7.40,9.79,13.62,8.61,3.51,Upgrade
4,PE Ratio,8.15,10.87,9.30,10.97,13.25,8.36,14.94,21.00,33.16,23.20,9.85,Upgrade
5,Forward PE,7.82,9.65,8.70,8.79,9.31,7.12,12.05,17.69,32.65,21.19,9.32,Upgrade
6,PS Ratio,1.06,1.41,1.16,1.26,1.46,0.96,1.56,2.27,3.88,2.96,1.33,Upgrade
7,PB Ratio,1.47,1.82,1.64,1.72,2.02,1.66,2.63,3.72,5.60,4.95,2.23,Upgrade
8,P/TBV Ratio,2.11,2.11,1.92,2.04,2.41,2.01,3.22,4.53,6.37,5.92,2.69,Upgrade
9,P/FCF Ratio,9.96,13.29,15.42,10.75,10.13,13.19,57.30,199.84,-,23.55,8.74,Upgrade
10,P/OCF Ratio,9.15,9.15,8.38,6.74,6.25,5.87,14.45,23.37,33.20,16.02,6.01,Upgrade
11,PEG Ratio,1.39,1.36,1.36,1.36,1.36,1.36,1.36,1.36,1.36,1.36,1.36,Upgrade
12,EV/Sales Ratio,1.13,1.51,1.23,1.33,1.56,1.07,1.63,2.30,4.01,3.13,1.56,Upgrade
13,EV/EBITDA Ratio,5.54,7.55,6.26,6.90,8.57,6.22,10.32,14.31,22.71,15.70,7.73,Upgrade
14,EV/EBIT Ratio,6.51,8.67,7.21,8.28,10.48,7.49,12.48,16.99,26.58,18.13,8.85,Upgrade
15,EV/FCF Ratio,10.69,14.23,16.34,11.34,10.82,14.77,59.69,202.35,-,24.93,10.28,Upgrade
16,Debt / Equity Ratio,0.35,0.35,0.33,0.39,0.35,0.36,0.36,0.30,0.32,0.54,0.56,Upgrade
17,Debt / FCF Ratio,2.55,2.55,3.12,2.44,1.76,2.87,7.86,16.17,-,2.58,2.19,Upgrade
18,Return on Capital Employed (ROCE),22.00%,22.00%,23.50%,21.44%,20.11%,24.18%,21.43%,21.75%,21.46%,27.84%,26.47%,Upgrade
19,Earnings Yield,12.28%,9.20%,10.76%,9.12%,7.55%,11.97%,6.69%,4.76%,3.02%,4.31%,10.15%,Upgrade
20,FCF Yield,10.04%,7.52%,6.48%,9.30%,9.87%,7.58%,1.75%,0.50%,1.03%,4.25%,11.45%,Upgrade
21,Dividend Yield,6.20%,4.79%,5.76%,4.96%,4.30%,7.28%,4.06%,2.96%,1.91%,2.55%,5.41%,Upgrade
22,Buyback Yield / Dilution,0.91%,0.85%,0.96%,0.51%,0.70%,0.95%,-1.89%,-4.23%,-1.49%,0.40%,0.17%,Upgrade
23,Total Shareholder Return,7.10%,5.63%,6.73%,5.47%,4.99%,8.23%,2.16%,-1.27%,0.42%,2.96%,5.58%,Upgrade
