,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+9 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+9 Quarters
0,Market Capitalization,2085,1586,1381,2207,2170,2115,2235,2568,2723,2381,2109,2348,2210,2216,2497,3255,2761,3496,3952,2258,2491,Upgrade
1,Market Cap Growth,-24.99%,-24.99%,-38.19%,-14.04%,-20.31%,-11.17%,5.98%,9.38%,23.25%,7.46%,-15.54%,-27.87%,-19.96%,-36.62%,-36.81%,44.15%,10.82%,20.05%,30.68%,-32.01%,-22.43%,Upgrade
2,Enterprise Value,1828,1346,989,1816,1778,1679,1712,2088,2244,1947,1755,1951,1813,1831,1943,2612,2102,2713,3217,1755,1988,Upgrade
3,Last Close Price,12.62,9.60,8.36,13.60,13.37,13.03,13.77,15.74,16.69,14.59,12.92,14.18,13.34,13.35,15.05,19.18,16.27,20.62,23.25,13.28,14.65,Upgrade
4,PE Ratio,-,-,-,-,-,75.13,52.79,32.47,27.44,20.34,19.87,24.74,19.26,15.28,15.85,16.12,11.71,20.88,35.03,34.40,-,Upgrade
5,PS Ratio,2.11,1.60,1.37,2.08,1.81,1.59,1.59,1.54,1.59,1.36,1.25,1.56,1.46,1.43,1.70,2.17,1.85,2.83,3.66,2.37,2.88,Upgrade
6,PB Ratio,1.34,1.02,0.89,1.41,1.39,1.30,1.38,1.58,1.70,1.47,1.44,1.62,1.56,1.61,1.83,2.34,2.06,2.73,3.14,1.90,2.26,Upgrade
7,P/TBV Ratio,1.10,1.10,0.96,1.52,1.55,1.44,1.53,1.74,1.87,1.56,1.53,1.68,1.62,1.67,1.90,2.43,2.15,2.85,3.28,1.99,2.38,Upgrade
8,P/FCF Ratio,-,-30.48,-,-,-30.97,-,-,-,129.88,-,31.88,-,-27.40,-12.76,-,-,-,-,41.21,30.46,75.29,Upgrade
9,P/OCF Ratio,11.18,11.18,-,-,31.10,-,-,-,14.68,-,9.71,-,36.97,-41.06,-,-,17.53,15.89,20.38,12.84,20.35,Upgrade
10,EV/Sales Ratio,1.84,1.36,0.98,1.71,1.49,1.26,1.22,1.26,1.31,1.12,1.04,1.30,1.19,1.18,1.33,1.74,1.41,2.19,2.98,1.84,2.30,Upgrade
