,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020"
0,Operating Revenue,145.3,165.32,180.3,243.92,129.47,185.59,206.9,331.98,227.4,183.2,203.7,322.48,132.08,188.5,227.53,364.25,169.02,159.05,159.05
1,Other Revenue,-0.41,0.41,-,1.43,-,-,-,2.53,-,-,-,1.72,-,-,-,-,-,-,-
2,Revenue,144.89,165.73,180.3,245.35,129.47,185.59,206.9,334.51,227.4,183.2,203.7,324.2,132.08,188.5,227.53,364.25,169.02,159.05,159.05
3,Revenue Growth (YoY),11.91%,-10.70%,-12.86%,-26.65%,-43.06%,1.30%,1.57%,3.18%,72.17%,-2.81%,-10.47%,-10.99%,-21.86%,18.52%,43.06%,-,-,-,-
4,Cost of Revenue,52.22,135.75,101.75,211.8,53.84,142.95,125.69,253.82,112.54,134.87,112.25,218.73,59.64,108.98,117.71,229.59,81.45,93.1,93.1
5,Gross Profit,92.67,29.99,78.55,33.55,75.63,42.63,81.21,80.69,114.86,48.33,91.45,105.47,72.44,79.51,109.82,134.66,87.58,65.95,65.95
6,"Selling, General & Admin",22.36,37.75,34.91,46.84,37.24,37.66,37.09,54.85,42.46,34.69,30.43,58.85,29.59,33.71,31.5,45.16,27.44,26.62,26.62
7,Research & Development,5.15,4.97,4.49,6.14,4.67,5.03,4.64,6.41,5.43,4.47,3.96,3.93,3.9,3.55,2.43,5.14,2.24,2.34,2.34
8,Other Operating Expenses,1.5,1.67,1.9,2.68,0.26,1.17,1.03,4.78,-0.37,0.15,0.42,9.6,-2.29,-3.9,0.15,4.03,-0.05,1.21,1.21
9,Operating Expenses,29.01,44.39,41.3,55.66,42.16,43.87,42.76,66.04,47.5,39.31,34.81,72.37,31.21,33.36,34.08,54.33,29.61,30.18,30.18
10,Operating Income,63.66,-14.41,37.26,-22.11,33.48,-1.23,38.45,14.65,67.37,9.02,56.64,33.1,41.22,46.16,75.74,80.33,57.97,35.77,35.77
11,Interest Expense,-,-,-,-,-,-0.01,-,-0.01,-0.01,-0.04,-,-0.09,-,-,-,-,-,-,-
