,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Market Capitalization,733578,638851,577242,569711,514579,536784,524298,619425,410320,366229,376236,426618,448684,438257,235513,216089,174005,187763,175623,190191,259793,Upgrade
1,Market Cap Growth,19.01%,19.01%,10.10%,-8.03%,25.41%,46.57%,39.35%,45.19%,-8.55%,-16.44%,59.75%,97.43%,157.86%,133.41%,34.10%,13.62%,-33.02%,-35.01%,-44.78%,-46.10%,-19.75%,Upgrade
2,Enterprise Value,702316,601290,554838,545012,495478,516891,520815,625550,370209,332490,353761,409657,409128,479534,310996,291639,249939,260762,284243,301207,368826,Upgrade
3,Last Close Price,5.88,4.46,4.45,3.94,3.52,3.69,3.39,3.68,2.71,2.43,2.24,2.43,2.04,2.03,2.28,2.00,1.61,1.74,1.63,1.68,2.29,Upgrade
4,PE Ratio,15.15,17.67,16.73,16.92,15.34,16.59,16.47,19.12,13.15,12.22,12.12,12.92,14.09,14.24,7.95,8.48,7.03,7.90,7.79,8.53,11.32,Upgrade
5,Forward PE,14.39,10.72,11.65,10.55,9.36,10.25,9.81,10.59,8.18,7.63,7.08,8.16,6.79,7.04,8.60,8.10,6.62,7.35,7.80,8.47,10.15,Upgrade
6,PS Ratio,0.95,1.11,1.04,1.03,0.92,1.00,0.98,1.12,0.76,0.71,0.69,0.76,0.83,0.84,0.47,0.45,0.37,0.43,0.42,0.46,0.62,Upgrade
7,PB Ratio,1.09,1.27,1.17,1.15,1.04,1.13,1.08,1.22,0.83,0.77,0.74,0.79,0.85,0.85,0.52,0.50,0.40,0.46,0.44,0.49,0.65,Upgrade
8,P/TBV Ratio,1.54,1.54,1.33,1.31,1.27,1.36,1.23,1.39,1.01,0.88,0.84,0.94,0.96,0.96,0.60,0.58,0.47,0.53,0.51,0.57,0.76,Upgrade
9,P/FCF Ratio,13.76,16.34,15.37,13.03,-,11.94,10.78,11.42,-,7.22,6.45,14.49,-,9.26,-,10.63,-,-,-,-,-,Upgrade
10,P/OCF Ratio,4.69,4.69,4.08,4.02,3.37,3.74,3.52,3.93,2.65,2.48,2.38,3.54,3.75,4.54,-,6.58,-,-,-,-,-,Upgrade
11,PEG Ratio,2.66,0.83,0.90,0.67,0.79,0.83,0.81,0.74,0.94,1.07,0.87,0.77,0.56,0.54,0.97,0.81,0.57,1.32,2.12,1.31,1.00,Upgrade
12,EV/Sales Ratio,1.22,1.05,1.00,0.98,0.89,0.97,0.98,1.13,0.69,0.64,0.65,0.73,0.76,0.92,0.62,0.61,0.53,0.59,0.68,0.74,0.88,Upgrade
13,EV/EBITDA Ratio,4.45,3.99,3.95,3.92,3.54,4.15,4.22,4.88,2.96,2.77,2.85,3.20,3.37,3.35,2.29,2.23,1.93,2.21,2.50,2.66,3.17,Upgrade
14,EV/EBIT Ratio,14.93,12.79,13.56,13.64,-,11.59,11.95,14.10,8.63,8.50,9.20,10.52,10.32,10.54,6.93,6.95,6.25,8.16,9.22,9.65,11.34,Upgrade
15,EV/FCF Ratio,17.96,15.38,14.78,12.46,-,11.50,10.71,11.53,-,6.56,6.06,13.91,-,10.13,-,14.34,-,-,-,-,-,Upgrade
16,Debt / Equity Ratio,0.14,0.14,0.13,0.14,0.15,0.15,0.15,0.16,0.17,0.10,0.11,0.12,0.14,0.12,0.18,0.26,0.26,0.25,0.25,0.34,0.34,Upgrade
17,Debt / EBITDA Ratio,0.43,0.38,0.37,0.45,0.46,0.47,0.44,0.53,0.77,0.34,0.33,0.39,0.69,0.44,0.49,0.85,0.92,0.91,0.67,1.17,1.51,Upgrade
18,Debt / FCF Ratio,1.74,1.74,1.76,1.56,-,1.56,1.54,1.52,-,0.97,0.99,2.13,-,1.34,-,5.48,-,-,-,-,-,Upgrade
19,Asset Turnover,0.57,0.62,0.64,0.61,0.57,0.63,0.64,0.59,0.59,0.63,0.63,0.58,0.60,-,-,-,-,-,-,-,Upgrade,
20,Inventory Turnover,79.59,128.70,52.44,70.22,90.22,114.57,48.70,63.72,85.44,115.21,44.41,52.65,45.91,42.94,-,-,-,-,-,-,-,Upgrade
21,Quick Ratio,0.51,0.51,0.50,0.47,0.49,0.48,0.47,0.43,0.43,0.42,0.41,0.42,0.44,0.44,0.26,-,0.26,-,0.22,-,0.24,Upgrade
22,Current Ratio,0.59,0.59,0.61,0.60,0.56,0.59,0.59,0.56,0.51,0.54,0.53,0.48,0.48,0.54,0.35,-,0.31,-,0.31,-,0.28,Upgrade
23,Return on Equity (ROE),6.46%,11.64%,7.65%,2.95%,6.24%,10.92%,7.24%,2.81%,5.82%,10.17%,6.68%,2.52%,5.54%,12.25%,7.10%,2.41%,5.36%,9.16%,6.63%,2.42%,Upgrade,
24,Return on Assets (ROA),4.39%,4.86%,3.13%,-0.01%,3.24%,4.66%,3.07%,1.63%,3.07%,4.51%,2.98%,0.88%,2.38%,-,-,-,-,-,-,-,Upgrade,
25,Return on Capital (ROIC),7.35%,8.03%,5.12%,-0.01%,5.27%,7.48%,4.86%,2.63%,5.03%,7.20%,4.65%,1.39%,3.78%,7.03%,5.38%,4.43%,3.71%,5.82%,4.31%,1.26%,Upgrade,
26,Return on Capital Employed (ROCE),7.94%,7.94%,7.01%,6.84%,-,7.89%,7.54%,7.31%,7.16%,7.26%,6.62%,6.25%,6.50%,7.73%,8.53%,-,7.59%,-,6.32%,-,6.63%,Upgrade
27,Earnings Yield,4.93%,5.66%,5.98%,5.91%,6.52%,6.03%,6.07%,5.23%,7.60%,8.18%,8.25%,7.74%,7.10%,7.02%,12.58%,11.79%,14.23%,12.66%,12.84%,11.73%,8.83%,Upgrade
28,FCF Yield,5.33%,6.12%,6.51%,7.68%,10.37%,8.37%,9.28%,8.76%,12.59%,13.85%,15.51%,6.90%,7.94%,10.80%,-,9.41%,-,-,-,-,-,Upgrade
29,Dividend Yield,4.70%,-,6.20%,-,7.30%,-,10.83%,-,13.17%,-,15.15%,-,10.22%,-,-,-,7.68%,-,-,-,5.59%,Upgrade
30,Payout Ratio,68.19%,194.45%,53.59%,-,18.49%,232.97%,48.48%,-,69.43%,211.37%,119.24%,-,-,-,-,14.50%,-,-,-,-,-,Upgrade
31,Buyback Yield / Dilution,-1.47%,-4.17%,-,-,-1.82%,1.89%,-,-,-6.25%,-1.84%,-13.07%,-13.65%,-8.53%,-,-,-,-,-,-,-,-,Upgrade
32,Total Shareholder Return,3.22%,-4.17%,6.20%,-,5.49%,1.89%,10.83%,-,6.92%,-1.84%,2.08%,-13.65%,1.69%,-,-,-,7.68%,-,-,-,5.59%,Upgrade
