,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,88,100,88,190,151,151,79,83,83,89,119,Upgrade
1,Market Cap Growth,-47.27%,-47.27%,-42.00%,25.71%,91.26%,82.29%,-4.69%,-6.34%,-30.30%,-37.98%,-25.67%,Upgrade
2,Enterprise Value,322,380,390,518,439,448,257,238,276,298,339,Upgrade
3,Last Close Price,0.20,0.23,0.20,0.44,0.35,0.35,0.18,0.19,0.19,0.20,0.28,Upgrade
4,PE Ratio,-,-,-,-,-,-,-6.42,-,-,-,-40.37,Upgrade
5,Forward PE,-,7.09,7.09,7.09,7.09,7.09,7.09,7.09,7.09,7.09,7.09,Upgrade
6,PS Ratio,0.21,0.24,0.21,0.49,0.36,0.31,0.15,0.18,0.22,0.21,0.24,Upgrade
7,PB Ratio,0.39,0.34,0.28,0.55,0.42,0.35,0.17,0.19,0.19,0.21,0.24,Upgrade
8,P/TBV Ratio,0.67,0.67,0.53,1.04,0.82,0.64,0.30,0.34,0.33,0.34,0.39,Upgrade
9,P/FCF Ratio,5.12,5.86,3.29,7.42,6.98,14.39,-5.46,-,1.24,1.67,2.78,Upgrade
10,P/OCF Ratio,5.34,5.34,3.15,7.23,5.93,6.95,-12.29,-,1.15,1.53,2.35,Upgrade
11,EV/Sales Ratio,0.78,0.92,0.93,1.34,1.05,0.93,0.50,0.51,0.74,0.71,0.68,Upgrade
12,EV/EBITDA Ratio,35.31,-,-,-9.32,-,14.75,8.25,17.82,-5.28,-,11.99,Upgrade
13,EV/EBIT Ratio,-,-,-,-,-,-,16.47,-,-4.10,-,31.73,Upgrade
14,EV/FCF Ratio,18.79,22.23,14.63,20.22,20.29,42.67,-17.77,-,4.13,5.61,7.92,Upgrade
15,Debt / Equity Ratio,0.68,0.68,0.79,0.78,0.79,0.55,0.56,0.38,0.34,0.43,0.39,Upgrade
16,Debt / FCF Ratio,11.63,11.63,9.35,10.57,13.13,22.68,-17.84,-,2.25,3.41,4.54,Upgrade
17,Return on Capital Employed (ROCE),-,-,-,-,-,-,2.88%,-,-14.12%,-,1.95%,Upgrade
18,Earnings Yield,-36.36%,-31.82%,-43.77%,-40.08%,-52.48%,-9.55%,-15.57%,-39.90%,-112.06%,-46.16%,-2.48%,Upgrade
19,FCF Yield,19.51%,17.07%,30.37%,13.47%,14.32%,6.95%,-18.31%,44.98%,80.67%,59.98%,35.97%,Upgrade
20,Buyback Yield / Dilution,-,-,-,-,-,-,-,0.09%,0.16%,0.07%,Upgrade,
21,Total Shareholder Return,-,-,-,-,-,-,-,0.09%,0.16%,0.07%,Upgrade,
