,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Cash & Equivalents,32.91,35.93,51.51,40.83,45.01,47.48,23.11,36.09,42.35,42.96,Upgrade
1,Trading Asset Securities,-,-,-,-,-,-,41.73,25.31,-,-,Upgrade
2,Cash & Short-Term Investments,32.91,35.93,51.51,40.83,45.01,47.48,64.84,61.39,42.35,42.96,Upgrade
3,Cash Growth,-36.11%,-12.01%,14.43%,-14.00%,-30.58%,-22.67%,53.09%,42.91%,604.94%,139.76%,Upgrade
4,Accounts Receivable,126.75,152.47,128.3,171.29,174.32,181.48,134.48,143.51,131.52,208.82,Upgrade
5,Other Receivables,17.71,12.9,14.52,13.39,18.69,20.42,24.6,24.82,21.84,36.04,Upgrade
6,Receivables,144.46,165.37,142.82,184.68,193.01,201.9,159.09,168.33,153.36,244.86,Upgrade
7,Inventory,89.18,88.25,88.88,85.16,64.98,61.61,58.49,54.72,53.54,50.75,Upgrade
8,Prepaid Expenses,7.09,9.37,10.06,8.91,13.43,11.38,20.74,12.11,19.78,22.27,Upgrade
9,Other Current Assets,46.7,48.4,67.84,70.3,50.6,49.95,23.69,25,48.23,25.46,Upgrade
10,Total Current Assets,320.33,347.31,361.11,389.87,367.03,372.33,326.85,321.56,317.26,386.3,Upgrade
11,"Property, Plant & Equipment",131.67,177.61,186.25,210.39,198.73,203.46,165.99,170.86,190.95,204.82,Upgrade
12,Long-Term Investments,3.62,3.76,4.03,4.32,-,-,-,-,1.76,2.9,Upgrade
13,Goodwill,36.62,36.62,36.71,36.01,39.4,39.84,43.77,43.73,41.26,51.64,Upgrade
14,Other Intangible Assets,30.96,32.3,35.43,37.45,39.77,45.62,49.02,54.7,54.9,68.58,Upgrade
15,Long-Term Deferred Tax Assets,-,-,1.63,1.63,2.87,2.87,-,-,0.89,0.89,Upgrade
16,Other Long-Term Assets,79.88,79.88,81.4,37,37.7,40.99,40.08,46.72,53.91,45.11,Upgrade
17,Total Assets,603.07,677.47,706.56,716.68,685.5,705.11,625.71,637.56,660.92,760.23,Upgrade
18,Accounts Payable,67.55,78.69,60.03,77.98,46.53,54.34,46.68,59.94,32.94,42.64,Upgrade
19,Accrued Expenses,8.75,11.24,10.48,12.99,28.21,10.87,29.94,35.32,32.63,31.28,Upgrade
20,Short-Term Debt,-,-,-,5.4,-,-,-,-,-,-,Upgrade
21,Current Portion of Long-Term Debt,172.14,163.27,185.74,175.02,148.52,146.95,124.28,103.3,133.69,130,Upgrade
22,Current Portion of Leases,7.65,13.65,12.77,12.78,9.75,15.58,12.98,13.49,13.93,19.91,Upgrade
23,Current Income Taxes Payable,8.62,8.61,8.61,8.09,8.55,8.49,8.02,8.03,9.65,9.56,Upgrade
24,Current Unearned Revenue,6.08,6.11,7.56,9.87,8.48,8.32,7.73,4.38,11.68,9.37,Upgrade
25,Other Current Liabilities,32.15,40.67,24.92,25.57,7.28,19.22,9.64,11.52,12.73,27.87,Upgrade
26,Total Current Liabilities,302.93,322.24,310.11,327.69,257.31,263.76,239.26,235.97,247.25,270.61,Upgrade
27,Long-Term Debt,-,-,-,-,-,-,-,-,-,1.79,Upgrade
28,Long-Term Leases,5.51,49.07,51.92,58.23,45.15,47.83,3.97,10.23,17.57,22.08,Upgrade
29,Long-Term Deferred Tax Liabilities,17.29,17.29,17.69,9.96,10.31,10.38,10.42,10.42,10.4,11.64,Upgrade
30,Other Long-Term Liabilities,4.52,4.52,4.57,4.2,4.07,4.3,4.47,4.45,-,4.59,Upgrade
31,Total Liabilities,330.25,393.13,384.29,400.08,316.84,326.27,258.13,261.05,275.22,310.72,Upgrade
32,Common Stock,3.85,3.85,3.85,3.85,3.85,3.85,3.85,3.85,3.85,3.85,Upgrade
33,Additional Paid-In Capital,145.3,145.3,145.3,145.3,145.3,145.3,145.3,145.3,145.3,145.3,Upgrade
34,Retained Earnings,28.97,43.9,55.65,78.74,129.14,148.93,141.47,158.96,174.36,237.22,Upgrade
