,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Cash & Equivalents,17.4,15.7,68.8,55.5,62.9,109.8,102.1,241.6,529.7,335.3,Upgrade
1,Short-Term Investments,-,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,189.8,Upgrade
2,Trading Asset Securities,118.1,129.7,148.8,148.8,28.2,28.2,29.2,104.2,106.8,153.1,Upgrade
3,Cash & Short-Term Investments,135.5,145.5,217.7,204.4,91.2,138.1,131.4,346,636.6,678.2,Upgrade
4,Cash Growth,-37.76%,-28.82%,138.71%,48.01%,-30.59%,-60.09%,-79.36%,-48.98%,94.50%,33.56%,Upgrade
5,Accounts Receivable,0.6,0.6,0.6,0.7,0.9,1.4,1.8,1.8,1.5,-,Upgrade
6,Other Receivables,5.2,4,6.2,5.4,6.6,8.5,11.2,9.4,15.6,74.2,Upgrade
7,Receivables,7.7,6.5,8.6,7.8,9.3,9.9,13,11.2,17.1,241.5,Upgrade
8,Inventory,3162,3512,3390,3424,3365,4076,4570,4393,2728,2618,Upgrade
9,Prepaid Expenses,23.5,58.5,51.1,43.2,37,49.6,165.8,150.9,91.9,55.3,Upgrade
10,Restricted Cash,44.7,47.9,42.1,26.1,41.3,67.9,86.6,28.3,291.2,357.3,Upgrade
11,Other Current Assets,0.2,2.5,3.2,2.2,2.2,17.2,35.6,24.3,13.2,8.5,Upgrade
12,Total Current Assets,3374,3773,3713,3708,3546,4358,5002,4953,3778,3959,Upgrade
13,"Property, Plant & Equipment",7.9,9.6,10,9.7,10.6,11.9,12.1,12.7,12.3,12.9,Upgrade
