,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,204,685,5900,12598,14335,14422,14770,12528,12604,10792,11897,Upgrade
1,Market Cap Growth,-94.57%,-94.57%,-58.84%,-12.65%,-2.94%,15.12%,17.18%,16.09%,5.94%,-9.29%,15.79%,Upgrade
2,Enterprise Value,1446,1906,7160,13592,15201,15050,15513,13228,13887,12450,13798,Upgrade
3,Last Close Price,0.11,0.35,3.06,4.83,5.50,5.53,5.67,5.10,5.10,4.37,5.87,Upgrade
4,PE Ratio,-,-,-,-,-,119.98,439.57,-289.32,-,-,-,Upgrade
5,PS Ratio,0.38,1.86,76.33,1555.26,14.11,5.53,9.01,128.49,181.09,103.97,99.47,Upgrade
6,PB Ratio,0.16,0.70,4.97,10.24,10.16,9.28,9.07,8.47,8.43,6.44,9.91,Upgrade
7,P/TBV Ratio,0.70,0.70,4.97,10.24,10.16,9.28,9.31,10.06,10.02,7.50,12.36,Upgrade
8,P/FCF Ratio,-,-,-,-,-,-,-,19.02,16.31,35.83,9914.10,Upgrade
9,P/OCF Ratio,-,-,-,-,-,-,-,19.01,16.30,35.82,4575.74,Upgrade
10,EV/Sales Ratio,3.93,5.18,92.62,1678.06,-,5.77,9.47,135.67,199.52,119.94,115.37,Upgrade
11,EV/EBITDA Ratio,-,-,-,-,-,19.45,30.38,739.00,-,-,-,Upgrade
12,EV/EBIT Ratio,-,-,-,-,-,19.47,30.48,853.43,-,-,-,Upgrade
13,EV/FCF Ratio,-,-,-,-,-,-,-,20.08,17.97,41.33,11498.68,Upgrade
14,Debt / Equity Ratio,1.41,1.41,1.15,1.20,0.85,0.62,0.47,0.59,0.70,1.15,1.95,Upgrade
15,Debt / FCF Ratio,-,-,-,-,-,-,-,1.33,1.35,6.37,1946.75,Upgrade
16,Return on Capital Employed (ROCE),-,-,-,-,-,31.40%,19.92%,0.85%,-,-,-,Upgrade
17,Earnings Yield,-216.74%,-64.72%,-6.31%,-1.45%,0.03%,0.83%,0.23%,-0.35%,-0.98%,-1.78%,-1.43%,Upgrade
18,FCF Yield,-50.95%,-50.95%,-7.62%,-3.66%,-3.10%,-2.30%,-0.27%,5.26%,6.13%,2.79%,0.01%,Upgrade
19,Buyback Yield / Dilution,-245.37%,-30.69%,-2.35%,56.87%,56.31%,-6.11%,-4.65%,-20.43%,-21.25%,-0.58%,28.38%,Upgrade
20,Total Shareholder Return,-245.37%,-30.69%,-2.35%,56.87%,56.31%,-6.11%,-4.65%,-20.43%,-21.25%,-0.58%,28.38%,Upgrade
