,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Cash & Equivalents,37502,31721,29777,27385,49223,49227,49765,45465,41079,41857,Upgrade
1,Short-Term Investments,-,-,-,-,-,-,2499,-,-,-,Upgrade
2,Trading Asset Securities,-,-,-,2.12,4.15,0.1,-,-,-,2.01,Upgrade
3,Cash & Short-Term Investments,37502,31721,29777,27387,49227,49227,52264,45465,41079,41859,Upgrade
4,Cash Growth,25.94%,15.83%,-39.51%,-44.37%,-5.81%,8.27%,27.23%,8.62%,59.69%,-7.76%,Upgrade
5,Accounts Receivable,13942,11049,10338,10570,17746,19527,19448,19960,17648,21671,Upgrade
6,Other Receivables,3654,3357,4566,4099,3048,3261,82.8,3435,4481,2326,Upgrade
7,Receivables,17596,14405,14904,14669,20795,22788,19531,25395,24129,23997,Upgrade
8,Inventory,34760,33958,35846,37268,30483,22705,19502,19718,21336,21847,Upgrade
9,Prepaid Expenses,-,929.99,-,661.04,1050,3626,-,3618,3233,2438,Upgrade
10,Other Current Assets,7124,6380,7178,7583,5754,5182,12387,3238,2633,3047,Upgrade
11,Total Current Assets,96982,87395,87705,87568,107309,103528,103684,97434,92410,93188,Upgrade
12,"Property, Plant & Equipment",81435,79876,75072,75733,69485,69160,69215,70397,71625,76172,Upgrade
13,Long-Term Investments,27979,26655,21207,14338,10376,9623,7643,9814,6550,5013,Upgrade
14,Goodwill,278.22,278.22,278.22,278.22,278.22,278.22,278.22,278.22,509.58,608.82,Upgrade
15,Other Intangible Assets,40.51,42.91,33.29,34.29,35.65,32.6,27.03,27.43,28.88,24.88,Upgrade
16,Long-Term Deferred Tax Assets,2607,2990,2348,2605,2955,2617,2686,2886,2244,2084,Upgrade
