,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Cash & Equivalents,9315440,7935632,6836263,6341458,8279157,7153625,6236475,3289424,6440177,3737292,5219950,4825841,5417845,5446784,4978881,5162686,4686191,4306782,4180455,3891506,Upgrade
1,Short-Term Investments,21785214,19442595,19916063,18230160,16104205,19618196,20451941,13860719,13047234,20389026,21520473,21606129,20730721,16055302,15532505,14057682,12435918,9990823,8823220,6943403,Upgrade
2,Cash & Short-Term Investments,31100654,27378228,26752325,24571617,24383362,26771821,26688416,17150144,19487411,24126318,26740424,26431970,26148566,21502086,20511387,19220368,17122109,14297606,13003675,10834908,Upgrade
3,Cash Growth,27.55%,2.27%,0.24%,43.27%,25.12%,10.97%,-0.19%,-35.12%,-25.47%,12.20%,30.37%,37.52%,52.72%,50.39%,57.74%,77.39%,68.49%,49.94%,44.92%,28.89%,Upgrade
4,Accounts Receivable,10177559,10566924,9688960,8798007,8443898,8528061,7670275,7601180,7623722,6858772,6253420,6374859,5982126,5612825,5423618,5149853,5274602,5073482,5019685,5594097,Upgrade
5,Other Receivables,638978,778693,780015,714497,780941,867378,825327,1073442,655630,865651,712072,654283,427939,466200,429096,507771,360658,456097,329581,413722,Upgrade
6,Receivables,10826345,11379161,10487609,9513161,9225354,9445986,8546165,8725388,8280235,7825038,7196006,7329639,6444827,6339435,6088131,5657624,5820792,5529600,5349266,6237980,Upgrade
7,Inventory,1835800,2059111,1883518,1856404,1593411,1757548,2028261,2085309,1965788,2188156,2207460,1841895,1507343,1955072,1849607,1638474,1290092,1295548,1300203,1209840,Upgrade
8,Prepaid Expenses,453591,617798,581246,626344,449246,629748,516742,503246,409347,427202,397223,394619,290950,276299,334612,670750,274482,657712,648377,736072,Upgrade
9,Other Current Assets,1259106,1170808,1118458,1111623,1054378,926841,978844,1060405,794930,702761,618593,619228,726686,582614,850598,718309,758458,692869,673217,558685,Upgrade
10,Total Current Assets,45475496,42605106,40823156,37679149,36705752,39531943,38758427,29524493,30937711,35269475,37159706,36617351,35118373,30655506,29634334,27905525,25265933,22473334,20974738,19577485,Upgrade
11,"Property, Plant & Equipment",15361916,14373998,14138493,13730681,13701406,13408692,12793979,11982486,11808040,11157556,10947202,10640087,10556376,10138539,9978810,9807970,9595847,8756600,8457645,8183040,Upgrade
12,Long-Term Investments,3319015,3214141,3095903,3415559,3335009,3223297,3045170,3257210,3238299,3360604,3130049,3311117,3101994,2754826,2649060,2804531,2581175,2529556,2451568,2579221,Upgrade
13,Goodwill,1097458,1434725,1334758,1611723,1283790,755458,693010,715363,407945,422574,437204,451674,465985,508003,496239,223328,200034,206724,213414,220031,Upgrade
14,Other Intangible Assets,2039521,1540007,1707219,1512919,1257097,1182003,1196343,1241553,1287060,1182193,1086054,1116740,1133060,1080084,1064378,1084777,1095369,1101277,1141616,1161769,Upgrade
15,Long-Term Deferred Tax Assets,573020,619607,589559,463160,360947,347082,316329,280296,258006,271417,233098,235086,182212,120049,107814,116405,139470,35295,34303,40272,Upgrade
16,Other Long-Term Assets,4144303,3794004,3632581,3611514,3638827,3663618,3720406,3738759,3712153,3461990,3300733,3227402,3137672,2985296,2956532,2438175,2762503,2563521,2548375,2570213,Upgrade
17,Total Assets,72013238,67581587,65321968,62024705,60282828,62112676,60524395,50741161,51650404,55127102,56295551,55601299,53697941,48244878,46980501,44474278,41734323,37757457,35912809,34416669,Upgrade
18,Accounts Payable,4423913,3096589,3214619,3179671,2602977,2585708,2650558,2626775,3209205,2707443,2490789,2583192,2865815,2019212,2897707,2401469,2824506,2281707,2035190,2047129,Upgrade
19,Accrued Expenses,8391166,7618245,6751911,5370134,6895193,6229101,4666454,3663138,5655297,4725214,4119412,3549910,4977283,3616228,3013834,2720351,3828265,3067590,2546842,1973108,Upgrade
20,Short-Term Debt,14317135,14037671,15877273,15789267,12531485,17032116,17386555,10109261,10034701,15957181,19365878,20073750,17381427,15471959,14890886,14352409,11565885,9802359,9170935,8824938,Upgrade
21,Current Portion of Long-Term Debt,128187,129177,145401,193406,1304945,1904591,1919546,1920839,856365,278403,341939,401379,416624,470517,469830,451532,495590,452759,400035,284870,Upgrade
22,Current Portion of Leases,916.16,961.64,1376,1414,1464,1185,1178,13274,13280,12585,12287,1301,1390,842.77,911,845.57,935.45,933.47,919.89,941.66,Upgrade
23,Current Income Taxes Payable,1366152,967562,757372,427246,666354,471816,376474,235585,228046,392950,329944,269624,193265,309608,317451,170941,299073,241295,202668,112246,Upgrade
24,Current Unearned Revenue,4907763,4244615,3673059,3172074,4300672,3953760,3358887,3209731,3770163,4024021,2959830,2740769,3330253,3206454,2863247,2396458,2492281,2405472,1697264,2109339,Upgrade
25,Other Current Liabilities,1245080,874817,920204,899971,1348583,872138,927288,1264903,754106,600064,795983,517700,595050,796361,535792,474027,858176,299695,937940,485581,Upgrade
26,Total Current Liabilities,34780312,30969637,31341216,29033183,29651674,33050415,31286940,23043505,24521162,28697861,30416062,30137625,29761106,25891182,24989658,22968033,22364711,18551812,16991795,15838155,Upgrade
