,Fiscal Quarter,Current,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Mar '25 Mar 12, 2025","Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Market Capitalization,200800943,224338050,196430265,190588473,147951374,122044009,117853112,94972519,86774802,84361343,88310639,94563690,97099212,84394642,84394642,79848960,60909427,46328792,39195255,35785268,28016559,Upgrade
1,Market Cap Growth,83.82%,83.82%,66.67%,100.68%,70.50%,44.67%,33.45%,0.43%,-10.63%,-0.04%,4.64%,18.43%,59.42%,82.16%,115.32%,123.13%,117.41%,17.16%,0.15%,15.96%,0.36%,Upgrade
2,Enterprise Value,190581335,217277279,191479731,187418824,142572836,119153722,115131183,94650955,83979222,82726194,87284999,94612260,94523437,83995028,84315569,80200129,59387619,46158903,39511196,37730522,28552683,Upgrade
3,Last Close Price,136500.00,152500.00,133567.91,129595.63,99915.60,82419.65,79589.42,62666.75,57638.84,56035.74,58659.00,62090.51,63643.54,55316.34,55316.34,51791.37,39358.54,29936.81,25327.25,22640.02,17398.92,Upgrade
4,PE Ratio,27.63,28.58,28.35,28.97,23.82,20.66,20.87,17.71,17.00,17.40,18.20,20.90,22.72,21.42,22.79,22.77,17.99,14.36,12.91,11.67,9.40,Upgrade
5,Forward PE,20.88,24.77,23.07,23.87,20.35,16.39,16.78,15.31,13.85,13.58,14.68,17.04,18.40,17.57,18.61,18.42,15.28,12.55,10.63,9.50,7.93,Upgrade
6,PS Ratio,3.18,3.57,3.28,3.30,2.69,2.32,2.31,1.96,1.89,1.92,2.12,2.41,2.57,2.37,2.51,2.46,1.98,1.55,1.34,1.24,0.98,Upgrade
7,PB Ratio,9.60,6.27,5.55,5.81,4.66,4.08,4.15,3.32,3.21,3.33,3.67,4.04,4.23,3.94,4.15,3.98,3.09,2.49,2.16,2.00,1.59,Upgrade
8,P/TBV Ratio,8.39,8.39,7.35,7.80,6.24,5.44,5.43,4.27,4.21,4.36,4.83,5.24,5.51,5.16,5.48,5.24,3.97,3.21,2.85,2.63,2.10,Upgrade
9,P/FCF Ratio,23.82,26.62,28.44,26.74,-,22.03,36.04,34.41,-,45.88,28.35,46.52,-,28.82,40.40,30.99,-,13.95,11.57,17.30,-,Upgrade
10,P/OCF Ratio,17.68,17.68,19.11,17.65,-,12.82,15.54,14.18,-,16.69,14.85,20.05,-,14.45,15.84,14.05,-,7.31,6.63,7.21,-,Upgrade
11,PEG Ratio,0.97,0.75,0.75,0.75,0.75,0.75,0.75,0.73,0.49,0.49,0.59,0.77,0.91,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.34,Upgrade
12,EV/Sales Ratio,3.03,3.46,3.19,3.24,2.59,2.26,2.26,1.96,1.83,1.88,2.09,2.41,2.50,2.36,2.51,2.47,1.93,1.55,1.35,1.31,1.00,Upgrade
13,EV/EBITDA Ratio,14.28,16.77,15.59,15.98,12.69,11.12,11.26,9.86,9.16,9.59,10.89,12.47,12.71,11.90,12.43,12.22,9.66,7.57,6.73,6.46,4.94,Upgrade
14,EV/EBIT Ratio,17.47,20.66,19.49,20.09,16.03,14.10,14.19,12.47,11.58,12.18,14.02,16.21,16.44,15.51,16.18,15.95,12.81,10.02,8.96,8.56,6.51,Upgrade
15,EV/FCF Ratio,22.61,25.78,27.73,26.29,-,21.51,35.21,34.29,-,44.99,28.02,46.55,-,28.68,40.36,31.13,-,13.89,11.67,18.24,-,Upgrade
16,Debt / Equity Ratio,0.42,0.42,0.41,0.50,0.52,0.47,0.67,0.68,0.46,0.49,0.76,0.93,0.99,0.94,0.87,0.86,0.84,0.68,0.61,0.58,0.56,Upgrade
17,Debt / EBITDA Ratio,1.15,1.01,1.08,1.40,1.42,1.16,1.68,1.98,1.30,1.22,2.06,2.69,3.08,2.61,2.48,2.28,2.81,1.93,1.76,1.76,1.75,Upgrade
18,Debt / FCF Ratio,1.77,1.77,2.12,2.32,-,2.54,5.84,7.07,-,6.73,5.88,10.76,-,6.86,8.50,6.66,-,3.84,3.25,5.02,-,Upgrade
19,Asset Turnover,1.01,0.96,0.96,0.92,0.96,0.90,0.90,0.91,0.98,0.80,0.72,0.71,0.84,0.73,0.76,0.70,0.87,0.82,0.79,0.78,Upgrade,
20,Inventory Turnover,22.77,22.86,19.77,20.52,19.90,21.65,17.47,15.27,14.05,15.45,12.36,12.35,13.80,15.43,11.51,11.93,12.82,16.69,14.04,13.57,12.85,Upgrade
21,Quick Ratio,1.21,1.21,1.25,1.19,1.17,1.13,1.09,1.12,1.12,1.13,1.11,1.11,1.11,1.09,1.07,1.06,1.08,1.02,1.07,1.08,1.06,Upgrade
22,Current Ratio,1.31,1.31,1.38,1.30,1.30,1.24,1.20,1.24,1.28,1.26,1.23,1.22,1.22,1.18,1.18,1.19,1.21,1.13,1.21,1.23,1.24,Upgrade
23,Return on Equity (ROE),28.03%,29.10%,28.37%,28.03%,28.07%,29.13%,26.67%,27.62%,26.47%,29.59%,26.94%,27.74%,29.98%,27.23%,25.33%,24.01%,27.27%,25.46%,24.41%,21.77%,Upgrade,
24,Return on Assets (ROA),10.96%,10.49%,9.23%,9.48%,9.68%,9.33%,8.63%,9.15%,9.51%,7.93%,7.06%,6.48%,7.18%,7.22%,8.17%,6.27%,7.92%,8.09%,7.84%,7.74%,Upgrade,
25,Return on Capital (ROIC),15.18%,14.03%,12.05%,12.57%,12.95%,11.97%,10.97%,12.14%,12.68%,10.08%,8.69%,8.12%,9.19%,9.13%,10.18%,8.00%,10.40%,10.37%,9.88%,10.06%,Upgrade,
26,Return on Capital Employed (ROCE),28.24%,28.24%,26.84%,27.45%,26.96%,27.59%,27.92%,25.97%,26.18%,25.05%,23.56%,22.55%,22.58%,22.62%,23.31%,22.86%,21.55%,23.77%,22.96%,23.30%,23.61%,Upgrade
27,Earnings Yield,3.60%,3.50%,3.81%,3.74%,4.58%,5.30%,5.18%,6.13%,6.41%,6.29%,5.94%,5.20%,4.81%,5.14%,4.76%,4.78%,6.07%,7.64%,8.45%,9.34%,11.62%,Upgrade
