,Fiscal Quarter,Current,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,Q3 2019,+20 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019","Sep '19 Sep 30, 2019",+20 Quarters
0,Market Capitalization,40,66,67,75,96,104,111,122,106,105,104,132,130,117,119,120,91,92,102,100,129,Upgrade
1,Market Cap Growth,-36.36%,-36.36%,-39.61%,-38.22%,-9.15%,-0.71%,7.14%,-7.87%,-18.29%,-10.76%,-12.50%,10.56%,42.28%,27.42%,15.94%,19.26%,-29.31%,-51.37%,-48.89%,-43.75%,-37.86%,Upgrade
2,Enterprise Value,-118,-100,-99,-78,-58,-51,-42,-23,-47,-59,-52,-18,-20,-30,-32,-83,-104,-42,-35,-63,-40,Upgrade
3,Last Close Price,0.42,0.70,0.76,0.85,1.09,1.40,1.50,1.64,1.43,1.41,1.40,1.78,1.75,1.58,1.60,1.61,1.23,1.24,1.38,1.35,1.74,Upgrade
4,PE Ratio,-,-,-,-,-,-,251.19,-127.17,-5.56,-,-6.95,-,-32.46,-,55.87,-,-38.94,-26.57,-,-,-15.11,Upgrade
5,PS Ratio,0.52,0.93,0.96,0.94,1.18,1.18,1.18,1.38,1.26,1.23,1.13,1.48,1.44,1.27,1.34,1.47,1.21,1.31,1.51,1.35,1.82,Upgrade
6,PB Ratio,0.30,0.58,0.59,0.63,-,0.75,0.75,0.82,-,0.74,0.80,1.02,-,0.81,0.90,0.90,-,0.70,0.80,0.76,-,Upgrade
7,P/TBV Ratio,0.50,0.50,0.51,0.55,-,0.86,0.87,0.96,-,0.83,0.75,0.96,-,0.79,0.84,0.84,-,0.65,0.74,0.71,-,Upgrade
8,Debt / Equity Ratio,0.31,0.31,0.31,0.34,-,0.20,0.21,0.21,-,0.25,0.32,0.32,-,0.31,0.36,0.36,-,0.34,0.37,0.37,-,Upgrade
9,Debt / EBITDA Ratio,-,-,-,-,-,-,6.14,1.31,-,-,1.76,-,-,5.21,1.70,-,-,2.24,-,-,-,Upgrade
10,Asset Turnover,0.26,0.26,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,
11,Inventory Turnover,25.94,38.98,5.69,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
12,Quick Ratio,1.28,1.28,1.28,1.34,-,1.41,-,1.44,-,1.33,-,1.23,-,1.23,-,1.24,-,1.53,-,1.17,-,Upgrade
13,Current Ratio,1.62,1.62,1.62,1.62,-,1.67,-,1.73,-,1.61,-,1.48,-,1.64,-,1.59,-,1.58,-,1.58,-,Upgrade
14,Return on Equity (ROE),-16.82%,-16.61%,-4.11%,-,-19.85%,5.76%,-,-,-27.42%,4.99%,-,-,-2.09%,8.68%,-,-,9.02%,-7.39%,-,-,Upgrade,
15,Return on Assets (ROA),-4.08%,-4.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,
16,Return on Capital (ROIC),-7.67%,-7.49%,-3.55%,-,-7.20%,0.92%,-,-,-8.90%,7.33%,-,-,2.08%,7.59%,-,-,6.40%,-2.06%,-,-,Upgrade,
17,Return on Capital Employed (ROCE),-,-,-,-,-,-,-,6.95%,-,-,-,-,-,3.36%,-,-,-,-1.17%,-,-,-,Upgrade
18,Earnings Yield,-32.61%,-19.08%,-21.21%,-10.06%,-2.57%,1.79%,0.40%,-0.79%,-18.00%,-20.79%,-14.38%,-9.44%,-3.08%,-1.86%,1.79%,-2.95%,-2.57%,-3.76%,-7.97%,-4.14%,-6.62%,Upgrade
19,FCF Yield,-56.12%,-19.73%,-9.79%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
20,Buyback Yield / Dilution,-18.25%,-21.46%,-21.46%,-19.70%,-10.33%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
21,Total Shareholder Return,-18.25%,-21.46%,-21.46%,-19.70%,-10.33%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
