,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Revenue,294057,265914,264098,212813,198814,171590,172375,162046,195538,200785,208780,245915,262719,171725,208562,196100,197480,167493,144225,183655,Upgrade
1,Revenue Growth (YoY),47.91%,54.97%,53.21%,31.33%,1.67%,-14.54%,-17.44%,-34.10%,-25.57%,16.92%,0.10%,25.40%,33.04%,2.53%,44.61%,6.78%,-0.92%,-10.37%,-23.71%,6.32%,Upgrade
2,Cost of Revenue,87167,53107,51321,44532,54482,37740,37936,39365,30767,39334,42276,40656,69832,35127,41883,40649,46933,36756,33890,37442,Upgrade
3,Gross Profit,206890,212807,212777,168281,144332,133850,134439,122682,164771,161451,166504,205259,192887,136598,166679,155452,150547,130737,110335,146214,Upgrade
4,"Selling, General & Admin",28528,15273,13354,13943,15959,11990,11325,12392,11987,14593,14945,15372,32605,14229,16287,14960,19795,14687,13788,16267,Upgrade
5,Operating Expenses,28528,15273,13354,13943,15959,11990,11325,12392,11987,14593,14945,15372,32605,14229,16287,14960,19795,14687,13788,16267,Upgrade
6,Operating Income,178362,197535,199423,154338,128372,121861,123113,110290,152784,146858,151559,189887,160283,122369,150392,140491,130751,116050,96547,129947,Upgrade
7,Interest & Investment Income,15277,12175,14507,14580,18998,22403,25186,19748,17574,14955,13826,12256,10180,8069,9290,6995,7847,7883,12691,303.75,Upgrade
8,Currency Exchange Gain (Loss),-,0.48,-64.09,-11.1,-1293,1919,-408.49,-1.27,-422.61,-,-308.74,7.52,-523.76,0.96,-462.64,0.78,-679.58,2.38,-2.38,-,Upgrade
