,Fiscal Quarter,Current,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Mar '25 Mar 12, 2025","Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Market Capitalization,7002659,7590959,7496072,8160280,7201922,6785863,6370595,6446098,6313967,7040939,7116042,8053351,8200513,8119320,6926795,6977541,6647693,6495456,6125012,5861134,4658832,Upgrade
1,Market Cap Growth,11.86%,11.86%,17.67%,26.59%,14.06%,-3.62%,-10.48%,-19.96%,-23.01%,-13.28%,2.73%,15.42%,23.36%,25.00%,13.09%,19.05%,42.69%,7.47%,-25.02%,-27.17%,-41.75%,Upgrade
2,Enterprise Value,5803271,6527974,6670548,7221732,6211816,5895205,5274031,5461919,5474556,6210926,6455604,7436271,7734531,7752013,6412685,6580532,6482540,6307830,5803614,5563430,4484633,Upgrade
3,Last Close Price,73800.00,80000.00,76026.35,82762.86,70679.18,65041.35,61061.07,58842.62,57636.48,64614.89,63082.88,71391.67,71413.37,70706.30,60321.32,60763.23,55870.87,54591.39,50252.30,46083.69,36906.86,Upgrade
4,PE Ratio,10.11,10.96,12.71,15.35,15.28,15.52,13.86,13.42,12.53,12.17,11.62,13.77,14.16,15.35,13.85,14.13,14.90,15.09,14.08,13.09,9.79,Upgrade
5,Forward PE,10.82,11.78,12.06,13.48,11.49,13.27,12.07,11.72,9.65,11.34,11.09,12.03,12.66,14.16,12.43,13.25,13.58,14.88,14.67,12.84,8.39,Upgrade
6,PS Ratio,6.75,7.32,7.96,9.63,9.53,9.63,9.08,8.82,8.23,8.27,7.75,9.06,9.23,9.68,8.95,9.07,9.43,9.37,8.82,8.21,6.14,Upgrade
7,PB Ratio,5.25,5.40,4.87,6.03,4.81,5.07,4.49,5.00,4.05,4.91,4.65,5.83,5.71,6.50,6.25,7.07,5.77,6.39,5.80,6.22,4.14,Upgrade
8,P/TBV Ratio,5.96,5.96,5.33,6.68,5.28,5.63,4.96,5.57,4.43,5.41,5.10,6.46,6.29,7.28,6.69,7.63,6.16,7.37,6.23,6.75,4.43,Upgrade
9,P/FCF Ratio,10.82,11.73,12.67,17.78,17.26,15.66,14.66,13.22,12.52,12.77,11.78,13.97,13.88,13.87,12.17,12.44,12.90,12.99,11.66,10.74,8.21,Upgrade
10,P/OCF Ratio,11.40,11.40,12.18,16.56,16.20,14.91,13.91,12.77,11.72,11.97,11.29,13.50,13.74,13.73,11.98,12.28,12.76,12.89,11.53,10.56,8.05,Upgrade
11,EV/Sales Ratio,5.60,6.30,7.08,8.52,8.22,8.36,7.52,7.47,7.14,7.30,7.03,8.36,8.70,9.24,8.29,8.55,9.19,9.10,8.35,7.79,5.91,Upgrade
12,EV/EBITDA Ratio,7.49,8.43,9.22,11.16,10.88,11.18,9.56,9.47,9.05,9.07,9.28,11.05,11.46,12.34,10.71,11.12,12.06,11.97,10.80,10.02,7.57,Upgrade
13,EV/EBIT Ratio,7.95,8.95,9.81,11.96,11.77,12.19,10.38,10.25,9.75,9.69,9.95,11.92,12.42,13.52,11.79,12.24,13.40,13.33,11.99,11.10,8.34,Upgrade
14,EV/FCF Ratio,8.97,10.09,11.27,15.73,14.89,13.61,12.14,11.21,10.86,11.27,10.68,12.90,13.09,13.24,11.27,11.73,12.58,12.61,11.05,10.20,7.90,Upgrade
15,Asset Turnover,0.64,0.65,0.66,0.51,0.48,0.40,0.40,0.40,0.48,0.50,0.54,0.66,0.79,0.53,0.64,0.67,0.71,0.55,0.47,0.65,Upgrade,
16,Inventory Turnover,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,80.05,107.08,118.49,Upgrade
17,Quick Ratio,2.85,2.85,6.01,5.73,7.64,3.23,5.90,2.47,9.69,8.43,6.09,5.34,6.49,3.86,3.94,1.71,6.53,4.17,4.33,1.42,8.50,Upgrade
18,Current Ratio,2.87,2.87,6.07,5.78,7.70,3.24,6.03,2.49,9.78,8.51,7.07,6.47,8.34,5.18,5.16,2.05,7.82,6.52,6.51,1.91,9.64,Upgrade
19,Return on Equity (ROE),46.24%,51.37%,53.18%,41.54%,37.26%,37.71%,36.25%,30.25%,42.48%,40.79%,43.43%,55.85%,53.61%,46.19%,55.04%,50.65%,49.62%,45.88%,38.58%,45.62%,Upgrade,
20,Return on Assets (ROA),24.44%,30.06%,31.31%,23.02%,19.42%,17.89%,17.66%,17.04%,23.51%,22.73%,24.48%,31.92%,30.17%,23.39%,28.77%,30.10%,29.24%,23.89%,19.51%,28.76%,Upgrade,
21,Return on Capital (ROIC),30.28%,34.14%,34.97%,27.20%,23.29%,22.50%,21.60%,18.42%,25.79%,25.24%,26.90%,35.35%,33.99%,29.19%,35.13%,32.39%,31.54%,29.03%,23.34%,30.50%,Upgrade,
22,Return on Capital Employed (ROCE),51.61%,51.61%,43.92%,44.41%,35.08%,35.97%,35.71%,41.18%,35.90%,44.58%,42.32%,45.09%,43.30%,45.84%,48.92%,54.26%,41.79%,46.39%,45.59%,52.89%,47.55%,Upgrade
23,Earnings Yield,9.89%,9.13%,8.68%,7.26%,7.39%,7.34%,8.28%,8.50%,9.06%,9.18%,9.09%,7.69%,7.49%,6.94%,7.71%,7.56%,7.22%,7.15%,7.69%,8.25%,10.99%,Upgrade
24,FCF Yield,9.24%,8.52%,7.89%,5.63%,5.79%,6.39%,6.82%,7.56%,7.98%,7.83%,8.49%,7.16%,7.20%,7.21%,8.22%,8.04%,7.75%,7.70%,8.58%,9.31%,12.18%,Upgrade
25,Dividend Yield,8.13%,-,-,7.25%,-,7.69%,-,11.30%,-,9.29%,3.96%,1.89%,-,-,-,-,-,7.92%,8.61%,-,-,Upgrade
26,Payout Ratio,74.28%,-,1.50%,-,127.91%,14.46%,258.28%,-,0.50%,160.00%,0.19%,110.71%,9.30%,0.20%,208.85%,11.87%,0.54%,131.47%,220.76%,16.59%,0.14%,Upgrade
27,Buyback Yield / Dilution,-0.65%,-0.54%,-0.54%,-0.54%,-0.54%,-0.53%,-0.53%,-0.53%,-0.53%,0.00%,0.00%,-,-,-,-,-,-0.75%,-0.75%,-0.75%,-1.52%,-0.76%,Upgrade
28,Total Shareholder Return,7.48%,-0.54%,-0.54%,6.71%,-0.54%,7.15%,-0.53%,10.77%,-0.53%,9.29%,3.96%,1.89%,-,-,-,-,-0.75%,7.17%,7.85%,-1.52%,-0.76%,Upgrade
